chr	pos	cM
A5	764300	11.876073
A5	764317	12.422508
A5	764318	12.422508
A5	764453	12.422508
A5	2070119	9.02
A5	2070398	8.999
A5	2172375	9.79
A5	2680653	14.793
A5	2741448	15.41
A5	3102928	23.387
A5	3769045	22.305707
A5	4409294	22.271915
A5	5663584	36.376
A5	5683267	34.034462
A5	5885772	38.141
A5	5885774	38.133
A5	11342998	45.105369
A5	12145416	46.202155
A5	14046714	40.507696
A5	17199682	43.596
A5	19925552	43.633114
A5	20386290	39.85018
A5	22158389	44.01345
A5	22636745	56.260575
A5	22775322	54.817571
A5	22775990	54.817571
A5	24180217	59.127603
A5	24750952	56.433313
A5	24750973	56.433313
A5	25641214	60.418055
A5	26328626	73.030288
A5	28798949	81.98484
A6	851908	9.662
A6	1387277	11.274
A6	2351784	19.376738
A6	2351801	22.023409
A6	2351933	19.376738
A6	2834598	29.462376
A6	2939331	31.317
A6	3096285	28.330527
A6	3200166	30.916275
A6	3200240	30.916275
A6	3200334	30.916275
A6	3260872	36.818
A6	3260925	36.409
A6	3705994	40.318
A6	3760209	36.386694
A6	3842679	39.966386
A6	4391450	41.827037
A6	5390854	47.761957
A6	5391068	47.761957
A6	6645685	50.074803
A6	6895954	56.773725
A6	7016655	47.204402
A6	7396767	60.652348
A6	9445627	62.316436
A6	10263769	67.267
A6	11540204	65.497917
A6	11540327	65.497917
A6	11613193	65.851
A6	11613297	66.235
A6	12815081	66.565
A6	12815132	66.565
A6	16486716	66.851
A6	16658408	65.471
A6	17278570	65.036
A6	19457007	69.272
A6	19801103	69.275
A6	20017705	64.605486
A6	20953970	72.929357
A6	22287389	75.457
A6	22400459	82.241553
A6	22836139	77.42847
A6	22844653	78.095
A6	23710727	84.590967
A6	24215029	90.154393
A6	24365879	87.832
A6	25256365	103.675686
A6	25482521	107.652537
A6	25482543	107.652537
A7	565941	17.766971
A7	565990	17.804971
A7	3008018	23.296971
A7	7339246	24.595971
A7	12764640	28.824765
A7	12927936	12.053549
A7	13412716	32.308628
A7	13412807	32.617971
A7	14639486	43.982289
A7	14639730	43.982289
A7	14710687	40.923971
A7	14711996	40.129971
A7	15994953	44.811971
A7	17270186	53.148971
A7	22304370	77.239225
A7	27827972	102.228882
A8	9720198	53.272948
A8	16990553	38.900948
A8	19563149	17.710948
A8	19563237	17.448948
A8	19563358	17.696948
A8	22120372	0
A9	3726107	118.308
A9	4524004	109.47
A9	5373659	120.063129
A9	5730982	98.624
A9	6433981	110.139531
A9	6845323	108.581483
A9	11350620	92.236474
A9	11660971	82.548
A9	11661007	82.629
A9	12209647	88.54244
A9	12346576	87.080353
A9	12807510	83.435
A9	12951203	80.802313
A9	18084968	79.340765
A9	19204259	73.51
A9	19891694	74.274
A9	20386550	74.348
A9	22422170	73.012046
A9	25368743	73.323
A9	30294917	69.249
A9	33342369	57.431521
A9	33351249	57.678
A9	33351297	57.583
A9	33351328	57.598
A9	33798074	55.882
A9	35659864	51.686
A9	36291978	39.268135
A9	36936437	40.633763
A9	36936497	40.633763
A9	36936729	40.633763
A9	37818312	31.14797
A9	37886683	31.14797
A9	37886692	31.14797
A9	38208997	31.14797
A9	38209001	26.651837
A9	38211847	40.664819
A9	38993800	35.949693
A9	40829497	21.339612
A9	43819054	3.798947
A9	44081194	5.367
A10	972257	12.048606
A10	1270420	9.821015
A10	1796519	11.117015
A10	8000542	19.155091
A10	9960056	17.350015
A10	11570491	20.543015
A10	11699721	20.416015
A10	14283935	45.617624
A10	14395169	32.892015
A10	14458577	33.638015
A10	15290658	46.103205
A10	15321207	41.374357
A10	15463721	31.353389
A10	15470173	31.353389
A10	15584827	42.315015
A10	15818213	42.681222
A10	15818361	43.536718
A10	17026401	53.727015
A10	17634726	60.254286
A10	18672107	74.035015
A10	18724932	101.09118
A10	18967029	75.854916
A10	18967042	79.123015
A10	19088992	78.046015
A10	19089019	78.890767
A10	19089057	77.629015
A10	19089116	77.630015
C1	17840837	38.788
C1	17840870	38.719
C1	17840875	38.738
C1	17840915	38.753
C1	17840992	38.713
C1	18048641	37.473
C1	23346069	36.471
C1	24956386	36.337
C1	26416630	35.793
C1	26421908	36.758
C1	44456917	47.267
C2	15048	7.294
C2	33234	5.951
C2	954812	7.59
C2	3096546	16.165
C2	3096547	16.111
C2	8178410	33.479
C2	10896293	33.702
C2	27601525	56.434149
C2	27747387	56.434149
C2	34471515	56.434149
C2	35457428	56.434149
C2	43760334	56.134578
C2	43760346	57.316503
C2	50576939	51.184762
C3	355334	9.037
C3	833502	8.974
C3	1507106	9.065
C3	1507122	7.568
C3	1983102	8.984
C3	1983413	9.0245
C3	5133961	20.292
C3	5133969	20.292
C3	9918731	44.65
C3	20425851	64.868
C3	20977412	66.529
C3	40018345	110.241
C3	56041640	120.112852
C3	56053269	120.783
C3	56053292	120.77
C4	7436352	38.97
C4	8503190	43.956
C4	9399657	46.277
C4	13217024	51.709
C4	28678095	60.917762
C4	29393491	58.198
C4	36912645	67.89443
C4	49152671	83.981
C4	50425195	85.463
C4	51151076	86.775
C4	59640756	105.741
C4	61948022	132.911
C4	62308039	130
C5	4417641	36.656
C5	4705788	34.976
C5	13877185	17.169
C6	8853604	86.383
C6	26062109	72.588
C6	26062220	72.892
C6	39142491	40.134
C6	40783997	41.027
C7	41218399	6.341
C7	50729843	44.760387
C7	50729894	45.231
C7	52574753	54.422
C7	52863418	59.45
C7	52863501	58.992559
C8	36640294	23.26
C8	40372277	33.119
C8	45348540	59.86
C8	45665587	62.741
C9	3515508	24.776
C9	23305868	60.049
C9	23305869	54.495018
C9	42182830	75.168064
C9	42183174	75.168064
C9	52886355	86.031
