brpb-657796	NC_063439.1	99.153	472	4	0	1	472	22835904	22836375	0.0	854	614	28937740
brpb-657796	NC_063450.1	92.975	484	24	8	1	477	42611230	42610750	0.0	701	614	54958258
brpb-657847	NC_063445.1	97.590	83	2	0	1	83	26145224	26145142	2.37e-32	143	355	58167434
brpb-657847	NC_063445.1	96.923	65	2	0	291	355	26145144	26145080	1.86e-23	113	355	58167434
brpb-657847	NC_063435.1	92.857	56	3	1	232	287	2026346	2026400	1.88e-13	80.5	355	29581582
brpb-657868	NC_063435.1	97.512	402	7	2	1	400	9620037	9620437	0.0	695	400	29581582
brpb-657868	NC_063445.1	94.064	219	13	0	1	219	18973900	18974118	1.49e-89	333	400	58167434
brpb-657876	NC_063439.1	100.000	323	0	0	1	323	23642912	23642590	3.79e-169	597	323	28937740
brpb-657884	NC_063439.1	100.000	298	0	0	1	298	17278422	17278719	2.75e-155	551	298	28937740
brpb-657884	NC_063439.1	91.057	123	10	1	176	298	5940852	5940973	4.18e-39	165	298	28937740
brpb-657884	NC_063446.1	94.444	306	4	5	1	298	42436225	42435925	1.71e-127	459	298	74222928
brpb-657884	NC_063443.1	94.355	124	6	1	175	298	9379735	9379613	2.48e-46	189	298	19559996
brpb-657884	NC_063442.1	94.309	123	4	2	177	298	8686850	8686970	3.21e-45	185	298	45044935
brpb-657884	NC_063444.1	90.517	116	11	0	181	296	22623472	22623357	9.06e-36	154	298	51431623
brpb-657888	NC_063437.1	99.465	374	2	0	1	374	11878609	11878982	0.0	684	374	22079791
brpb-657888	NC_063451.1	92.430	251	19	0	4	254	43847045	43846795	2.28e-97	359	374	49204614
brpb-657888	NC_063442.1	92.430	251	19	0	4	254	39934723	39934473	2.28e-97	359	374	45044935
brpb-657894	NC_063438.1	95.172	435	21	0	2	436	24751190	24750756	0.0	697	436	29228566
brpb-657894	NC_063448.1	92.625	339	25	0	98	436	50677208	50676870	5.47e-139	497	436	56537224
brpb-657894	NC_063448.1	90.909	55	5	0	1	55	50677278	50677224	1.09e-11	75.0	436	56537224
brpb-657896	NC_063436.1	99.770	435	1	0	1	435	3767522	3767088	0.0	800	435	38724999
brpb-657896	NC_063446.1	92.273	440	25	5	2	435	4832532	4832096	4.01e-175	617	435	74222928
brpb-657925	NC_063436.1	98.664	524	5	1	1	522	16194115	16194638	0.0	933	522	38724999
brpb-657933	NC_063438.1	99.687	319	0	1	1	318	12145604	12145286	1.04e-164	582	318	29228566
brpb-657933	NC_063448.1	98.125	320	4	2	1	318	31232119	31231800	6.32e-157	556	318	56537224
brpb-657934	NC_063443.1	99.401	334	2	0	1	334	1796686	1796353	6.53e-172	606	334	19559996
brpb-657934	NC_063443.1	96.296	81	3	0	254	334	1760329	1760249	1.33e-29	134	334	19559996
brpb-657939	NC_063442.1	94.845	485	6	4	69	552	44080961	44081427	0.0	743	552	45044935
brpb-657945	NC_063436.1	99.620	526	2	0	82	607	16194115	16194640	0.0	961	607	38724999
brpb-657949	NC_063435.1	99.425	522	3	0	1	522	27954749	27955270	0.0	950	522	29581582
brpb-657950	NC_063449.1	96.614	502	15	2	5	505	30792994	30793494	0.0	833	514	48209797
brpb-657950	NC_063440.1	95.040	504	20	5	4	505	19074480	19074980	0.0	789	514	28277616
brpb-657950	NC_063451.1	93.333	105	7	0	73	177	45468896	45468792	4.52e-36	156	514	49204614
brpb-657950	NC_063448.1	94.118	102	6	0	73	174	8018822	8018923	4.52e-36	156	514	56537224
brpb-657950	NC_063439.1	92.157	102	8	0	73	174	6286286	6286387	9.78e-33	145	514	28937740
brpb-657950	NC_063442.1	90.476	105	10	0	73	177	41325049	41324945	4.55e-31	139	514	45044935
brpb-657955	NC_063438.1	98.522	203	3	0	67	269	22775221	22775423	2.28e-97	359	373	29228566
brpb-657957	NC_063434.1	95.745	658	25	3	1	657	8046749	8046094	0.0	1075	657	30963416
brpb-657957	NC_063444.1	91.515	660	48	6	1	657	12791452	12790798	0.0	920	657	51431623
brpb-657962	NC_063441.1	97.445	587	12	1	1	584	22120079	22120665	0.0	1007	584	23154485
brpb-657981	NC_063436.1	99.810	526	1	0	100	625	16194115	16194640	0.0	966	625	38724999
brpb-657981	NC_063446.1	90.074	544	31	9	100	625	24798581	24799119	0.0	684	625	74222928
brpb-658011	NC_063445.1	97.619	126	3	0	366	491	26145144	26145019	2.72e-54	217	675	58167434
brpb-658011	NC_063445.1	91.566	83	7	0	593	675	26145142	26145224	6.10e-26	122	675	58167434
brpb-658011	NC_063435.1	92.857	56	3	1	307	362	2026346	2026400	3.72e-13	80.5	675	29581582
brpb-658018	NW_026016758.1	97.855	373	8	0	1	373	19342	18970	0.0	645	373	127036
brpb-658018	NC_063452.1	97.855	373	8	0	1	373	64676958	64676586	0.0	645	373	64956572
brpb-658018	NC_063445.1	93.333	360	24	0	4	363	593310	592951	1.27e-149	532	373	58167434
brpb-658027	NC_063439.1	100.000	545	0	0	1	545	2352205	2351661	0.0	1007	545	28937740
brpb-658070	NC_063434.1	97.784	722	15	1	1	722	8046749	8046029	0.0	1245	738	30963416
brpb-658070	NC_063444.1	93.379	725	42	6	1	723	12791452	12790732	0.0	1070	738	51431623
brpb-658083	NC_063435.1	100.000	218	0	0	1	218	23220605	23220388	5.74e-111	403	218	29581582
brpb-658097	NC_063437.1	99.109	561	3	1	1	561	2895004	2894446	0.0	1007	561	22079791
brpb-658097	NC_063447.1	94.139	563	17	8	1	561	35295450	35295998	0.0	843	561	62924550
brpb-658104	NC_063444.1	91.845	466	18	14	1	455	22369284	22368828	4.18e-180	634	455	51431623
brpb-658104	NC_063434.1	92.814	334	10	5	125	455	13529028	13528706	9.65e-132	473	455	30963416
brpb-658104	NC_063434.1	98.810	84	1	0	1	84	13529109	13529026	1.85e-34	150	455	30963416
brpb-658111	NC_063442.1	99.445	541	3	0	1	541	33351567	33351027	0.0	983	541	45044935
brpb-658111	NC_063446.1	92.976	541	38	0	1	541	24515988	24515448	0.0	789	541	74222928
brpb-658120	NC_063442.1	99.751	402	1	0	93	494	37886893	37886492	0.0	737	494	45044935
brpb-658120	NC_063451.1	91.111	405	17	6	93	493	41438178	41437789	6.16e-149	531	494	49204614
brpb-658122	NW_026016497.1	98.786	412	5	0	86	497	106513	106924	0.0	734	502	122973
brpb-658122	NW_026016306.1	98.321	417	7	0	86	502	63090	63506	0.0	732	502	345969
brpb-658137	NC_063439.1	100.000	398	0	0	1	398	3705795	3706192	0.0	736	398	28937740
brpb-658137	NC_063448.1	94.684	395	4	7	1	395	3920785	3921162	4.75e-169	597	398	56537224
brpb-658137	NC_063441.1	90.476	168	15	1	1	167	21908232	21908065	1.20e-55	220	398	23154485
brpb-658144	NC_063439.1	92.199	564	41	3	166	727	11613474	11612912	0.0	867	729	28937740
brpb-658144	NC_063439.1	97.619	84	1	1	89	172	11613612	11613530	5.06e-32	143	729	28937740
brpb-658152	NC_063439.1	97.173	283	7	1	1	283	2351661	2351942	2.10e-136	488	287	28937740
brpb-658153	NC_063447.1	93.182	308	21	0	1	308	32641800	32642107	1.48e-128	462	331	62924550
brpb-658157	NC_063436.1	97.283	552	15	0	1	552	1928208	1927657	0.0	937	591	38724999
brpb-658157	NC_063446.1	90.926	551	48	2	2	552	2522980	2522432	0.0	739	591	74222928
brpb-658163	NC_063443.1	98.821	424	4	1	1	423	15320996	15321419	0.0	754	423	19559996
brpb-658163	NC_063452.1	96.009	426	14	3	1	423	57400579	57401004	0.0	689	423	64956572
brpb-658163	NC_063452.1	90.090	222	20	2	1	220	57388075	57388296	1.25e-75	287	423	64956572
brpb-658172	NC_063434.1	98.867	353	4	0	1	353	2269407	2269055	1.14e-179	632	353	30963416
brpb-658172	NC_063444.1	90.458	262	18	6	10	267	2683510	2683252	2.79e-91	339	353	51431623
brpb-658174	NC_063442.1	95.222	293	9	3	1	293	38993944	38993657	1.78e-127	459	308	45044935
brpb-658174	NC_063451.1	94.502	291	11	3	1	291	42694109	42693824	4.98e-123	444	308	49204614
brpb-658181	NC_063442.1	92.393	631	17	6	31	661	25369043	25368444	0.0	870	741	45044935
brpb-658181	NC_063448.1	96.216	185	6	1	201	385	24789656	24789839	8.03e-80	302	741	56537224
brpb-658190	NC_063437.1	99.531	213	0	1	1	213	3677446	3677235	5.63e-106	387	213	22079791
brpb-658199	NC_063443.1	99.737	760	2	0	1	760	15584448	15585207	0.0	1395	760	19559996
brpb-658199	NC_063452.1	90.365	384	24	9	1	375	57909712	57910091	4.56e-137	492	760	64956572
brpb-658213	NC_063445.1	97.619	126	3	0	291	416	26145144	26145019	1.64e-54	217	418	58167434
brpb-658213	NC_063445.1	97.590	83	2	0	1	83	26145224	26145142	2.82e-32	143	418	58167434
brpb-658213	NC_063435.1	91.071	56	4	1	232	287	2026346	2026400	1.04e-11	75.0	418	29581582
brpb-658244	NC_063446.1	94.426	592	22	8	4	587	14254062	14254650	0.0	902	663	74222928
brpb-658244	NC_063436.1	94.188	585	17	11	4	587	10763817	10763249	0.0	878	663	38724999
brpb-658244	NC_063451.1	96.660	509	13	2	145	653	47539036	47539540	0.0	846	663	49204614
brpb-658244	NC_063451.1	96.094	128	5	0	531	658	47666307	47666180	1.24e-52	211	663	49204614
brpb-658244	NC_063451.1	98.571	70	1	0	44	113	47538969	47539038	1.66e-26	124	663	49204614
brpb-658244	NC_063442.1	98.485	132	2	0	4	135	42877340	42877209	2.65e-59	233	663	45044935
brpb-658251	NC_063449.1	95.487	421	16	1	1	418	30271875	30271455	0.0	669	418	48209797
brpb-658251	NC_063449.1	94.511	419	19	2	1	416	18558126	18558543	0.0	643	418	48209797
brpb-658257	NC_063437.1	96.543	752	25	1	1	751	20027872	20028623	0.0	1251	751	22079791
brpb-658257	NC_063447.1	94.796	442	19	1	1	442	60282327	60282764	0.0	686	751	62924550
brpb-658257	NC_063447.1	93.281	253	17	0	499	751	60282754	60283006	1.02e-103	381	751	62924550
brpb-658265	NC_063447.1	90.685	365	27	5	1	362	39861098	39860738	1.24e-139	499	362	62924550
brpb-658266	NC_063452.1	93.215	339	10	2	1	326	39486395	39486057	8.68e-136	486	327	64956572
brpb-658266	NC_063452.1	92.000	75	4	2	215	288	6483188	6483261	1.02e-20	104	327	64956572
brpb-658266	NC_063452.1	90.667	75	5	2	215	288	61150529	61150456	4.75e-19	99.0	327	64956572
brpb-658266	NC_063451.1	90.395	177	15	1	152	326	3618507	3618683	4.49e-59	231	327	49204614
brpb-658266	NC_063450.1	92.000	75	4	2	215	288	12385773	12385700	1.02e-20	104	327	54958258
brpb-658266	NC_063450.1	95.082	61	3	0	81	141	44884966	44884906	1.71e-18	97.1	327	54958258
brpb-658266	NC_063446.1	92.000	75	4	2	215	288	18132411	18132338	1.02e-20	104	327	74222928
brpb-658266	NC_063446.1	92.000	75	4	2	215	288	66157924	66157851	1.02e-20	104	327	74222928
brpb-658266	NC_063444.1	92.000	75	4	2	215	288	46593117	46593190	1.02e-20	104	327	51431623
brpb-658275	NC_063437.1	94.949	99	5	0	1	99	21120611	21120709	3.88e-36	156	446	22079791
brpb-658283	NC_063440.1	98.670	451	3	1	1	448	17270411	17269961	0.0	797	448	28277616
brpb-658283	NC_063449.1	92.117	444	25	5	1	438	25779667	25779228	4.14e-175	617	448	48209797
brpb-658283	NC_063437.1	91.351	370	29	2	11	380	2445447	2445813	1.21e-140	503	448	22079791
brpb-658283	NC_063447.1	91.081	370	30	2	11	380	34531602	34531968	5.63e-139	497	448	62924550
brpb-658285	NC_063436.1	96.108	334	8	3	1	334	2558782	2559110	6.72e-152	540	334	38724999
brpb-658285	NC_063446.1	93.750	336	16	2	1	334	3287010	3287342	1.14e-139	499	334	74222928
brpb-658290	NC_063443.1	96.667	600	17	2	1	600	11570193	11570789	0.0	1000	624	19559996
brpb-658301	NC_063441.1	96.989	465	9	2	69	528	19563535	19563071	0.0	776	566	23154485
brpb-658301	NC_063451.1	94.924	197	9	1	333	528	30640451	30640647	1.30e-81	307	566	49204614
brpb-658301	NC_063451.1	91.549	71	6	0	69	139	30638512	30638582	8.55e-19	99.0	566	49204614
brpb-658317	NC_063442.1	100.000	372	0	0	1	372	12807325	12807696	0.0	688	372	45044935
brpb-658332	NC_063440.1	99.785	465	0	1	1	465	565759	566222	0.0	852	465	28277616
brpb-658332	NC_063440.1	90.533	338	26	5	30	366	606351	606683	2.78e-122	442	465	28277616
brpb-658332	NC_063450.1	93.269	104	6	1	30	133	2522303	2522405	5.25e-35	152	465	54958258
brpb-658349	NC_063436.1	96.458	367	4	3	1	358	28587704	28588070	6.57e-169	597	539	38724999
brpb-658349	NC_063436.1	96.026	151	5	1	353	503	20787426	20787277	9.85e-63	244	539	38724999
brpb-658349	NC_063436.1	95.683	139	4	2	218	355	28484626	28484763	4.62e-56	222	539	38724999
brpb-658349	NC_063449.1	92.830	265	9	5	1	256	18604437	18604174	3.35e-102	375	539	48209797
brpb-658349	NC_063449.1	90.066	151	15	0	356	506	20351301	20351151	2.80e-48	196	539	48209797
brpb-658349	NC_063435.1	98.039	153	3	0	350	502	6219626	6219778	2.10e-69	267	539	29581582
brpb-658349	NC_063435.1	93.706	143	6	3	361	501	28019363	28019222	9.99e-53	211	539	29581582
brpb-658349	NC_063437.1	98.630	146	2	0	360	505	10247415	10247560	3.52e-67	259	539	22079791
brpb-658349	NC_063437.1	93.007	143	8	2	361	503	20668446	20668586	1.29e-51	207	539	22079791
brpb-658349	NC_063443.1	94.375	160	7	2	350	507	16312435	16312276	9.85e-63	244	539	19559996
brpb-658349	NC_063443.1	94.872	156	6	2	354	508	19083507	19083353	3.54e-62	243	539	19559996
brpb-658349	NC_063440.1	95.395	152	5	2	359	509	1020094	1019944	1.27e-61	241	539	28277616
brpb-658349	NC_063440.1	96.528	144	3	1	358	501	17089668	17089527	1.65e-60	237	539	28277616
brpb-658349	NC_063440.1	95.862	145	6	0	358	502	2705120	2705264	5.93e-60	235	539	28277616
brpb-658349	NC_063440.1	95.862	145	6	0	358	502	2705973	2706117	5.93e-60	235	539	28277616
brpb-658349	NC_063440.1	95.172	145	7	0	358	502	2706825	2706969	2.76e-58	230	539	28277616
brpb-658349	NC_063440.1	95.714	140	6	0	362	501	14502167	14502028	3.57e-57	226	539	28277616
brpb-658349	NC_063440.1	91.724	145	11	1	361	505	22562801	22562658	2.16e-49	200	539	28277616
brpb-658349	NC_063450.1	95.890	146	6	0	359	504	42708536	42708391	1.65e-60	237	539	54958258
brpb-658349	NC_063450.1	99.083	109	1	0	250	358	51714467	51714575	2.80e-48	196	539	54958258
brpb-658349	NC_063434.1	95.333	150	6	1	353	502	12673352	12673204	1.65e-60	237	539	30963416
brpb-658349	NC_063442.1	96.454	141	5	0	361	501	31785484	31785624	2.13e-59	233	539	45044935
brpb-658349	NC_063442.1	95.775	142	6	0	361	502	11228670	11228529	2.76e-58	230	539	45044935
brpb-658349	NC_063442.1	92.073	164	11	2	342	504	14714814	14714976	2.76e-58	230	539	45044935
brpb-658349	NW_026014588.1	92.361	144	8	3	361	503	71469	71328	6.01e-50	202	539	83308
brpb-658349	NC_063445.1	90.909	143	13	0	361	503	46258033	46257891	3.62e-47	193	539	58167434
brpb-658349	NC_063444.1	90.370	135	13	0	358	492	41021722	41021856	1.01e-42	178	539	51431623
brpb-658386	NC_063435.1	99.681	313	0	1	1	313	8008557	8008246	2.22e-161	571	313	29581582
brpb-658386	NC_063445.1	96.212	264	8	2	50	313	15149514	15149253	3.93e-119	431	313	58167434
brpb-658386	NC_063445.1	92.453	53	4	0	1	53	15149593	15149541	2.12e-12	76.8	313	58167434
brpb-658391	NC_063439.1	99.138	348	3	0	1	348	10263943	10263596	1.13e-179	632	348	28937740
brpb-658391	NC_063451.1	96.067	356	6	2	1	348	32850075	32850430	1.49e-163	579	348	49204614
brpb-658413	NW_026016306.1	99.760	417	1	0	1	417	63090	63506	0.0	765	453	345969
brpb-658413	NW_026016497.1	97.330	412	11	0	1	412	106513	106924	0.0	701	453	122973
brpb-658413	NC_063442.1	90.476	84	5	2	123	206	28401161	28401241	1.12e-21	108	453	45044935
brpb-658420	NC_063448.1	96.610	177	6	0	285	461	24789832	24789656	8.29e-78	294	467	56537224
brpb-658429	NC_063443.1	95.444	417	18	1	32	447	14458785	14458369	0.0	671	447	19559996
brpb-658429	NC_063452.1	91.667	72	5	1	376	447	55533539	55533469	3.98e-21	106	447	64956572
brpb-658433	NC_063436.1	96.914	324	10	0	129	452	2880069	2880392	5.56e-154	547	452	38724999
brpb-658433	NC_063436.1	96.063	127	2	1	1	127	2879873	2879996	1.39e-50	204	452	38724999
brpb-658433	NC_063446.1	90.154	325	18	5	129	452	3683785	3684096	5.89e-114	414	452	74222928
brpb-658433	NC_063446.1	93.701	127	7	1	1	127	3683587	3683712	3.89e-46	189	452	74222928
brpb-658436	NC_063436.1	98.489	397	5	1	1	396	14717857	14718253	0.0	699	396	38724999
brpb-658436	NC_063446.1	96.970	396	12	0	1	396	22668148	22668543	0.0	665	396	74222928
brpb-658455	NC_063434.1	97.789	407	6	2	1	407	2268673	2269076	0.0	702	407	30963416
brpb-658455	NC_063444.1	93.416	243	8	1	151	393	2682920	2683154	1.16e-95	353	407	51431623
brpb-658468	NC_063447.1	93.533	634	34	4	6	635	12930367	12929737	0.0	959	640	62924550
brpb-658486	NC_063437.1	98.699	538	5	1	1	538	2894446	2894981	0.0	955	538	22079791
brpb-658486	NC_063447.1	93.704	540	18	8	1	538	35295998	35295473	0.0	797	538	62924550
brpb-658492	NC_063447.1	93.317	404	24	2	52	453	56688728	56688326	7.23e-168	593	463	62924550
brpb-658492	NC_063447.1	91.613	155	13	0	53	207	11540417	11540571	6.58e-54	215	463	62924550
brpb-658492	NC_063437.1	91.686	433	12	6	29	453	17554511	17554095	2.02e-163	579	463	22079791
brpb-658492	NC_063446.1	90.055	181	16	2	53	233	10574898	10574720	1.82e-59	233	463	74222928
brpb-658497	NC_063442.1	98.313	652	9	2	1	650	38209327	38208676	0.0	1147	650	45044935
brpb-658497	NC_063451.1	90.074	403	23	6	232	620	41815735	41815336	1.07e-142	510	650	49204614
brpb-658497	NC_063451.1	96.685	181	5	1	1	181	41816096	41815917	2.52e-79	300	650	49204614
brpb-658499	NC_063447.1	91.793	329	23	2	18	346	56185271	56184947	2.97e-126	455	391	62924550
brpb-658499	NC_063447.1	90.578	329	27	2	18	346	52187498	52187174	1.39e-119	433	391	62924550
brpb-658523	NC_063444.1	99.568	463	2	0	1	463	51116853	51116391	0.0	846	463	51431623
brpb-658523	NC_063434.1	98.920	463	5	0	1	463	30716381	30716843	0.0	830	463	30963416
brpb-658542	NC_063442.1	99.151	471	4	0	1	471	19891459	19891929	0.0	850	471	45044935
brpb-658547	NC_063450.1	93.893	393	18	2	57	443	14244605	14244997	9.03e-167	590	448	54958258
brpb-658547	NC_063440.1	92.284	324	16	4	122	443	7090714	7091030	1.24e-125	453	448	28277616
brpb-658552	NC_063445.1	97.619	126	3	0	291	416	26145144	26145019	1.94e-54	217	489	58167434
brpb-658552	NC_063445.1	97.590	83	2	0	1	83	26145224	26145142	3.34e-32	143	489	58167434
brpb-658552	NC_063435.1	92.857	56	3	1	232	287	2026346	2026400	2.65e-13	80.5	489	29581582
brpb-658557	NC_063447.1	95.294	170	7	1	1	169	57563591	57563422	9.71e-73	276	169	62924550
brpb-658557	NC_063437.1	92.941	170	11	1	1	169	18132761	18132592	4.55e-66	254	169	22079791
brpb-658578	NC_063436.1	97.965	344	7	0	1	344	28713250	28712907	4.06e-169	597	344	38724999
brpb-658578	NC_063450.1	96.188	341	10	3	4	344	51849993	51849656	2.48e-156	555	344	54958258
brpb-658589	NC_063446.1	92.913	127	9	0	46	172	5009527	5009401	6.57e-45	185	582	74222928
brpb-658589	NC_063436.1	91.603	131	10	1	46	175	3905126	3904996	3.06e-43	180	582	38724999
brpb-658597	NC_063448.1	95.833	624	22	3	1	621	1146989	1146367	0.0	1005	621	56537224
brpb-658601	NC_063436.1	98.741	397	4	1	1	396	14718253	14717857	0.0	704	396	38724999
brpb-658601	NC_063446.1	97.222	396	11	0	1	396	22668543	22668148	0.0	671	396	74222928
brpb-658604	NC_063444.1	96.610	295	8	1	1	293	50350293	50349999	4.61e-138	494	293	51431623
brpb-658604	NC_063434.1	95.932	295	10	1	1	293	30082056	30081762	9.98e-135	483	293	30963416
brpb-658614	NC_063438.1	97.983	595	8	4	67	661	5683562	5682972	0.0	1037	661	29228566
brpb-658614	NC_063436.1	96.703	91	3	0	67	157	8241852	8241942	7.61e-35	152	661	38724999
brpb-658617	NC_063445.1	96.032	126	5	0	291	416	26145144	26145019	2.93e-52	209	444	58167434
brpb-658617	NC_063445.1	97.590	83	2	0	1	83	26145224	26145142	3.01e-32	143	444	58167434
brpb-658617	NC_063435.1	92.857	56	3	1	232	287	2026346	2026400	2.39e-13	80.5	444	29581582
brpb-658634	NC_063438.1	97.831	461	8	2	1	459	764547	764087	0.0	806	474	29228566
brpb-658634	NC_063447.1	91.566	166	8	2	1	160	1082977	1082812	1.12e-56	224	474	62924550
brpb-658645	NC_063437.1	96.254	694	23	3	14	704	20028662	20027969	0.0	1138	705	22079791
brpb-658645	NC_063447.1	93.913	345	15	3	362	704	60282764	60282424	1.93e-145	520	705	62924550
brpb-658645	NC_063447.1	94.863	292	15	0	14	305	60283045	60282754	1.54e-126	457	705	62924550
brpb-658647	NC_063449.1	92.054	667	36	9	1	650	9723283	9723949	0.0	931	650	48209797
brpb-658647	NC_063439.1	95.761	401	10	3	4	401	989348	988952	0.0	640	650	28937740
brpb-658656	NC_063443.1	98.585	424	5	1	1	424	15818002	15818424	0.0	754	424	19559996
brpb-658656	NC_063452.1	92.974	427	27	3	1	424	58544247	58544673	2.33e-177	625	424	64956572
brpb-658660	NC_063442.1	92.719	467	28	5	3	466	4524236	4523773	0.0	688	592	45044935
brpb-658660	NC_063452.1	91.213	478	34	6	3	479	4978087	4977617	0.0	664	592	64956572
brpb-658662	NC_063439.1	98.851	348	4	0	1	348	11540501	11540154	5.24e-178	627	348	28937740
brpb-658662	NC_063446.1	93.714	350	20	1	1	348	53578759	53579108	1.52e-148	529	348	74222928
brpb-658666	NC_063452.1	91.857	307	16	7	1	302	1158958	1159260	8.21e-116	420	302	64956572
brpb-658666	NC_063442.1	91.857	307	16	7	1	302	1258006	1258308	8.21e-116	420	302	45044935
brpb-658673	NC_063440.1	97.665	514	12	0	1	514	15995210	15994697	0.0	902	514	28277616
brpb-658684	NC_063442.1	97.448	431	11	0	143	573	20386335	20386765	0.0	741	573	45044935
brpb-658684	NC_063442.1	99.206	126	0	1	1	125	20385821	20385946	3.81e-57	226	573	45044935
brpb-658684	NC_063452.1	92.361	432	31	2	143	573	32525503	32525933	1.49e-175	619	573	64956572
brpb-658694	NC_063441.1	97.181	603	13	1	1	603	2998130	2997532	0.0	1020	604	23154485
brpb-658694	NC_063451.1	96.352	603	22	0	1	603	4044868	4044266	0.0	996	604	49204614
brpb-658696	NC_063440.1	99.554	448	2	0	1	448	12046913	12046466	0.0	817	485	28277616
brpb-658696	NC_063450.1	95.872	436	15	2	14	448	24742470	24742037	0.0	702	485	54958258
brpb-658724	NC_063440.1	95.604	364	16	0	1	364	12046913	12046550	3.34e-170	601	364	28277616
brpb-658724	NC_063450.1	91.477	352	27	2	14	364	24742470	24742121	4.50e-139	497	364	54958258
brpb-658730	NC_063439.1	99.071	323	3	0	95	417	23642912	23642590	5.03e-164	580	417	28937740
brpb-658746	NC_063449.1	94.118	51	3	0	90	140	7216318	7216368	2.38e-13	78.7	141	48209797
brpb-658752	NC_063442.1	97.428	661	13	4	1	657	38208667	38209327	0.0	1134	665	45044935
brpb-658752	NC_063451.1	90.074	403	22	8	40	427	41815336	41815735	1.42e-141	507	665	49204614
brpb-658752	NC_063451.1	92.818	181	11	2	478	657	41815917	41816096	5.63e-71	272	665	49204614
brpb-658760	NC_063434.1	97.955	538	8	3	2	538	22421317	22420782	0.0	931	552	30963416
brpb-658760	NC_063434.1	95.302	298	11	2	244	538	22413627	22413330	4.26e-131	472	552	30963416
