map_name	chr	prev_pos	prev_cM	prev_marker_id	prev_marker_type	prev_source_mode	curr_pos	curr_cM	curr_marker_id	curr_marker_type	curr_source_mode	delta_pos	delta_cM
strict_direct_solcap	4	55814875	53.409	solcap_snp_c1_10454	SNP		55864113	53.406	solcap_snp_c1_10441	SNP		49238	-0.0030000000000001137
strict_direct_solcap	4	60379241	64.567	solcap_snp_c1_9742	SNP		61042106	62.407	solcap_snp_c1_11669	SNP		662865	-2.1599999999999966
strict_direct_solcap	4	65513708	84.498	solcap_snp_c1_3168	SNP		65797678	82.372	solcap_snp_c1_13085	SNP		283970	-2.1260000000000048
strict_direct_solcap	4	66783619	88.566	solcap_snp_c1_4111	SNP		66814329	87.999	solcap_snp_c1_4179	SNP		30710	-0.5670000000000073
strict_direct_solcap	4	66981576	88.867	solcap_snp_c1_10207	SNP		67037168	88.718	solcap_snp_c1_10218	SNP		55592	-0.1490000000000009
strict_direct_solcap	4	67527578	91.264	solcap_snp_c1_13350	SNP		67538822	90.601	solcap_snp_c1_10710	SNP		11244	-0.6629999999999967
strict_direct_solcap	5	8024295	30.434	solcap_snp_c1_11256	SNP		8385142	29.911	solcap_snp_c1_11075	SNP		360847	-0.5229999999999997
strict_direct_solcap	5	51470172	56.967	solcap_snp_c1_3413	SNP		52206315	55.528	solcap_snp_c1_12486	SNP		736143	-1.439
strict_direct_solcap	6	2349513	5.93	solcap_snp_c1_15546	SNP		2429309	3.779	solcap_snp_c1_13631	SNP		79796	-2.151
strict_direct_solcap	6	31603941	14.191	solcap_snp_c1_3692	SNP		32505188	13.254	solcap_snp_c1_9854	SNP		901247	-0.9370000000000012
strict_direct_solcap	6	54680829	62.481	solcap_snp_c1_7681	SNP		54781274	62.205	solcap_snp_c1_7690	SNP		100445	-0.27600000000000335
strict_direct_solcap	6	56749446	65.401	solcap_snp_c1_14920	SNP		56910485	65.312	solcap_snp_c1_14796	SNP		161039	-0.08899999999999864
strict_direct_solcap	6	56970498	65.335	solcap_snp_c1_12101	SNP		57097701	65.327	solcap_snp_c1_12088	SNP		127203	-0.007999999999995566
strict_direct_solcap	7	687291	2.659	solcap_snp_c1_13671	SNP		707517	0.0	solcap_snp_c1_11523	SNP		20226	-2.659
strict_direct_solcap	7	3303107	9.087	solcap_snp_c1_10959	SNP		3407150	8.738	solcap_snp_c1_10985	SNP		104043	-0.3490000000000002
strict_direct_solcap	7	3407150	8.738	solcap_snp_c1_10985	SNP		3960282	8.714	solcap_snp_c1_13776	SNP		553132	-0.023999999999999133
strict_direct_solcap	7	36788141	17.964	solcap_snp_c1_2672	SNP		37737782	17.66	solcap_snp_c1_513	SNP		949641	-0.3039999999999985
strict_direct_solcap	7	37737782	17.66	solcap_snp_c1_513	SNP		38834428	17.656	solcap_snp_c1_480	SNP		1096646	-0.004000000000001336
strict_direct_solcap	7	40931544	20.081	solcap_snp_c1_1547	SNP		41802263	20.061	solcap_snp_c1_15703	SNP		870719	-0.019999999999999574
strict_direct_solcap	7	43596257	26.686	solcap_snp_c1_7505	SNP		44340304	26.06	solcap_snp_c1_7378	SNP		744047	-0.6260000000000012
strict_direct_solcap	8	38300248	25.921	solcap_snp_c1_9821	SNP		38961474	25.817	solcap_snp_c1_11720	SNP		661226	-0.1039999999999992
strict_direct_solcap	8	57690192	64.687	solcap_snp_c1_5605	SNP		57771519	64.377	solcap_snp_c1_5612	SNP		81327	-0.3100000000000023
strict_direct_solcap	9	34137871	39.625	solcap_snp_c1_2319	SNP		46801848	39.514	solcap_snp_c1_8209	SNP		12663977	-0.1109999999999971
strict_direct_solcap	9	55353103	56.142	solcap_snp_c1_13519	SNP		56104281	50.736	solcap_snp_c1_16459	SNP		751178	-5.406000000000006
strict_direct_solcap	9	58413779	61.264	solcap_snp_c1_1401	SNP		58912293	60.697	solcap_snp_c1_12054	SNP		498514	-0.5670000000000002
strict_direct_solcap	9	61110298	66.79	solcap_snp_c1_6949	SNP		61762534	66.664	solcap_snp_c1_8939	SNP		652236	-0.12600000000000477
strict_direct_solcap	9	66777078	87.866	solcap_snp_c1_10580	SNP		66778416	86.542	solcap_snp_c1_10582	SNP		1338	-1.323999999999998
strict_direct_solcap	10	1826253	9.56	solcap_snp_c1_272	SNP		2346214	8.962	solcap_snp_c1_289	SNP		519961	-0.5980000000000008
strict_direct_solcap	10	6642729	22.556	solcap_snp_c1_14047	SNP		29688859	20.137	solcap_snp_c1_1	SNP		23046130	-2.4190000000000005
strict_direct_solcap	10	35603439	25.672	solcap_snp_c1_3057	SNP		36968160	23.048	solcap_snp_c1_3055	SNP		1364721	-2.6240000000000023
strict_direct_solcap	10	44301243	26.728	solcap_snp_c1_11408	SNP		45867762	26.604	solcap_snp_c1_14465	SNP		1566519	-0.12400000000000233
strict_direct_solcap	10	57342715	57.701	solcap_snp_c1_9069	SNP		57502157	57.235	solcap_snp_c1_12656	SNP		159442	-0.4660000000000011
strict_direct_solcap	11	675706	7.188	solcap_snp_c1_4358	SNP		2579325	0.759	solcap_snp_c1_11111	SNP		1903619	-6.428999999999999
strict_direct_solcap	11	3575362	12.567	solcap_snp_c1_2132	SNP		3695457	4.712	solcap_snp_c1_2311	SNP		120095	-7.855
strict_direct_solcap	11	4000873	15.715	solcap_snp_c1_2254	SNP		4242408	5.452	solcap_snp_c1_2221	SNP		241535	-10.263
strict_direct_solcap	11	5321940	17.585	solcap_snp_c1_16309	SNP		6166561	8.301	solcap_snp_c1_6633	SNP		844621	-9.284
strict_direct_solcap	11	16224599	37.27	solcap_snp_c1_872	SNP		37615241	36.859	solcap_snp_c1_4359	SNP		21390642	-0.41100000000000136
strict_direct_solcap	11	40806074	48.053	solcap_snp_c1_1300	SNP		42186332	47.372	solcap_snp_c1_6959	SNP		1380258	-0.6809999999999974
strict_direct_solcap	11	42273649	50.616	solcap_snp_c1_6967	SNP		42408537	47.907	solcap_snp_c1_6971	SNP		134888	-2.709000000000003
strict_direct_solcap	11	43727992	53.878	solcap_snp_c1_4911	SNP		43731390	53.049	solcap_snp_c1_4908	SNP		3398	-0.8290000000000006
strict_direct_solcap	12	261416	69.698	solcap_snp_c1_16130	SNP		568082	69.512	solcap_snp_c1_1958	SNP		306666	-0.18599999999999284
strict_direct_solcap	12	568082	69.512	solcap_snp_c1_1958	SNP		1781003	66.841	solcap_snp_c1_1948	SNP		1212921	-2.6710000000000065
strict_direct_solcap	12	1781003	66.841	solcap_snp_c1_1948	SNP		3430218	60.796	solcap_snp_c1_2775	SNP		1649215	-6.044999999999995
strict_direct_solcap	12	3663191	60.994	solcap_snp_c1_2733	SNP		4098875	50.571	solcap_snp_c1_2713	SNP		435684	-10.423000000000002
strict_direct_solcap	12	4098875	50.571	solcap_snp_c1_2713	SNP		6017006	40.012	solcap_snp_c1_9741	SNP		1918131	-10.558999999999997
strict_direct_solcap	12	7297924	44.555	solcap_snp_c1_7491	SNP		49357724	27.502	solcap_snp_c1_8495	SNP		42059800	-17.053
liftover_extended_cigar	1	2818203	10.169	PM0117	repeat_region		2967161	8.698	solcap_stsnp_c1_6704	SNP		148958	-1.471
liftover_extended_cigar	1	3694828	15.768	solcap_stsnp_c1_6110	SNP		4644404	15.567	solcap_stsnp_c1_15142	SNP		949576	-0.2010000000000005
liftover_extended_cigar	1	4644404	15.567	solcap_stsnp_c1_15142	SNP		5019507	13.291	pPt-470842	DArT_marker		375103	-2.276
liftover_extended_cigar	1	14815802	23.548	toPt-440099	DArT_marker		19690776	0.0	PM1119	repeat_region		4874974	-23.548
liftover_extended_cigar	1	28146217	24.847	pPt-653070	DArT_marker		30619387	24.797	PM0531	repeat_region		2473170	-0.05000000000000071
liftover_extended_cigar	1	30900854	25.789	pPt-533936	DArT_marker		34774889	23.267	solcap_stsnp_c1_15714	SNP		3874035	-2.522000000000002
liftover_extended_cigar	1	58507121	31.025	pPt-657377	DArT_marker		60207942	27.828	solcap_stsnp_c1_806	SNP		1700821	-3.196999999999999
liftover_extended_cigar	1	60207942	27.828	solcap_stsnp_c1_806	SNP		60877545	23.926	pPt-538302	DArT_marker		669603	-3.902000000000001
liftover_extended_cigar	1	60877545	23.926	pPt-654213	DArT_marker		60877687	23.783	pPt-655709	DArT_marker		142	-0.14299999999999713
liftover_extended_cigar	1	65028487	38.564	pPt-656762	DArT_marker		65182850	36.587	pPt-653459	DArT_marker		154363	-1.9769999999999968
liftover_extended_cigar	1	65182850	36.587	pPt-653459	DArT_marker		65627217	34.892	solcap_stsnp_c1_13685	SNP		444367	-1.6950000000000003
liftover_extended_cigar	1	65854890	38.926	solcap_stsnp_c1_14297	SNP		66053547	28.479	toPt-441265	DArT_marker		198657	-10.447000000000003
liftover_extended_cigar	1	66053547	28.479	toPt-441265	DArT_marker		66053672	28.291	pPt-651042	DArT_marker		125	-0.18799999999999883
liftover_extended_cigar	1	66615373	42.286	pPt-651270	DArT_marker		66757200	42.021	solcap_stsnp_c1_4402	SNP		141827	-0.26500000000000057
liftover_extended_cigar	1	66757200	42.021	solcap_stsnp_c1_4402	SNP		66897180	37.928	MICRO.8112.C1_325	match		139980	-4.0930000000000035
liftover_extended_cigar	1	67001953	42.933	pPt-472755	DArT_marker		67271838	41.733	solcap_stsnp_c1_4710	SNP		269885	-1.2000000000000028
liftover_extended_cigar	1	67276340	43.333	pPt-652517	DArT_marker		67305393	43.294	pPt-654672	DArT_marker		29053	-0.03900000000000148
liftover_extended_cigar	1	67305393	43.294	pPt-654672	DArT_marker		67733812	38.902	solcap_stsnp_c1_4754	SNP		428419	-4.391999999999996
liftover_extended_cigar	1	67821222	40.069	pPt-539066	DArT_marker		67821419	40.067	pPt-459313	DArT_marker		197	-0.0020000000000024443
liftover_extended_cigar	1	72006329	50.278	pPt-534179	DArT_marker		72006529	50.123	toPt-440576	DArT_marker		200	-0.15500000000000114
liftover_extended_cigar	1	73928936	59.934	solcap_stsnp_c1_6269	SNP		74448862	56.522	solcap_stsnp_c1_6295	SNP		519926	-3.411999999999999
liftover_extended_cigar	1	74794275	62.3	solcap_stsnp_c1_14093	SNP		74921059	57.545	solcap_stsnp_c1_15573	SNP		126784	-4.7549999999999955
liftover_extended_cigar	1	75196506	61.635	solcap_stsnp_c1_4604	SNP		75266586	61.148	solcap_stsnp_c1_4607	SNP		70080	-0.48699999999999477
liftover_extended_cigar	1	75266586	61.148	solcap_stsnp_c1_4607	SNP		75565740	60.081	pPt-650108	DArT_marker		299154	-1.0670000000000002
liftover_extended_cigar	1	77039028	63.763	solcap_stsnp_c1_15429	SNP		77072312	63.434	MICRO.10124.C1_261	match		33284	-0.3290000000000006
liftover_extended_cigar	1	79768729	75.842	pPt-654743	DArT_marker		79880009	75.174	solcap_stsnp_c1_2501	SNP		111280	-0.6679999999999922
liftover_extended_cigar	1	79946769	76.723	pPt-538971	DArT_marker		80095734	76.519	solcap_stsnp_c1_2517	SNP		148965	-0.20399999999999352
liftover_extended_cigar	1	81813679	81.493	pPt-653453	DArT_marker		82100630	78.463	solcap_stsnp_c1_3281	SNP		286951	-3.030000000000001
liftover_extended_cigar	1	83987313	82.021	solcap_stsnp_c1_1731	SNP		84095795	82.017	solcap_stsnp_c1_1748	SNP		108482	-0.0040000000000048885
liftover_extended_cigar	1	84651365	82.355	pPt-534579	DArT_marker		84755311	81.766	pPt-456654	DArT_marker		103946	-0.5889999999999986
liftover_extended_cigar	1	85233404	85.393	STI0009	repeat_region		85589930	83.267	solcap_stsnp_c1_23	SNP		356526	-2.1260000000000048
liftover_extended_cigar	1	85968224	83.922	pPt-457687	DArT_marker		86427944	83.724	pPt-533874	DArT_marker		459720	-0.1979999999999933
liftover_extended_cigar	1	86427944	85.105	pPt-473287	DArT_marker		86449536	83.709	solcap_stsnp_c1_14689	SNP		21592	-1.3960000000000008
liftover_extended_cigar	1	87140214	89.665	pPt-651049	DArT_marker		87140660	89.438	pPt-552373	DArT_marker		446	-0.22700000000000387
liftover_extended_cigar	1	87140660	90.022	pPt-534481	DArT_marker		87140661	89.553	pPt-537128	DArT_marker		1	-0.4690000000000083
liftover_extended_cigar	1	87140661	92.181	pPt-537048	DArT_marker		87140672	89.515	pPt-471907	DArT_marker		11	-2.665999999999997
liftover_extended_cigar	1	87140672	92.982	pPt-650685	DArT_marker		87459417	88.624	pPt-654259	DArT_marker		318745	-4.358000000000004
liftover_extended_cigar	1	87459417	88.624	pPt-654259	DArT_marker		87509482	87.967	pPt-457982	DArT_marker		50065	-0.6569999999999965
liftover_extended_cigar	1	87509482	90.603	pPt-458685	DArT_marker		87946251	86.917	pPt-655410	DArT_marker		436769	-3.685999999999993
liftover_extended_cigar	1	88088812	86.948	pPt-474103	DArT_marker		88093670	86.923	pPt-533911	DArT_marker		4858	-0.024999999999991473
liftover_extended_cigar	1	88093670	86.923	pPt-533911	DArT_marker		88280205	86.481	pPt-654697	DArT_marker		186535	-0.4420000000000073
liftover_extended_cigar	2	4202319	14.378	PM1368	repeat_region		4694333	11.734	PM1293	repeat_region		492014	-2.644
liftover_extended_cigar	2	10911355	13.575	pPt-558945	DArT_marker		10911356	13.54	toPt-441360	DArT_marker		1	-0.03500000000000014
liftover_extended_cigar	2	10911358	13.54	pPt-538192	DArT_marker		10911360	12.988	toPt-439285	DArT_marker		2	-0.5519999999999996
liftover_extended_cigar	2	10911360	13.843	toPt-440363	DArT_marker		13256806	13.29	pPt-456775	DArT_marker		2345446	-0.5530000000000008
liftover_extended_cigar	2	13914404	15.263	pPt-536293	DArT_marker		14121419	13.665	pPt-650691	DArT_marker		207015	-1.5980000000000008
liftover_extended_cigar	2	14671637	14.663	toPt-439915	DArT_marker		14671640	14.625	pPt-458624	DArT_marker		3	-0.038000000000000256
liftover_extended_cigar	2	14671640	14.633	pPt-458041	DArT_marker		15571371	6.462	pPt-540344	DArT_marker		899731	-8.171
liftover_extended_cigar	2	18485069	17.27	solcap_stsnp_c1_9122	SNP		19406545	8.218	MICRO.7351.C1_583	match		921476	-9.052
liftover_extended_cigar	2	19921687	19.714	pPt-654515	DArT_marker		19934163	9.818	pPt-456492	DArT_marker		12476	-9.895999999999999
liftover_extended_cigar	2	21787827	20.226	pPt-652662	DArT_marker		21787829	20.205	pPt-472525	DArT_marker		2	-0.021000000000000796
liftover_extended_cigar	2	21787829	20.782	toPt-763794	DArT_marker		21788784	20.452	solcap_stsnp_c1_9725	SNP		955	-0.3299999999999983
liftover_extended_cigar	2	21788784	20.452	solcap_stsnp_c1_9725	SNP		21808866	20.269	solcap_stsnp_c1_9732	SNP		20082	-0.18300000000000338
liftover_extended_cigar	2	21808866	20.269	solcap_stsnp_c1_9732	SNP		21965487	18.876	solcap_stsnp_c1_16347	SNP		156621	-1.3929999999999971
liftover_extended_cigar	2	23885399	22.668	solcap_stsnp_c1_15404	SNP		25017414	22.273	solcap_stsnp_c1_11486	SNP		1132015	-0.3949999999999996
liftover_extended_cigar	2	25999493	26.967	solcap_stsnp_c1_13468	SNP		26349683	26.33	pPt-534957	DArT_marker		350190	-0.6370000000000005
liftover_extended_cigar	2	27276114	27.361	pPt-657436	DArT_marker		27276127	27.36	toPt-439196	DArT_marker		13	-0.0010000000000012221
liftover_extended_cigar	2	27345592	29.172	pPt-657053	DArT_marker		27451374	28.327	PM1332	repeat_region		105782	-0.8449999999999989
liftover_extended_cigar	2	27527543	29.406	solcap_stsnp_c1_5078	SNP		27569702	27.835	pPt-536176	DArT_marker		42159	-1.570999999999998
liftover_extended_cigar	2	27620643	28.867	solcap_stsnp_c1_16340	SNP		27646352	27.157	solcap_stsnp_c1_16341	SNP		25709	-1.7100000000000009
liftover_extended_cigar	2	28460955	30.435	solcap_stsnp_c1_13929	SNP		28477644	29.713	pPt-653009	DArT_marker		16689	-0.7219999999999978
liftover_extended_cigar	2	28924425	33.115	pPt-653576	DArT_marker		28925922	31.488	pPt-537833	DArT_marker		1497	-1.6270000000000024
liftover_extended_cigar	2	29489666	33.796	pPt-472441	DArT_marker		29568246	32.097	pPt-650762	DArT_marker		78580	-1.698999999999998
liftover_extended_cigar	2	29568246	36.173	pPt-651609	DArT_marker		29643643	34.422	pPt-473662	DArT_marker		75397	-1.7510000000000048
liftover_extended_cigar	2	29643643	34.422	pPt-473662	DArT_marker		29734369	32.524	pPt-652571	DArT_marker		90726	-1.8979999999999961
liftover_extended_cigar	2	29779831	36.843	pPt-655073	DArT_marker		30080945	35.092	solcap_stsnp_c1_13234	SNP		301114	-1.7510000000000048
liftover_extended_cigar	2	30080945	35.092	solcap_stsnp_c1_13234	SNP		30096020	34.375	pPt-652302	DArT_marker		15075	-0.7169999999999987
liftover_extended_cigar	2	30220615	36.467	pPt-473017	DArT_marker		30264125	34.856	STI0036	repeat_region		43510	-1.610999999999997
liftover_extended_cigar	2	30450017	35.561	solcap_stsnp_c1_11588	SNP		30473947	34.232	pPt-535744	DArT_marker		23930	-1.3290000000000006
liftover_extended_cigar	2	30473947	35.283	pPt-535985	DArT_marker		30564337	34.658	pPt-458651	DArT_marker		90390	-0.625
liftover_extended_cigar	2	30564337	34.679	pPt-471714	DArT_marker		30564343	34.658	pPt-534861	DArT_marker		6	-0.021000000000000796
liftover_extended_cigar	2	34661319	49.569	solcap_stsnp_c1_5850	SNP		35334126	47.129	solcap_stsnp_c1_12377	SNP		672807	-2.440000000000005
liftover_extended_cigar	2	35334126	47.129	solcap_stsnp_c1_12377	SNP		35468438	46.584	solcap_stsnp_c1_16172	SNP		134312	-0.5449999999999946
liftover_extended_cigar	2	37223835	52.624	STM5114	repeat_region		37554578	49.869	pPt-654889	DArT_marker		330743	-2.7550000000000026
liftover_extended_cigar	2	38533031	56.587	pPt-538916	DArT_marker		38576610	56.372	MICRO.7848.C1_786	match		43579	-0.2150000000000034
liftover_extended_cigar	2	38857937	60.474	pPt-534555	DArT_marker		39157665	59.058	solcap_stsnp_c1_7931	SNP		299728	-1.4159999999999968
liftover_extended_cigar	2	40296554	63.435	solcap_stsnp_c1_7346	SNP		40424964	63.429	st_11672	repeat_region		128410	-0.006000000000000227
liftover_extended_cigar	2	40424964	63.429	st_11672	repeat_region		40466543	20.212	pPt-537723	DArT_marker		41579	-43.217
liftover_extended_cigar	2	40707520	67.5	toPt-437942	DArT_marker		40707550	67.493	pPt-471945	DArT_marker		30	-0.007000000000005002
liftover_extended_cigar	2	40707550	67.497	pPt-652964	DArT_marker		41240921	64.916	solcap_stsnp_c1_8429	SNP		533371	-2.581000000000003
liftover_extended_cigar	2	41258971	64.931	pPt-654915	DArT_marker		41493084	64.924	pPt-653043	DArT_marker		234113	-0.006999999999990791
liftover_extended_cigar	2	41493084	64.924	pPt-653043	DArT_marker		41493216	64.911	toPt-437191	DArT_marker		132	-0.01300000000000523
liftover_extended_cigar	2	41493216	65.612	toPt-438776	DArT_marker		41493238	64.924	pPt-655780	DArT_marker		22	-0.6879999999999882
liftover_extended_cigar	2	41878492	66.529	solcap_stsnp_c1_8464	SNP		41893405	64.911	pPt-535437	DArT_marker		14913	-1.617999999999995
liftover_extended_cigar	2	41893545	64.927	pPt-653627	DArT_marker		41893640	64.922	pPt-459203	DArT_marker		95	-0.005000000000009663
liftover_extended_cigar	2	44550044	74.981	st_2696	repeat_region		44564163	69.531	pPt-657174	DArT_marker		14119	-5.449999999999989
liftover_extended_cigar	2	44564163	69.531	pPt-657174	DArT_marker		45008494	69.354	pPt-458738	DArT_marker		444331	-0.1770000000000067
liftover_extended_cigar	2	45028521	74.22	pPt-538521	DArT_marker		45046071	73.462	solcap_stsnp_c1_10633	SNP		17550	-0.7579999999999956
liftover_extended_cigar	2	45993314	76.036	pPt-655621	DArT_marker		45993317	75.948	pPt-651715	DArT_marker		3	-0.08800000000000807
liftover_extended_cigar	3	405443	19.33	capPt-706966	DArT_marker		405461	16.717	pPt-539952	DArT_marker		18	-2.6129999999999995
liftover_extended_cigar	3	405461	19.274	pPt-559430	DArT_marker		560044	15.536	PM1287	repeat_region		154583	-3.7380000000000013
liftover_extended_cigar	3	560044	15.536	PM1287	repeat_region		1181780	2.066	pPt-653222	DArT_marker		621736	-13.469999999999999
liftover_extended_cigar	3	2647267	5.423	solcap_stsnp_c1_14813	SNP		2851481	5.21	solcap_stsnp_c1_13889	SNP		204214	-0.21300000000000008
liftover_extended_cigar	3	44060272	40.788	solcap_stsnp_c1_6307	SNP		45443059	40.659	toPt-437726	DArT_marker		1382787	-0.12899999999999778
liftover_extended_cigar	3	45536119	40.742	toPt-437061	DArT_marker		45681640	40.739	pPt-473188	DArT_marker		145521	-0.0030000000000001137
liftover_extended_cigar	3	49544130	42.759	pPt-539261	DArT_marker		49974935	40.166	pPt-651011	DArT_marker		430805	-2.5930000000000035
liftover_extended_cigar	3	50132450	41.925	pPt-657192	DArT_marker		50132471	41.024	pPt-655189	DArT_marker		21	-0.9009999999999962
liftover_extended_cigar	3	52547092	50.278	pPt-471162	DArT_marker		52548334	49.929	solcap_stsnp_c1_4565	SNP		1242	-0.34899999999999665
liftover_extended_cigar	3	52594978	61.505	solcap_stsnp_c1_14158	SNP		52661197	60.637	MICRO.8012.C1_335	match		66219	-0.8680000000000021
liftover_extended_cigar	3	52713842	60.839	solcap_stsnp_c1_14161	SNP		52945574	60.345	MICRO.8582.C1_613	match		231732	-0.4939999999999998
liftover_extended_cigar	3	53054120	62.36	solcap_stsnp_c1_7093	SNP		53120835	62.141	st_6851	repeat_region		66715	-0.2190000000000012
liftover_extended_cigar	3	53120835	62.141	st_6851	repeat_region		54206466	58.868	pPt-656781	DArT_marker		1085631	-3.272999999999996
liftover_extended_cigar	3	54206466	58.868	pPt-656781	DArT_marker		54206470	58.794	pPt-655434	DArT_marker		4	-0.07400000000000517
liftover_extended_cigar	3	54206473	58.868	pPt-534739	DArT_marker		54206642	58.827	toPt-438413	DArT_marker		169	-0.04100000000000392
liftover_extended_cigar	3	55741820	75.418	PM0022	repeat_region		55788821	74.668	STM5115	repeat_region		47001	-0.75
liftover_extended_cigar	3	55788821	74.668	STM5115	repeat_region		56160724	69.526	pPt-651952	DArT_marker		371903	-5.14200000000001
liftover_extended_cigar	3	56160724	69.526	pPt-651952	DArT_marker		56239009	69.368	pPt-473898	DArT_marker		78285	-0.15800000000000125
liftover_extended_cigar	3	56239009	69.526	pPt-653762	DArT_marker		56427199	69.398	solcap_stsnp_c1_86	SNP		188190	-0.1280000000000001
liftover_extended_cigar	3	56912914	71.847	solcap_stsnp_c1_59	SNP		57127483	71.2	solcap_stsnp_c1_27	SNP		214569	-0.6469999999999914
liftover_extended_cigar	3	57226145	73.737	pPt-534133	DArT_marker		57226214	71.601	toPt-439697	DArT_marker		69	-2.1359999999999957
liftover_extended_cigar	3	57226214	73.093	toPt-439764	DArT_marker		57325451	70.154	pPt-657473	DArT_marker		99237	-2.939000000000007
liftover_extended_cigar	3	57325451	71.623	pPt-657007	DArT_marker		57325471	71.382	toPt-440042	DArT_marker		20	-0.24099999999999966
liftover_extended_cigar	3	57325471	71.598	toPt-437008	DArT_marker		57326019	71.514	solcap_stsnp_c1_155	SNP		548	-0.08400000000000318
liftover_extended_cigar	3	57326019	71.514	solcap_stsnp_c1_155	SNP		57408932	71.008	solcap_stsnp_c1_152	SNP		82913	-0.5060000000000002
liftover_extended_cigar	3	57691004	72.212	pPt-539409	DArT_marker		57780537	71.095	toPt-439349	DArT_marker		89533	-1.1170000000000044
liftover_extended_cigar	3	59115146	89.435	pPt-458799	DArT_marker		59115426	67.721	pPt-654031	DArT_marker		280	-21.714
liftover_extended_cigar	4	5758565	14.584	pPt-552669	DArT_marker		5985321	11.354	pPt-654865	DArT_marker		226756	-3.2300000000000004
