map_name	chr	pos	n_rows	n_unique_cM	cM_values	marker_ids	marker_types
liftover_extended_cigar	1	87140661	5	5	89.553,89.667,89.749,90.914,92.181	pPt-534826,pPt-537048,pPt-537128,pPt-538047,pPt-539661	DArT_marker
liftover_extended_cigar	1	87140672	2	2	89.515,92.982	pPt-471907,pPt-650685	DArT_marker
liftover_extended_cigar	1	87509482	12	6	87.967,88.624,88.639,88.752,88.787,90.603	pPt-456626,pPt-457198,pPt-457982,pPt-458685,pPt-473327,pPt-533689,pPt-534090,pPt-534300,pPt-536888,pPt-537292,pPt-537522,pPt-657049	DArT_marker
liftover_extended_cigar	1	88088812	14	6	86.917,86.923,86.926,86.931,86.938,86.948	pPt-456497,pPt-458015,pPt-458526,pPt-472846,pPt-473201,pPt-473364,pPt-473868,pPt-474062,pPt-474103,pPt-537725,pPt-653866,pPt-656073,toPt-437318,toPt-439369	DArT_marker
liftover_extended_cigar	2	10911355	5	2	13.54,13.575	pPt-471592,pPt-473577,pPt-558945,pPt-559360,pPt-652688	DArT_marker
liftover_extended_cigar	2	10911360	14	12	12.988,13.214,13.442,13.51,13.515,13.54,13.541,13.564,13.575,13.584,13.649,13.843	toPt-437033,toPt-437875,toPt-437877,toPt-438192,toPt-438443,toPt-438750,toPt-438771,toPt-439071,toPt-439285,toPt-439726,toPt-439990,toPt-440028,toPt-440363,toPt-440387	DArT_marker
liftover_extended_cigar	2	13914404	5	3	15.185,15.189,15.263	pPt-533877,pPt-536293,pPt-536865,pPt-538416,pPt-552534	DArT_marker
liftover_extended_cigar	2	14671637	6	3	14.595,14.633,14.663	pPt-539217,pPt-653858,toPt-436909,toPt-437491,toPt-437809,toPt-439915	DArT_marker
liftover_extended_cigar	2	14671640	2	2	14.625,14.633	pPt-458041,pPt-458624	DArT_marker
liftover_extended_cigar	2	16935460	7	4	14.581,14.633,14.641,14.65	pPt-457050,pPt-473486,pPt-533811,pPt-535813,pPt-537240,pPt-539333,pPt-655403	DArT_marker
liftover_extended_cigar	2	19921687	2	2	19.498,19.714	pPt-654285,pPt-654515	DArT_marker
liftover_extended_cigar	2	19934163	5	3	9.818,9.873,10.098	pPt-456492,pPt-457013,pPt-534726,pPt-535521,pPt-652512	DArT_marker
liftover_extended_cigar	2	21787829	8	8	20.205,20.222,20.235,20.24,20.305,20.313,20.57,20.782	pPt-472164,pPt-472525,toPt-438463,toPt-438472,toPt-439000,toPt-439754,toPt-763687,toPt-763794	DArT_marker
liftover_extended_cigar	2	26349683	8	3	26.33,26.342,26.389	pPt-456569,pPt-457024,pPt-471559,pPt-534957,pPt-535729,pPt-536743,pPt-537022,pPt-552093	DArT_marker
liftover_extended_cigar	2	27569702	6	4	27.835,27.896,27.923,27.956	pPt-536176,pPt-539421,pPt-539540,pPt-559060,pPt-656854,toPt-437905	DArT_marker
liftover_extended_cigar	2	28041279	2	2	29.172,29.178	pPt-656979,pPt-657208	DArT_marker
liftover_extended_cigar	2	28925922	2	2	31.488,31.558	pPt-537683,pPt-537833	DArT_marker
liftover_extended_cigar	2	29568246	2	2	32.097,36.173	pPt-650762,pPt-651609	DArT_marker
liftover_extended_cigar	2	30096020	5	3	34.375,34.422,34.433	pPt-471594,pPt-473200,pPt-650228,pPt-651413,pPt-652302	DArT_marker
liftover_extended_cigar	2	30220612	3	3	36.429,36.452,36.467	pPt-458525,pPt-472177,pPt-653297	DArT_marker
liftover_extended_cigar	2	30473947	8	5	34.232,34.427,34.445,34.456,35.283	pPt-457179,pPt-533986,pPt-535213,pPt-535618,pPt-535744,pPt-535940,pPt-535985,pPt-537775	DArT_marker
liftover_extended_cigar	2	30564337	6	2	34.658,34.679	pPt-458651,pPt-471714,pPt-535208,pPt-535464,pPt-539519,pPt-540339	DArT_marker
liftover_extended_cigar	2	31029025	2	2	40.582,40.981	pPt-539763,pPt-540267	DArT_marker
liftover_extended_cigar	2	38857937	4	4	60.141,60.447,60.469,60.474	pPt-472448,pPt-534555,pPt-653333,pPt-657004	DArT_marker
liftover_extended_cigar	2	40707520	3	2	67.494,67.5	toPt-436878,toPt-437942,toPt-438004	DArT_marker
liftover_extended_cigar	2	40707550	5	5	67.493,67.494,67.495,67.496,67.497	pPt-471945,pPt-473780,pPt-652964,pPt-654471,pPt-657574	DArT_marker
liftover_extended_cigar	2	41258971	2	2	64.924,64.931	pPt-458627,pPt-654915	DArT_marker
liftover_extended_cigar	2	41493216	5	2	64.911,65.612	toPt-437191,toPt-438776,toPt-439122,toPt-439399,toPt-763866	DArT_marker
liftover_extended_cigar	2	41893640	3	2	64.922,64.924	pPt-459203,pPt-536858,pPt-652500	DArT_marker
liftover_extended_cigar	2	45993317	3	2	75.948,76.016	pPt-471328,pPt-651715,pPt-652599	DArT_marker
liftover_extended_cigar	3	405461	11	8	16.717,18.938,19.187,19.25,19.259,19.263,19.264,19.274	pPt-473407,pPt-533896,pPt-534891,pPt-535297,pPt-536203,pPt-539707,pPt-539732,pPt-539952,pPt-552380,pPt-559366,pPt-559430	DArT_marker
liftover_extended_cigar	3	2021811	3	3	3.303,3.493,3.513	pPt-471060,pPt-472246,pPt-650777	DArT_marker
liftover_extended_cigar	3	4654255	15	6	9.846,9.934,9.936,9.937,9.939,9.947	pPt-458310,pPt-459107,pPt-471371,pPt-534941,pPt-537032,pPt-538184,pPt-538252,pPt-539298,pPt-540110,pPt-540341,pPt-651772,pPt-653290,pPt-657327,toPt-438408,toPt-438894	DArT_marker
liftover_extended_cigar	3	45443059	2	2	40.659,40.739	pPt-471637,toPt-437726	DArT_marker
liftover_extended_cigar	3	50132450	8	6	40.982,41.009,41.014,41.015,41.024,41.925	pPt-473680,pPt-534220,pPt-535689,pPt-537401,pPt-537894,pPt-655514,pPt-657192,toPt-437030	DArT_marker
liftover_extended_cigar	3	50277811	5	2	42.086,42.987	pPt-472721,pPt-535581,pPt-536347,pPt-536452,pPt-559412	DArT_marker
liftover_extended_cigar	3	52547092	2	2	50.086,50.278	pPt-471162,pPt-538396	DArT_marker
liftover_extended_cigar	3	54206470	18	4	58.794,58.818,58.861,58.868	pPt-456937,pPt-458742,pPt-458822,pPt-459091,pPt-534669,pPt-536239,pPt-536431,pPt-537344,pPt-537355,pPt-537746,pPt-540316,pPt-552745,pPt-559022,pPt-654669,pPt-655434,pPt-655586,pPt-655879,pPt-656568	DArT_marker
liftover_extended_cigar	3	56239009	3	2	69.368,69.526	pPt-473898,pPt-538681,pPt-653762	DArT_marker
liftover_extended_cigar	3	57226145	6	4	71.591,71.623,71.925,73.737	pPt-473975,pPt-533737,pPt-534133,pPt-535097,pPt-657322,toPt-439424	DArT_marker
liftover_extended_cigar	3	57226214	3	3	71.601,71.626,73.093	toPt-439572,toPt-439697,toPt-439764	DArT_marker
liftover_extended_cigar	3	57325451	4	3	70.154,71.573,71.623	pPt-473465,pPt-653616,pPt-657007,pPt-657473	DArT_marker
liftover_extended_cigar	3	57325471	3	3	71.382,71.45,71.598	toPt-437008,toPt-439604,toPt-440042	DArT_marker
liftover_extended_cigar	3	57691004	4	2	72.208,72.212	pPt-471961,pPt-539409,pPt-540117,pPt-651828	DArT_marker
liftover_extended_cigar	3	57780537	13	6	71.095,72.203,72.208,72.21,72.214,72.217	pPt-456510,pPt-458007,pPt-458254,pPt-471811,pPt-472007,pPt-651446,pPt-652423,pPt-654175,pPt-655476,pPt-656324,toPt-437382,toPt-439349,toPt-440447	DArT_marker
liftover_extended_cigar	3	59115426	5	2	67.721,67.722	pPt-458962,pPt-652385,pPt-653916,pPt-654031,pPt-654716	DArT_marker
liftover_extended_cigar	4	5758565	6	2	14.319,14.584	pPt-471876,pPt-535804,pPt-536148,pPt-552148,pPt-552669,toPt-440837	DArT_marker
liftover_extended_cigar	4	6088928	6	4	15.765,15.781,15.789,15.811	pPt-456699,pPt-473111,pPt-538780,toPt-437441,toPt-437452,toPt-437673	DArT_marker
liftover_extended_cigar	4	67140935	2	2	89.649,89.856	pPt-458171,pPt-458391	DArT_marker
liftover_extended_cigar	4	67495185	11	6	91.066,91.373,91.396,91.428,91.43,91.432	pPt-456750,pPt-457379,pPt-457973,pPt-458062,pPt-471670,pPt-537599,pPt-537600,pPt-538094,pPt-539574,pPt-540321,pPt-655705	DArT_marker
liftover_extended_cigar	4	67727483	2	2	92.321,92.379	pPt-457992,pPt-651198	DArT_marker
liftover_extended_cigar	4	68685699	3	2	98.99,99.402	pPt-538856,pPt-652745,toPt-438080	DArT_marker
liftover_extended_cigar	5	1270609	6	3	2.394,2.48,2.533	pPt-473439,pPt-654184,pPt-654447,pPt-654475,pPt-654593,pPt-657073	DArT_marker
liftover_extended_cigar	5	10378317	18	2	35.517,35.646	capPt-706777,pPt-472225,pPt-473808,pPt-534484,pPt-535365,pPt-535534,pPt-535801,pPt-536553,pPt-539538,pPt-539560,pPt-539614,pPt-540087,pPt-540107,pPt-540214,pPt-540369,pPt-552033,pPt-650995,pPt-657122	DArT_marker
liftover_extended_cigar	5	19193259	13	4	43.718,43.722,43.723,43.725	capPt-673080,pPt-458498,pPt-471393,pPt-534665,pPt-534855,pPt-536484,pPt-536975,pPt-552511,pPt-559477,pPt-652211,pPt-654394,pPt-654510,pPt-655937	DArT_marker
liftover_extended_cigar	5	46729168	5	4	44.896,44.911,45.056,45.168	pPt-538805,pPt-652574,pPt-653203,toPt-439005,toPt-439314	DArT_marker
liftover_extended_cigar	5	48957667	2	2	48.95,49.452	toPt-437086,toPt-763812	DArT_marker
liftover_extended_cigar	5	49352371	3	2	48.365,48.379	pPt-654254,pPt-656906,pPt-656912	DArT_marker
liftover_extended_cigar	5	54704901	5	3	63.759,63.78,64.138	pPt-459311,pPt-533813,pPt-535674,pPt-535984,pPt-654505	DArT_marker
liftover_extended_cigar	6	44446174	3	2	28.379,28.386	pPt-651347,pPt-653976,pPt-657258	DArT_marker
liftover_extended_cigar	6	46953988	8	3	34.72,34.739,34.746	pPt-471837,pPt-651120,pPt-651404,pPt-651721,pPt-654185,pPt-656001,pPt-657025,pPt-657043	DArT_marker
liftover_extended_cigar	6	47803974	2	2	35.302,35.378	pPt-539300,pPt-654814	DArT_marker
liftover_extended_cigar	6	49254652	2	2	41.191,41.565	pPt-536932,pPt-552581	DArT_marker
liftover_extended_cigar	6	51115427	5	3	49.89,49.898,49.918	pPt-458137,pPt-459221,pPt-473107,pPt-538089,pPt-540407	DArT_marker
liftover_extended_cigar	6	52789918	21	6	56.51,56.512,56.526,56.589,56.83,56.872	pPt-458846,pPt-459086,pPt-473709,pPt-538867,pPt-559453,pPt-651425,pPt-653729,pPt-653760,pPt-654150,pPt-654313,pPt-657084,toPt-437027,toPt-437684,toPt-438329,toPt-438646,toPt-439265,toPt-440708,toPt-763665,toPt-763680,toPt-763712,toPt-763749	DArT_marker
liftover_extended_cigar	6	52818160	7	3	56.512,56.52,57.181	pPt-457208,pPt-458203,pPt-473415,pPt-473433,pPt-537371,pPt-650815,pPt-656870	DArT_marker
liftover_extended_cigar	6	52818378	2	2	56.512,56.52	pPt-537183,pPt-537345	DArT_marker
liftover_extended_cigar	6	52936397	4	3	55.805,55.817,55.826	pPt-474058,pPt-539079,pPt-558943,pPt-655315	DArT_marker
liftover_extended_cigar	6	57940757	11	10	67.33,67.357,67.499,67.615,67.624,67.631,67.773,67.781,68.307,68.584	pPt-472810,pPt-534883,pPt-534969,pPt-536159,pPt-536324,pPt-651850,pPt-652880,pPt-653219,pPt-653243,pPt-654787,pPt-656983	DArT_marker
liftover_extended_cigar	7	42043713	2	2	21.168,21.54	pPt-471799,pPt-473141	DArT_marker
liftover_extended_cigar	7	42776916	3	3	23.593,23.599,23.637	pPt-471395,pPt-651645,pPt-655523	DArT_marker
liftover_extended_cigar	7	42816299	6	4	23.737,23.743,23.753,23.806	pPt-470983,pPt-471145,pPt-536523,pPt-536765,pPt-653377,pPt-654638	DArT_marker
liftover_extended_cigar	7	45551032	2	2	30.71,30.844	pPt-458072,pPt-536420	DArT_marker
liftover_extended_cigar	7	52065648	4	2	49.52,49.701	pPt-534974,pPt-536459,pPt-540134,pPt-559458	DArT_marker
liftover_extended_cigar	7	52065657	4	3	49.662,49.701,49.895	pPt-458491,pPt-535682,pPt-536453,pPt-538032	DArT_marker
liftover_extended_cigar	7	54633421	3	3	58.595,58.638,59.44	toPt-437358,toPt-437364,toPt-439886	DArT_marker
liftover_extended_cigar	7	54633569	2	2	58.595,58.601	pPt-472393,pPt-651978	DArT_marker
liftover_extended_cigar	7	54699766	4	4	57.539,57.547,57.548,57.55	pPt-537524,pPt-537778,pPt-537919,pPt-650152	DArT_marker
liftover_extended_cigar	7	55702706	2	2	62.147,62.16	pPt-654556,pPt-656739	DArT_marker
liftover_extended_cigar	7	55767754	2	2	62.093,62.173	pPt-459335,pPt-539276	DArT_marker
liftover_extended_cigar	7	56166710	6	3	63.43,63.434,63.438	pPt-456574,pPt-457779,pPt-457969,pPt-471686,pPt-471856,pPt-539050	DArT_marker
liftover_extended_cigar	7	56384329	3	3	62.711,62.719,62.737	pPt-533574,pPt-535925,pPt-537071	DArT_marker
liftover_extended_cigar	8	2404959	10	10	11.123,11.496,11.818,11.836,11.838,11.848,12.158,12.255,12.38,12.681	pPt-535256,pPt-535397,pPt-536330,pPt-536600,pPt-536985,pPt-650234,pPt-654072,pPt-654186,pPt-654861,toPt-439085	DArT_marker
liftover_extended_cigar	8	3532796	2	2	11.852,11.974	pPt-536257,pPt-650705	DArT_marker
liftover_extended_cigar	8	5692745	2	2	14.87,15.705	pPt-539822,pPt-552322	DArT_marker
liftover_extended_cigar	8	6621355	23	6	16.622,17.621,17.626,17.627,17.634,17.641	pPt-456608,pPt-458451,pPt-458577,pPt-459421,pPt-472630,pPt-533828,pPt-534254,pPt-534865,pPt-534921,pPt-535317,pPt-535761,pPt-535784,pPt-535983,pPt-536560,pPt-537369,pPt-537915,pPt-539400,pPt-539876,pPt-552674,pPt-651799,pPt-654979,pPt-657575,toPt-441100	DArT_marker
liftover_extended_cigar	8	6846218	2	2	16.242,16.254	pPt-535167,pPt-535564	DArT_marker
liftover_extended_cigar	8	7332182	8	4	17.603,17.617,17.638,17.641	pPt-473632,pPt-473897,pPt-533695,pPt-536516,pPt-552386,pPt-650744,pPt-651154,pPt-653216	DArT_marker
liftover_extended_cigar	8	40872315	17	4	29.939,29.947,29.958,29.962	pPt-456696,pPt-457647,pPt-471803,pPt-473966,pPt-533903,pPt-534611,pPt-534973,pPt-535207,pPt-536425,pPt-537375,pPt-552202,pPt-652007,pPt-652840,pPt-653294,pPt-653371,pPt-655322,pPt-655913	DArT_marker
liftover_extended_cigar	8	42826030	2	2	26.294,26.7	pPt-534622,pPt-536995	DArT_marker
liftover_extended_cigar	8	49097627	2	2	38.768,41.175	pPt-538788,pPt-540454	DArT_marker
liftover_extended_cigar	8	51291201	6	4	45.063,45.105,45.246,45.286	pPt-473161,pPt-536535,pPt-537377,pPt-651578,pPt-655631,pPt-655699	DArT_marker
liftover_extended_cigar	8	52479275	3	3	52.899,54.0,54.038	pPt-472125,pPt-552015,pPt-552419	DArT_marker
liftover_extended_cigar	8	53149549	10	3	55.981,55.99,56.128	pPt-456633,pPt-471609,pPt-472146,pPt-533914,pPt-534069,pPt-535408,pPt-650451,pPt-653213,pPt-654390,pPt-654681	DArT_marker
liftover_extended_cigar	8	53440159	11	2	55.985,55.99	pPt-459284,pPt-459500,pPt-534054,pPt-535433,pPt-539475,pPt-539923,pPt-653826,pPt-654553,pPt-654580,pPt-655076,pPt-656301	DArT_marker
liftover_extended_cigar	8	57178514	2	2	62.647,62.649	pPt-534465,pPt-654618	DArT_marker
liftover_extended_cigar	8	57947606	3	2	63.83,63.831	pPt-534657,pPt-535660,pPt-537356	DArT_marker
liftover_extended_cigar	8	57947687	9	5	63.741,63.83,63.839,63.869,63.946	pPt-456511,pPt-456583,pPt-458832,pPt-472371,pPt-472709,pPt-473215,pPt-650038,pPt-651102,pPt-651563	DArT_marker
liftover_extended_cigar	8	58072885	10	9	63.683,63.724,63.726,63.727,63.729,63.73,63.733,63.798,63.806	pPt-651985,pPt-653047,pPt-655827,toPt-436952,toPt-438550,toPt-439069,toPt-439386,toPt-440196,toPt-440354,toPt-440599	DArT_marker
liftover_extended_cigar	9	2345959	3	2	15.561,15.594	pPt-535215,pPt-535707,pPt-536424	DArT_marker
liftover_extended_cigar	9	18288931	4	2	39.474,39.586	pPt-472210,pPt-651294,pPt-656396,pPt-656821	DArT_marker
liftover_extended_cigar	9	56226267	3	2	51.182,51.631	pPt-656192,pPt-656602,toPt-437343	DArT_marker
liftover_extended_cigar	9	59431650	6	2	62.801,62.809	pPt-534078,pPt-534451,pPt-535128,pPt-654366,pPt-656578,pPt-657090	DArT_marker
liftover_extended_cigar	9	59431742	6	4	62.727,62.803,62.809,63.059	pPt-474105,pPt-533701,pPt-534581,pPt-535743,pPt-539594,pPt-539858	DArT_marker
liftover_extended_cigar	9	59431745	3	3	62.801,62.807,62.809	toPt-438452,toPt-438737,toPt-763864	DArT_marker
liftover_extended_cigar	9	59826894	7	4	60.865,60.913,60.936,61.019	pPt-458756,pPt-536647,pPt-654554,pPt-655102,toPt-437854,toPt-438090,toPt-438410	DArT_marker
liftover_extended_cigar	9	59920002	2	2	60.46,60.462	pPt-652951,pPt-656850	DArT_marker
liftover_extended_cigar	9	62320987	2	2	70.016,70.466	pPt-536054,pPt-657501	DArT_marker
liftover_extended_cigar	9	63001833	8	7	72.703,72.719,72.731,72.756,72.778,72.953,72.979	pPt-457241,pPt-471444,pPt-473671,pPt-535101,pPt-539765,pPt-652619,pPt-654358,toPt-441351	DArT_marker
liftover_extended_cigar	9	63339316	5	3	73.514,73.536,73.552	pPt-534159,pPt-537322,pPt-540196,toPt-436891,toPt-437259	DArT_marker
liftover_extended_cigar	9	63987896	21	12	74.856,74.869,74.871,74.88,74.896,74.897,74.928,74.929,74.991,75.034,75.051,75.329	pPt-456463,pPt-457188,pPt-458523,pPt-472784,pPt-473222,pPt-473247,pPt-535113,pPt-537439,pPt-537616,pPt-537678,pPt-538103,pPt-538230,pPt-540222,pPt-552198,pPt-559506,pPt-653366,pPt-653776,pPt-654882,pPt-656559,pPt-656657,pPt-656930	DArT_marker
liftover_extended_cigar	9	65556720	3	2	80.75,80.766	pPt-458402,pPt-473452,pPt-654857	DArT_marker
liftover_extended_cigar	9	65658883	5	3	80.749,80.757,80.766	pPt-458601,pPt-533882,pPt-535814,pPt-536015,pPt-540287	DArT_marker
liftover_extended_cigar	10	294026	5	2	3.01,3.537	pPt-539370,pPt-650911,pPt-652185,pPt-652699,pPt-654733	DArT_marker
liftover_extended_cigar	10	2034837	16	4	7.569,7.6,7.609,7.657	pPt-456962,pPt-533816,pPt-534244,pPt-535657,pPt-537357,pPt-537963,pPt-539398,pPt-539897,pPt-540171,pPt-552086,pPt-552624,pPt-552651,pPt-559414,pPt-653123,pPt-653829,pPt-655039	DArT_marker
liftover_extended_cigar	10	3132180	6	3	12.432,12.489,12.624	pPt-472889,pPt-533808,pPt-652078,pPt-652758,pPt-652869,toPt-439062	DArT_marker
liftover_extended_cigar	10	4106371	2	2	14.581,14.608	pPt-473652,pPt-657368	DArT_marker
liftover_extended_cigar	10	17962311	3	3	41.049,41.371,42.04	pPt-473473,pPt-652912,pPt-653258	DArT_marker
liftover_extended_cigar	10	47804246	4	3	36.083,36.091,36.402	pPt-536843,pPt-552174,pPt-552476,pPt-654661	DArT_marker
liftover_extended_cigar	10	52898643	19	11	45.911,46.312,46.353,46.379,46.383,46.385,46.387,46.388,46.445,46.693,46.724	pPt-458198,pPt-458453,pPt-458465,pPt-458714,pPt-459023,pPt-472481,pPt-535439,pPt-539190,pPt-650881,pPt-650893,pPt-654512,pPt-654751,toPt-437020,toPt-437558,toPt-438485,toPt-439251,toPt-439355,toPt-440308,toPt-440369	DArT_marker
liftover_extended_cigar	10	52898816	2	2	46.295,46.313	capPt-672993,capPt-673116	DArT_marker
liftover_extended_cigar	10	55214381	4	2	49.755,49.979	pPt-457825,pPt-458475,pPt-539947,pPt-654281	DArT_marker
liftover_extended_cigar	11	2830372	5	5	1.658,2.226,2.233,2.244,2.25	pPt-534298,pPt-534589,pPt-536045,pPt-536761,pPt-538065	DArT_marker
liftover_extended_cigar	11	10088223	3	3	22.701,23.569,23.708	pPt-650846,toPt-437157,toPt-437706	DArT_marker
liftover_extended_cigar	11	14527226	2	2	30.858,32.073	pPt-650733,toPt-441400	DArT_marker
liftover_extended_cigar	11	36524120	3	3	36.791,36.932,36.999	pPt-473209,toPt-437465,toPt-440455	DArT_marker
liftover_extended_cigar	11	36955055	2	2	36.63,38.047	pPt-457986,pPt-651955	DArT_marker
liftover_extended_cigar	11	41045136	5	4	45.74,45.742,45.749,49.375	pPt-457758,pPt-457993,pPt-458167,pPt-656330,toPt-437675	DArT_marker
liftover_extended_cigar	11	41200951	8	3	46.192,46.212,46.238	pPt-456627,pPt-472600,pPt-473142,pPt-654041,pPt-654319,pPt-655607,toPt-437421,toPt-437761	DArT_marker
liftover_extended_cigar	11	44479312	4	3	55.172,55.184,55.203	pPt-652740,pPt-654406,pPt-656960,pPt-657161	DArT_marker
liftover_extended_cigar	12	1055654	8	3	63.238,63.669,63.702	pPt-473991,pPt-535270,pPt-536127,pPt-536187,pPt-537186,pPt-537503,pPt-552501,pPt-650534	DArT_marker
liftover_extended_cigar	12	3217727	3	2	61.988,61.99	pPt-651467,pPt-651742,pPt-654605	DArT_marker
liftover_extended_cigar	12	11124977	2	2	33.392,33.393	pPt-459526,pPt-552249	DArT_marker
liftover_extended_cigar	12	11125054	3	3	33.393,33.693,34.702	pPt-456687,pPt-459333,pPt-655800	DArT_marker
liftover_extended_cigar	12	51331911	15	5	28.228,28.234,28.245,28.299,28.436	pPt-473728,pPt-536168,pPt-537662,pPt-537885,pPt-651901,pPt-653200,pPt-654468,pPt-654613,pPt-655080,pPt-655812,pPt-656069,pPt-656291,toPt-437297,toPt-437587,toPt-438810	DArT_marker
liftover_extended_cigar	12	53805487	3	3	18.494,18.554,18.573	pPt-471963,pPt-654400,pPt-656136	DArT_marker
liftover_extended_cigar	12	58521659	6	3	6.075,6.175,6.428	pPt-456682,pPt-458347,pPt-539794,pPt-656633,toPt-440828,toPt-440945	DArT_marker
liftover_extended_cigar	12	59294379	3	2	4.693,4.706	toPt-438507,toPt-438817,toPt-438939	DArT_marker
liftover_extended_cigar	12	59294388	2	2	4.693,4.736	toPt-441263,toPt-441368	DArT_marker
hybrid_high_confidence	1	5019507	3	3	13.291,15.05,15.074	pPt-457620,pPt-470842,pPt-471169	DArT_marker
hybrid_high_confidence	1	60877687	5	4	23.783,23.881,23.886,23.926	pPt-471086,pPt-651539,pPt-652383,pPt-652802,pPt-655709	DArT_marker
hybrid_high_confidence	1	65028487	2	2	38.541,38.564	pPt-537757,pPt-656762	DArT_marker
hybrid_high_confidence	1	65771363	2	2	38.325,38.512	pPt-538792,pPt-559008	DArT_marker
hybrid_high_confidence	1	66053672	9	5	28.291,28.454,28.479,28.626,28.686	pPt-457542,pPt-458288,pPt-470698,pPt-474025,pPt-538504,pPt-651042,pPt-651939,pPt-652287,pPt-653798	DArT_marker
hybrid_high_confidence	1	67821222	6	2	40.067,40.069	pPt-457118,pPt-472804,pPt-472805,pPt-534011,pPt-535700,pPt-539066	DArT_marker
hybrid_high_confidence	1	67821419	3	2	40.067,40.069	pPt-459313,pPt-534108,pPt-535430	DArT_marker
hybrid_high_confidence	1	72006329	7	3	50.077,50.123,50.278	pPt-533578,pPt-534179,pPt-536820,pPt-537290,pPt-656118,pPt-656245,toPt-437056	DArT_marker
hybrid_high_confidence	1	73882634	3	3	55.774,56.708,58.339	pPt-457889,pPt-458782,pPt-655473	DArT_marker
hybrid_high_confidence	1	76781756	2	2	62.553,62.562	pPt-472129,pPt-650006	DArT_marker
hybrid_high_confidence	1	79520001	2	2	72.646,72.892	pPt-471438,pPt-472090	DArT_marker
hybrid_high_confidence	1	79768729	2	2	75.718,75.842	pPt-654710,pPt-654743	DArT_marker
hybrid_high_confidence	1	79911289	6	3	75.631,75.639,75.718	pPt-473160,pPt-533740,pPt-653975,pPt-654187,pPt-654960,pPt-656584	DArT_marker
hybrid_high_confidence	1	82331310	4	2	79.247,79.25	pPt-471906,pPt-552365,pPt-552401,pPt-559324	DArT_marker
hybrid_high_confidence	1	84651365	6	4	82.34,82.341,82.351,82.355	pPt-457623,pPt-534144,pPt-534579,pPt-535139,pPt-537760,pPt-539598	DArT_marker
hybrid_high_confidence	1	84755311	3	3	81.766,82.816,82.915	pPt-456654,pPt-537798,pPt-653008	DArT_marker
hybrid_high_confidence	1	85968224	5	3	83.891,83.894,83.922	pPt-457663,pPt-457687,pPt-650968,pPt-656365,pPt-656956	DArT_marker
hybrid_high_confidence	1	87140660	2	2	89.438,90.022	pPt-534481,pPt-552373	DArT_marker
hybrid_high_confidence	1	87140661	5	5	89.553,89.667,89.749,90.914,92.181	pPt-534826,pPt-537048,pPt-537128,pPt-538047,pPt-539661	DArT_marker
