chr	pos	cM
2	16417113	58.61
2	17019023	58.61
2	17150362	58.61
2	17476090	58.61
2	17656849	58.64
2	17800249	58.65
2	17901757	58.65
2	18718925	58.65
2	19576598	58.65
2	20349102	58.65
2	20552035	58.65
2	21458658	58.65
2	21920476	58.65
2	22164208	58.65
2	22342487	58.65
2	23308406	58.65
2	23886175	58.65
2	24203587	59.21
2	24708274	59.21
2	25510302	59.21
2	27305215	62.25
2	27437109	62.62
2	27701715	62.62
2	27832214	63.2
2	27978419	63.36
2	28553143	63.78
2	29006462	63.8
2	29107924	64.12
2	29301283	64.18
2	29623123	64.21
2	29945903	64.22
2	30046488	64.29
2	30505340	64.66
2	30734017	64.68
2	30950287	64.74
2	31088778	64.78
2	31324127	64.82
2	32121136	64.92
2	32325653	64.93
2	32407084	65.08
3	828899	3.58
3	1299208	3.59
3	1693988	3.59
3	2008998	3.59
3	2060361	3.63
3	6315229	3.63
3	6423509	3.63
3	6510416	3.63
3	8720066	3.63
3	8800638	3.63
3	9438091	3.63
3	9879210	3.63
3	10109359	3.64
3	10435672	3.64
3	10613650	3.64
3	11224427	3.64
3	11341908	3.64
3	11824677	3.65
3	12381450	3.65
3	12599850	3.65
3	13401828	3.65
3	15287355	3.65
3	16373719	3.65
3	17004808	3.65
3	17554654	3.65
3	17859177	3.65
3	18351012	3.65
3	18384807	3.65
3	18481937	3.65
3	19542422	3.65
3	19857344	3.75
3	20027407	5.32
3	20241823	5.36
3	20292686	5.36
3	20558219	5.36
3	20754915	5.36
3	20831082	5.36
3	20880703	5.64
3	21046195	6.14
3	21100219	6.22
3	21293559	6.72
3	21443302	6.72
3	21627537	6.94
3	21866214	7.38
3	22002732	8.32
3	22060199	8.35
3	22186514	8.92
3	22545229	9.22
3	22767386	9.22
3	23205154	9.30
3	23216312	9.42
3	23277775	9.55
3	23344730	10.00
3	23527652	10.23
3	23633796	10.23
3	23665596	10.23
3	23763954	10.55
3	23823713	10.55
3	23979388	11.03
3	24089458	11.38
3	24113161	12.19
3	24427203	12.19
3	24465790	12.36
3	24502905	12.40
3	25010127	12.64
3	25268008	13.25
3	25527800	14.11
3	25531646	14.11
3	25537529	14.11
3	25565991	14.28
3	25700745	15.86
3	25869669	15.86
3	26135519	17.30
3	26317322	17.95
3	26449675	17.97
3	26576095	18.08
3	26606831	18.27
3	26616909	18.27
3	26624264	18.27
3	26631074	18.36
3	26638330	18.75
3	26647946	18.75
3	26733435	18.75
3	26869761	18.75
3	26948613	19.24
3	27282207	19.46
3	27605849	21.64
3	27621211	21.66
3	27680598	22.05
3	27885431	22.18
3	27980630	22.31
3	28352086	22.31
3	28555738	22.36
3	28752586	23.19
3	28765496	23.19
3	28877736	23.23
3	28905523	24.17
3	29063089	24.32
3	29411644	25.13
3	29509323	25.13
3	29611504	25.70
3	29868911	28.28
3	29882931	28.34
3	29904469	28.34
3	29974535	28.39
3	30206436	29.65
3	30348312	29.90
3	30376280	29.92
3	30480260	29.94
3	30732721	30.71
3	30772566	30.76
3	30898080	30.81
3	30933008	31.14
3	30933752	31.14
3	31011665	31.65
3	31091875	31.70
3	31113388	31.72
3	31269143	31.79
3	31696648	32.19
3	31759172	32.42
3	31976621	32.93
3	32367238	33.30
3	32478836	33.44
3	32552332	33.44
3	32662014	33.44
3	32701478	33.49
3	32708184	33.49
3	32719518	33.49
3	32900387	33.96
3	33074672	34.29
3	33178290	34.43
3	34247468	34.65
3	34281185	35.22
3	34326428	35.22
3	34691672	35.22
3	34697829	35.22
3	34730089	35.24
3	34781006	35.24
3	34876346	35.24
3	35210676	35.24
3	35233918	35.24
3	35294419	35.24
3	35350842	35.32
3	35491088	35.95
3	35565710	35.95
3	35779828	35.95
3	35946994	36.03
3	36134519	36.38
3	36154881	36.38
3	36229800	36.42
3	36310708	36.64
3	36394119	36.70
3	36710786	36.86
3	36733211	37.47
3	36809852	37.47
3	36816174	37.49
3	36821248	37.52
3	37068012	39.93
3	37101409	40.02
3	37306231	40.26
3	37326294	40.37
3	37606276	40.67
3	37636787	40.79
3	37759615	41.64
3	37859308	42.09
3	38019193	42.22
3	38069576	42.22
3	38186146	42.58
3	38236132	42.61
3	38275684	43.33
3	38314783	43.33
3	38479118	43.60
3	38608750	43.91
3	38620703	44.07
3	38969128	44.30
3	38994554	44.70
3	39065480	45.29
3	39095025	45.68
3	39201568	48.58
3	39242332	49.19
3	39242524	49.19
3	39352622	49.21
3	39472421	49.33
3	39556535	50.49
3	39620262	52.83
3	39631016	52.83
3	39728462	53.03
4	6727702	0.0
4	6955006	1.0
4	7440484	1.1
4	7521027	1.1
4	7529170	2.7
4	7698727	2.7
4	7799445	2.7
4	7918893	2.7
4	7960768	2.9
4	8025609	2.9
4	8082112	2.9
4	8149106	2.9
4	8299239	3.0
4	8306799	3.0
4	8349804	3.0
4	8512666	3.0
4	8703213	3.0
4	8874787	3.0
4	9291162	3.1
4	9402324	3.4
4	9429927	3.9
4	9622320	3.9
4	9666335	4.0
4	9742064	4.0
4	9920305	4.3
4	9978339	4.8
4	10079426	13.4
4	10099553	13.4
4	10182266	13.4
4	10361694	13.4
4	10366376	13.4
4	10553223	14.0
4	10747423	14.0
4	10832420	14.0
4	10893209	14.1
4	11040400	14.1
4	11053295	14.1
4	11233316	14.1
4	11284856	14.1
4	11309479	14.1
4	11628123	14.1
4	11645018	14.2
4	11724029	14.2
4	11746078	14.2
4	11857563	14.2
4	12175417	14.5
4	12237490	14.5
4	12329402	14.5
4	12360762	16.2
4	12449342	16.3
4	13035842	16.4
4	14304250	16.5
4	14889251	16.8
4	15024229	16.9
4	15211908	17.2
4	15297000	17.3
4	15370598	17.3
4	15472838	17.3
4	15585871	17.4
4	15695738	17.4
4	15703070	18.0
4	15771060	18.0
4	16029358	18.1
4	16215775	18.1
4	16461950	18.2
4	16469251	18.2
4	16511309	18.2
4	16624156	18.2
4	16773022	20.1
4	16809411	20.1
4	17004363	20.5
4	17040415	20.5
4	17191562	20.7
4	17237249	20.7
4	17343722	21.85
4	17427412	21.91
4	17472799	21.98
4	17612136	21.98
4	17639530	21.98
4	17641902	22.97
4	17967438	23.18
4	18550605	23.63
4	18904053	23.65
4	18943490	23.73
4	18999985	23.78
4	19261278	23.78
4	19590707	24.42
4	20223032	24.62
4	20309151	25.01
4	20310322	25.02
4	20349469	25.24
4	20619830	25.24
4	21696164	25.24
4	23053878	25.35
4	23644754	27.18
4	23681318	27.18
4	23920600	27.21
4	24119185	27.23
4	24645101	27.23
4	24747896	27.23
4	26033409	27.23
4	26082648	27.23
4	26230515	27.23
4	26648412	27.23
4	28300265	27.23
4	28792125	27.23
4	29697363	27.23
4	29749793	27.23
4	29960366	27.34
4	30328416	27.5
4	30652762	27.56
4	31012470	27.58
4	31734364	28.56
4	31892775	28.75
4	32249892	28.76
4	32682175	28.8
4	32779717	28.84
4	35045650	29.19
4	35128877	29.2
4	35719216	29.75
4	37104198	30.1
4	37152765	30.26
4	37418734	30.26
4	37936355	30.73
4	38159348	30.78
4	38302326	31.25
4	39048316	32.81
4	39714707	33.89
4	39743621	34.05
4	40002306	34.05
4	40246687	34.2
4	40272569	34.33
4	40311741	34.54
4	40597111	38.5
4	40599200	38.78
4	40750555	40.05
4	40907303	40.24
4	40925598	40.24
4	41193684	40.26
4	41319315	41.11
4	41378228	41.11
4	41391305	41.11
4	41405332	41.2
4	41602942	41.27
4	41629064	41.27
4	41861988	42.39
4	41932075	42.43
4	41986493	42.44
4	42044821	43.31
4	43676569	43.36
4	43829029	43.84
4	43890554	44.53
4	43980771	44.83
4	44186432	44.93
4	44205388	45.08
4	44249365	45.08
4	44316250	45.44
4	44393382	46.11
4	44558618	46.88
4	44940553	50.87
4	45010587	50.99
4	45188962	51.0
4	45265979	51.14
4	45320026	51.96
4	45342521	51.98
4	45802419	54.03
4	45894294	54.05
4	45945955	55.1
4	46075875	55.1
4	46260761	55.26
4	46287303	55.49
4	47190290	57.9
4	47217431	57.96
4	47326319	59.13
4	47564821	59.81
4	47609130	61.77
4	48109095	61.77
4	48124926	61.77
4	48142963	61.77
4	48301581	62.18
4	48331180	62.18
4	48652394	63.36
4	48980027	63.56
4	49050322	63.98
4	49079193	64.01
4	49105962	64.55
5	3221843	56.13
5	4449401	56.24
5	4873216	56.24
5	5055650	56.24
5	7440461	56.24
5	7472503	56.29
5	8778080	58.09
5	8946218	58.09
5	9150393	58.09
5	11767327	58.1
5	11856070	58.14
5	11990690	58.14
5	12228518	58.17
5	12244614	58.31
5	12331974	58.36
5	27332122	58.89
5	27476784	58.89
5	27553657	58.9
5	27749408	59.3
5	27874484	59.37
5	28116189	59.41
5	28157752	59.87
5	28329522	59.92
5	28362695	60.42
5	28459690	60.55
5	28540828	60.77
5	28746543	61.02
5	28916874	61.08
5	28944731	61.65
5	29261519	62.33
5	29342997	62.68
5	29598509	62.82
5	29808202	63.45
5	38701146	63.45
5	38899814	64.18
5	38996220	65.5
5	39116248	65.7
5	39660394	66.39
5	39717637	66.41
5	39867993	66.61
5	40061937	66.61
5	40077397	66.61
5	40293309	66.89
5	40466123	67.07
5	40639266	67.07
5	40710746	67.58
5	40720920	67.74
5	40824230	67.85
5	41027386	67.93
5	41481699	69.45
5	41740861	69.45
5	41771235	69.47
5	41886276	69.5
5	42023373	69.52
5	42053213	69.55
5	42099239	69.55
5	42127522	69.55
5	42262008	69.55
5	42376972	69.81
5	42431576	69.9
5	42614073	69.91
5	42667091	69.91
5	42744658	70.06
5	43064783	70.23
5	43081134	70.54
5	43113758	70.54
5	43299885	70.54
5	43384949	70.54
5	43406976	70.54
5	43416683	70.59
5	43498668	70.59
5	43512445	70.59
5	43522161	70.63
5	43835587	71.05
5	43952418	71.05
5	44071545	71.12
5	44125085	71.48
5	44278982	71.77
5	44321203	71.88
5	44569205	71.88
5	44671255	72.85
5	44889036	72.97
5	44934008	73.07
5	44980020	73.15
5	45144843	74.59
5	45168495	74.74
5	45341407	76.41
5	45360528	76.41
5	45400765	76.41
5	45526413	76.41
5	45539591	76.41
5	45599210	77.29
5	45661109	77.79
5	45661172	77.79
5	45674572	77.79
5	45747498	77.79
5	45858277	77.79
5	45955887	77.79
5	46038732	77.79
5	46138920	77.79
5	46260822	77.79
5	46369652	77.89
5	46585174	78.32
5	46613843	78.32
5	46737675	78.78
5	46766322	78.78
5	46790016	78.78
5	46854957	78.84
5	46932024	78.95
5	47059187	79.6
5	47217167	80.79
5	47325430	80.94
5	47358486	81.2
5	47482147	81.83
5	47537312	81.86
5	47591066	81.9
5	47795579	82.35
5	47941783	83.33
5	48006806	84.73
5	48118179	85.92
6	2117976	48.61
6	2258466	48.73
6	2294842	48.82
6	2320997	48.84
6	2379161	49.19
6	2461408	49.41
6	2601034	49.66
6	2771070	50.01
6	2802942	50.11
6	2835916	50.24
6	2851686	50.3
6	3010702	50.89
6	3303437	51.16
6	3720161	51.76
6	3843578	53.52
6	4681686	65.92
6	5440691	67.06
6	5518028	67.09
6	5565556	67.16
6	5586894	67.25
6	5760689	67.29
6	6142003	67.36
6	6191629	67.45
6	6246748	67.45
6	6345924	67.66
6	6563269	68.86
6	6773754	69.22
6	6817579	69.33
6	6877925	69.46
6	6900929	69.55
6	6943708	69.74
6	6958590	69.83
6	7417336	70.72
6	7531148	71.19
6	7773917	71.37
6	7984456	71.44
6	8056943	71.44
6	8366551	72.27
6	8396387	72.44
6	8658208	72.47
6	8691714	72.49
6	8801956	73.82
6	9108559	74.52
6	9354864	74.58
6	9410386	75.91
6	9458704	75.91
6	9716082	75.97
6	9746282	75.97
6	9994202	75.97
6	10150724	75.99
6	10888233	76.04
6	10889399	76.04
6	11285661	76.21
6	13763186	82.6
6	13901769	82.6
6	14103435	82.6
6	14254394	82.6
6	14678926	82.6
6	15024269	82.6
6	15267321	82.62
6	15340040	82.62
6	16138805	82.7
6	16562200	82.76
6	16649345	82.8
6	16726257	82.8
6	16742640	82.8
6	17254358	82.85
6	18317359	84.22
6	18443959	84.34
6	18455084	84.34
6	18561861	84.65
6	18853049	87.94
6	18956194	88.07
6	19198953	88.07
6	19259996	88.07
6	19263370	88.31
6	19467583	88.51
6	19527363	88.51
6	19556291	89.3
6	19675057	89.33
6	20614591	89.39
6	20998659	89.43
6	21063518	89.52
6	21183288	89.52
6	21279321	89.58
6	21554454	89.63
6	21674185	89.88
6	21893466	89.93
6	21939159	90.23
6	21984145	90.23
6	22087244	90.44
6	22133906	90.49
6	22203284	90.6
6	22217104	90.6
6	22358458	90.6
6	22372894	90.62
6	23017416	92.54
6	23145038	92.62
6	23190959	92.92
6	23361525	93.06
6	23380313	93.1
6	23405510	93.1
6	23513953	93.35
6	23603887	93.44
6	23931168	93.44
6	24346894	93.47
6	24374595	93.49
6	24456965	93.53
6	24586465	93.83
6	24653901	94.48
6	24663559	94.48
6	29962287	94.92
6	30109931	95.12
6	30303758	95.13
6	30417459	95.13
6	30674109	95.15
6	30930887	95.18
6	31013014	95.22
6	31252924	95.25
6	31345230	95.26
6	31475466	95.26
6	32034989	95.26
6	33621308	95.28
6	34720031	95.29
6	34823355	95.29
6	34975530	95.29
6	35754945	95.36
6	36092554	95.4
6	36370898	95.44
6	37356861	95.44
6	37661643	95.44
6	37730761	95.44
6	39324408	95.44
6	39616537	95.44
6	40095283	95.44
6	40140648	95.44
6	40496349	95.44
6	41684260	95.44
6	43950779	95.46
6	47377340	95.46
6	47433325	95.46
6	48163226	95.46
6	49102487	95.46
6	49232571	95.47
6	49332612	95.47
6	49521559	95.47
6	49959730	95.47
6	50708491	95.47
6	51015628	95.47
7	4470378	7.19
7	4487561	7.19
7	4567493	7.19
7	4573620	7.19
7	4598778	7.20
7	4725727	7.28
7	9806368	10.59
7	9813520	10.66
7	9999718	11.14
7	10047534	11.14
7	10091466	11.14
7	10137398	13.14
7	10151974	13.16
7	10387862	14.46
7	10410636	14.99
7	10465387	16.84
7	10475705	16.84
7	10721449	17.26
7	10746128	17.33
7	10862985	17.34
7	11546155	17.67
7	11767905	17.77
7	11891141	17.92
7	11945520	18.13
7	12045254	18.24
7	12124805	19.94
7	12392031	20.68
7	12750326	22.89
7	12763999	24.21
7	12843482	24.37
7	13031914	25.76
7	13066248	26.35
7	13217887	26.37
7	13484767	26.54
7	13580973	26.56
7	14235912	26.57
7	14628797	26.73
7	14685034	26.85
7	14770876	27.53
7	15148687	27.62
7	15399507	28.01
7	15593019	28.73
7	15655107	30.96
7	16133153	31.18
7	16200842	31.47
7	16306034	31.47
7	16331069	31.50
7	16594608	31.56
7	17689381	32.37
7	17830927	32.81
7	18146691	33.38
7	18535395	33.38
7	18989077	33.42
7	19472987	33.43
7	19482726	33.43
7	19566698	33.43
7	19614203	33.47
7	19845312	33.48
7	19946180	33.48
7	22539860	33.60
7	22677642	33.60
7	22976454	33.76
7	23431134	33.76
7	24179746	33.78
7	24369871	33.80
7	24408620	33.80
7	25158897	33.83
7	25310587	33.86
7	25805083	33.96
7	25969989	34.00
7	26418208	34.16
7	26925633	34.16
7	27326298	35.04
7	33456119	46.35
7	33466613	46.83
7	34477035	50.37
7	36064685	62.31
7	36517725	62.40
7	38465758	62.40
7	38632538	62.40
7	39381864	62.60
7	44317236	63.52
7	46600116	64.30
7	48852230	64.30
8	94014	33.63
8	118532	33.64
8	148104	33.64
8	286682	33.81
8	384837	33.87
8	674457	34.42
8	684224	34.58
8	765541	34.69
8	3003648	40.54
8	3127150	40.56
8	3129611	40.58
8	3283238	40.61
8	3911682	40.66
8	4234972	40.83
8	4377970	41.25
8	4550518	47.89
8	4570472	47.9
8	4708941	48.14
8	4717609	48.18
8	4765033	48.36
8	4823043	48.36
8	4952408	48.72
8	4998702	49.78
8	5051038	51.1
8	5307268	52.93
8	5336629	52.93
8	5425347	53.5
8	5434150	53.55
8	5471346	53.59
8	5480951	53.59
8	5612429	53.64
8	5985357	59.73
8	6034344	59.77
8	6039769	59.77
8	6115345	59.9
8	6122532	59.94
8	6262549	60.08
8	6309477	60.11
8	6699815	60.16
8	7097339	60.16
8	7245293	60.23
8	11218563	73.38
8	11594534	73.93
8	11695661	73.94
8	11818703	74.31
8	12889572	75.32
8	13159523	75.35
8	13248268	75.4
8	14192345	88.07
8	14331914	96.53
