chr	pos	cM	bin	source_chr	tigr6_seqid	tigr6_pos	asm465v1_seqid	asm465v1_start0	asm465v1_end0	strand
1	34118948	137.286666	Bin149	1	chr01|13101	30931126	1	34118947	34118948	+
1	34207502	137.526474	Bin150	1	chr01|13101	31003161	1	34207501	34207502	+
1	34236457	137.766283	Bin151	1	chr01|13101	31043030	1	34236456	34236457	+
1	34536157	138.006091	Bin152	1	chr01|13101	31352310	1	34536156	34536157	+
1	34892333	138.245900	Bin153	1	chr01|13101	31677091	1	34892332	34892333	+
1	34945678	138.485709	Bin154	1	chr01|13101	31726018	1	34945677	34945678	+
1	35045504	138.725517	Bin155	1	chr01|13101	31801986	1	35045503	35045504	+
1	35169162	138.965326	Bin156	1	chr01|13101	31904547	1	35169161	35169162	+
1	35314802	139.205135	Bin157	1	chr01|13101	32030613	1	35314801	35314802	+
1	35449087	139.688230	Bin158	1	chr01|13101	32141342	1	35449086	35449087	+
1	35594626	140.654421	Bin160	1	chr01|13101	32283303	1	35594625	35594626	+
1	36094476	144.020248	Bin162	1	chr01|13101	32807308	1	36094475	36094476	+
1	36499966	145.254878	Bin163	1	chr01|13101	33090579	1	36499965	36499966	+
1	37137203	145.734495	Bin165	1	chr01|13101	33729414	1	37137202	37137203	+
1	37649034	145.974304	Bin166	1	chr01|13101	34262148	1	37649033	37649034	+
1	38184885	146.214113	Bin167	1	chr01|13101	34713220	1	38184884	38184885	+
1	38267275	146.453921	Bin168	1	chr01|13101	34801912	1	38267274	38267275	+
1	38423750	146.937017	Bin169	1	chr01|13101	34967234	1	38423749	38423750	+
1	38545555	147.176825	Bin170	1	chr01|13101	35104178	1	38545554	38545555	+
1	38756158	147.659921	Bin171	1	chr01|13101	35337609	1	38756157	38756158	+
1	39007425	148.143017	Bin172	1	chr01|13101	35593304	1	39007424	39007425	+
1	39112185	148.382825	Bin173	1	chr01|13101	35709283	1	39112184	39112185	+
1	39307027	148.622634	Bin174	1	chr01|13101	35869193	1	39307026	39307027	+
1	39540166	149.857264	Bin175	1	chr01|13101	36117556	1	39540165	39540166	+
1	39914601	150.097073	Bin176	1	chr01|13101	36404266	1	39914600	39914601	+
1	40414599	150.336882	Bin177	1	chr01|13101	36934908	1	40414598	40414599	+
1	41037337	152.357359	Bin178	1	chr01|13101	37477283	1	41037336	41037337	+
1	41291034	152.597167	Bin179	1	chr01|13101	37729182	1	41291033	41291034	+
1	41443321	152.836976	Bin180	1	chr01|13101	37847554	1	41443320	41443321	+
1	41512079	153.076784	Bin181	1	chr01|13101	37909868	1	41512078	41512079	+
1	41619589	153.806724	Bin182	1	chr01|13101	38017731	1	41619588	41619589	+
1	41744134	154.046533	Bin183	1	chr01|13101	38138058	1	41744133	41744134	+
1	41976704	155.016282	Bin185	1	chr01|13101	38355017	1	41976703	41976704	+
1	42010780	155.256090	Bin186	1	chr01|13101	38392298	1	42010779	42010780	+
1	42154892	157.010656	Bin187	1	chr01|13101	38524462	1	42154891	42154892	+
1	42728662	160.535764	Bin189	1	chr01|13101	39065053	1	42728661	42728662	+
1	42903297	161.018859	Bin190	1	chr01|13101	39229606	1	42903296	42903297	+
1	43259462	161.501955	Bin191	1	chr01|13101	39566180	1	43259461	43259462	+
1	43502429	163.522432	Bin192	1	chr01|13101	39800796	1	43502428	43502429	+
1	43698295	163.762240	Bin193	1	chr01|13101	39969210	1	43698294	43698295	+
1	44101131	174.495087	Bin194	1	chr01|13101	40294189	1	44101130	44101131	+
1	44343467	178.200486	Bin195	1	chr01|13101	40554772	1	44343466	44343467	+
1	44637093	178.440294	Bin196	1	chr01|13101	40766772	1	44637092	44637093	+
1	44874383	182.744025	Bin197	1	chr01|13101	40927542	1	44874382	44874383	+
1	45766430	188.632219	Bin200	1	chr01|13101	41729110	1	45766429	45766430	+
1	45910507	190.342583	Bin202	1	chr01|13101	41895430	1	45910506	45910507	+
1	46045558	190.825679	Bin203	1	chr01|13101	42010603	1	46045557	46045558	+
1	46120022	191.555619	Bin204	1	chr01|13101	42060136	1	46120021	46120022	+
1	46138188	192.038714	Bin205	1	chr01|13101	42079079	1	46138187	46138188	+
1	46190021	192.278523	Bin206	1	chr01|13101	42135116	1	46190020	46190021	+
1	46249542	192.761618	Bin207	1	chr01|13101	42196840	1	46249541	46249542	+
1	46286470	193.742042	Bin208	1	chr01|13101	42230693	1	46286469	46286470	+
1	46337662	194.225137	Bin209	1	chr01|13101	42281969	1	46337661	46337662	+
1	46422209	194.955077	Bin210	1	chr01|13101	42344297	1	46422208	46422209	+
1	46474413	195.438173	Bin211	1	chr01|13101	42398084	1	46474412	46474413	+
1	46654997	196.168113	Bin212	1	chr01|13101	42602085	1	46654996	46654997	+
1	46868083	197.660761	Bin213	1	chr01|13101	42832147	1	46868082	46868083	+
1	46928706	198.143857	Bin214	1	chr01|13101	42905546	1	46928705	46928706	+
1	46968448	199.636505	Bin215	1	chr01|13101	42942818	1	46968447	46968448	+
1	47047410	199.876313	Bin216	1	chr01|13101	43010956	1	47047409	47047410	+
2	53092	0.000000	Bin218	2	chr02|13102	52754	2	53091	53092	+
2	163511	0.239809	Bin219	2	chr02|13102	159160	2	163510	163511	+
2	323506	3.945207	Bin220	2	chr02|13102	333654	2	323505	323506	+
2	506903	4.675147	Bin221	2	chr02|13102	474644	2	506902	506903	+
2	575808	5.158243	Bin222	2	chr02|13102	531576	2	575807	575808	+
2	672950	5.398051	Bin223	2	chr02|13102	635938	2	672949	672950	+
2	757192	5.881147	Bin224	2	chr02|13102	737394	2	757191	757192	+
2	830907	6.364242	Bin225	2	chr02|13102	801232	2	830906	830907	+
2	865968	6.604051	Bin226	2	chr02|13102	836328	2	865967	865968	+
2	948895	7.584475	Bin227	2	chr02|13102	911411	2	948894	948895	+
2	1162610	8.564898	Bin228	2	chr02|13102	1064168	2	1162609	1162610	+
2	1267796	8.804707	Bin229	2	chr02|13102	1172232	2	1267795	1267796	+
2	1312680	9.044515	Bin230	2	chr02|13102	1216636	2	1312679	1312680	+
2	1367010	9.284324	Bin231	2	chr02|13102	1273457	2	1367009	1367010	+
2	1490082	10.014264	Bin232	2	chr02|13102	1399091	2	1490081	1490082	+
2	1720988	10.744204	Bin233	2	chr02|13102	1566659	2	1720987	1720988	+
2	1931500	13.870222	Bin234	2	chr02|13102	1747231	2	1931499	1931500	+
2	2168192	14.353317	Bin235	2	chr02|13102	1971397	2	2168191	2168192	+
2	2317418	14.593126	Bin236	2	chr02|13102	2099700	2	2317417	2317418	+
2	2588467	15.323066	Bin237	2	chr02|13102	2338032	2	2588466	2588467	+
2	3039041	15.562875	Bin238	2	chr02|13102	2609185	2	3039040	3039041	+
2	3220791	17.026394	Bin240	2	chr02|13102	2808158	2	3220790	3220791	+
2	3735544	17.749298	Bin242	2	chr02|13102	3188672	2	3735543	3735544	+
2	3960748	17.989106	Bin243	2	chr02|13102	3359946	2	3960747	3960748	+
2	4426463	32.373210	Bin244	2	chr02|13102	3757001	2	4426462	4426463	+
2	4795200	33.353634	Bin245	2	chr02|13102	4100589	2	4795199	4795200	+
2	4930543	33.593442	Bin246	2	chr02|13102	4221682	2	4930542	4930543	+
2	5025550	33.833251	Bin247	2	chr02|13102	4315202	2	5025549	5025550	+
2	5195917	34.813674	Bin248	2	chr02|13102	4485766	2	5195916	5195917	+
2	5423640	36.306323	Bin249	2	chr02|13102	4676616	2	5423639	5423640	+
2	5632936	36.546131	Bin250	2	chr02|13102	4814571	2	5632935	5632936	+
2	5751101	38.566608	Bin251	2	chr02|13102	4936533	2	5751100	5751101	+
2	5872525	38.806417	Bin252	2	chr02|13102	5029004	2	5872524	5872525	+
2	6090429	39.536357	Bin253	2	chr02|13102	5231936	2	6090428	6090429	+
2	6536365	47.153393	Bin254	2	chr02|13102	5647744	2	6536364	6536365	+
2	7079254	48.885850	Bin256	2	chr02|13102	6161152	2	7079253	7079254	+
2	7361576	49.125658	Bin257	2	chr02|13102	6311514	2	7361575	7361576	+
2	7555201	50.106082	Bin258	2	chr02|13102	6605221	2	7555200	7555201	+
2	7973347	54.838157	Bin260	2	chr02|13102	7048434	2	7973346	7973347	+
2	8090403	55.077966	Bin261	2	chr02|13102	7167164	2	8090402	8090403	+
2	8241256	55.807906	Bin262	2	chr02|13102	7315134	2	8241255	8241256	+
2	8409609	61.046853	Bin263	2	chr02|13102	7476820	2	8409608	8409609	+
2	8642352	61.529949	Bin264	2	chr02|13102	7714092	2	8642351	8642352	+
2	9338886	62.009566	Bin266	2	chr02|13102	8367594	2	9338885	9338886	+
2	9738561	62.492662	Bin267	2	chr02|13102	8765068	2	9738560	9738561	+
2	9959693	63.462410	Bin269	2	chr02|13102	8948093	2	9959692	9959693	+
2	10082235	63.702219	Bin270	2	chr02|13102	9069774	2	10082234	10082235	+
2	10328063	64.668410	Bin272	2	chr02|13102	9527600	2	10328062	10328063	+
2	10584191	64.908219	Bin273	2	chr02|13102	9760948	2	10584190	10584191	+
2	10878186	65.148027	Bin274	2	chr02|13102	10056706	2	10878185	10878186	+
2	11283110	66.128451	Bin275	2	chr02|13102	10468518	2	11283109	11283110	+
2	11717008	67.621099	Bin276	2	chr02|13102	10921777	2	11717007	11717008	+
2	12383276	67.860908	Bin277	2	chr02|13102	11565912	2	12383275	12383276	+
2	12828673	68.100716	Bin278	2	chr02|13102	12068180	2	12828672	12828673	+
2	14833100	70.665381	Bin279	2	chr02|13102	13979276	2	14833099	14833100	+
2	17077532	71.148476	Bin280	2	chr02|13102	15869012	2	17077531	17077532	+
2	17180404	71.388285	Bin281	2	chr02|13102	15983528	2	17180403	17180404	+
2	17313802	71.628094	Bin282	2	chr02|13102	16116908	2	17313801	17313802	+
2	17362823	71.867902	Bin283	2	chr02|13102	16174285	2	17362822	17362823	+
2	17510818	72.107711	Bin284	2	chr02|13102	16327773	2	17510817	17510818	+
2	17705568	72.347520	Bin285	2	chr02|13102	16501599	2	17705567	17705568	+
2	18669927	72.587328	Bin286	2	chr02|13102	17307016	2	18669926	18669927	-
2	19426317	73.070424	Bin287	2	chr02|13102	18095469	2	19426316	19426317	+
2	19827963	73.550041	Bin289	2	chr02|13102	18493158	2	19827962	19827963	+
2	19941757	73.789850	Bin290	2	chr02|13102	18581350	2	19941756	19941757	+
2	20066373	74.759598	Bin292	2	chr02|13102	18717283	2	20066372	20066373	+
2	20116101	74.999407	Bin293	2	chr02|13102	18773426	2	20116100	20116101	+
2	20305504	75.729347	Bin294	2	chr02|13102	18935420	2	20305503	20305504	+
2	20593427	77.461803	Bin296	2	chr02|13102	19212316	2	20593426	20593427	+
2	20646686	77.701612	Bin297	2	chr02|13102	19266026	2	20646685	20646686	+
2	20823878	77.941421	Bin298	2	chr02|13102	19398150	2	20823877	20823878	+
2	21169942	78.911169	Bin300	2	chr02|13102	19606450	2	21169941	21169942	+
2	21220555	79.150978	Bin301	2	chr02|13102	19657775	2	21220554	21220555	+
2	21279045	79.634073	Bin302	2	chr02|13102	19710068	2	21279044	21279045	+
2	21469223	79.873882	Bin303	2	chr02|13102	19803092	2	21469222	21469223	+
2	21584241	80.356978	Bin304	2	chr02|13102	19914189	2	21584240	21584241	+
2	21659112	81.086918	Bin305	2	chr02|13102	19989785	2	21659111	21659112	+
2	21701870	81.570013	Bin306	2	chr02|13102	20032584	2	21701869	21701870	+
2	21761314	81.809822	Bin307	2	chr02|13102	20079654	2	21761313	21761314	+
2	21872561	82.292917	Bin308	2	chr02|13102	20190280	2	21872560	21872561	+
2	22062861	82.776013	Bin309	2	chr02|13102	20399155	2	22062860	22062861	+
2	22232930	83.015821	Bin310	2	chr02|13102	20594442	2	22232929	22232930	+
2	26394324	136.015694	Bin311	2	chr02|13102	24642392	2	26394323	26394324	+
2	30534201	136.745634	Bin312	2	chr02|13102	28670623	2	30534200	30534201	+
2	30825050	137.228730	Bin313	2	chr02|13102	28957112	2	30825049	30825050	+
2	31158149	138.721378	Bin314	2	chr02|13102	29292931	2	31158148	31158149	+
2	31294115	138.961186	Bin315	2	chr02|13102	29419902	2	31294114	31294115	+
2	31415654	139.444282	Bin316	2	chr02|13102	29515129	2	31415653	31415654	+
2	31719607	139.684090	Bin317	2	chr02|13102	29793153	2	31719606	31719607	+
2	32589002	140.904323	Bin319	2	chr02|13102	30589637	2	32589001	32589002	+
2	32672096	141.884746	Bin320	2	chr02|13102	30686816	2	32672095	32672096	+
2	32759132	142.124555	Bin321	2	chr02|13102	30772740	2	32759131	32759132	+
2	32933305	143.617203	Bin322	2	chr02|13102	30922676	2	32933304	32933305	+
2	33171975	145.109851	Bin323	2	chr02|13102	31134424	2	33171974	33171975	+
2	33276537	145.592947	Bin324	2	chr02|13102	31230266	2	33276536	33276537	+
2	33501322	146.315851	Bin326	2	chr02|13102	31461411	2	33501321	33501322	+
2	33580913	146.555659	Bin327	2	chr02|13102	31538252	2	33580912	33580913	+
2	33602175	146.795468	Bin328	2	chr02|13102	31569525	2	33602174	33602175	+
2	33652378	147.525408	Bin329	2	chr02|13102	31621014	2	33652377	33652378	+
2	33865132	147.765217	Bin330	2	chr02|13102	31814997	2	33865131	33865132	+
2	34182054	148.005025	Bin331	2	chr02|13102	32123308	2	34182053	34182054	+
2	34966048	149.239656	Bin332	2	chr02|13102	32854560	2	34966047	34966048	+
2	35702328	156.147173	Bin333	2	chr02|13102	33595857	2	35702327	35702328	+
2	35861410	156.386981	Bin334	2	chr02|13102	33751828	2	35861409	35861410	+
2	35991810	157.879630	Bin335	2	chr02|13102	33874807	2	35991809	35991810	+
2	36183149	161.005647	Bin336	2	chr02|13102	34079060	2	36183148	36183149	+
2	36294741	161.986071	Bin337	2	chr02|13102	34229824	2	36294740	36294741	+
2	36370507	162.469167	Bin338	2	chr02|13102	34316624	2	36370506	36370507	+
2	36443213	162.708975	Bin339	2	chr02|13102	34363496	2	36443212	36443213	+
2	36504982	163.192071	Bin340	2	chr02|13102	34429070	2	36504981	36504982	+
2	36790949	164.154784	Bin343	2	chr02|13102	34661611	2	36790948	36790949	+
2	37045210	166.685069	Bin345	2	chr02|13102	34917944	2	37045209	37045210	+
2	37210883	167.168164	Bin346	2	chr02|13102	35038300	2	37210882	37210883	+
2	37307000	167.651260	Bin347	2	chr02|13102	35116242	2	37306999	37307000	+
2	37332885	169.671737	Bin348	2	chr02|13102	35141881	2	37332884	37332885	+
2	37381323	169.911546	Bin349	2	chr02|13102	35181940	2	37381322	37381323	+
2	37426395	170.394641	Bin350	2	chr02|13102	35226733	2	37426394	37426395	+
2	37484496	171.124581	Bin351	2	chr02|13102	35283554	2	37484495	37484496	+
2	37563393	171.364390	Bin352	2	chr02|13102	35350714	2	37563392	37563393	+
2	37616205	174.207533	Bin353	2	chr02|13102	35402484	2	37616204	37616205	+
2	37728713	174.447341	Bin354	2	chr02|13102	35565926	2	37728712	37728713	+
2	38043332	175.413532	Bin356	2	chr02|13102	35839786	2	38043331	38043332	+
3	375837	0.000000	Bin357	3	chr03|13103	132592	3	375836	375837	+
3	675845	0.969749	Bin359	3	chr03|13103	448159	3	675844	675845	+
3	1680009	10.680998	Bin361	3	chr03|13103	1479036	3	1680008	1680009	+
3	2092537	11.164093	Bin362	3	chr03|13103	1858781	3	2092536	2092537	+
3	2256778	11.403902	Bin363	3	chr03|13103	1985661	3	2256777	2256778	+
3	2510036	12.384325	Bin364	3	chr03|13103	2127842	3	2510035	2510036	+
3	2646907	14.887898	Bin366	3	chr03|13103	2270726	3	2646906	2646907	+
3	3036093	15.367515	Bin368	3	chr03|13103	2575466	3	3036092	3036093	+
3	3125992	16.347939	Bin369	3	chr03|13103	2679437	3	3125991	3125992	+
3	3377779	16.587747	Bin370	3	chr03|13103	2923387	3	3377778	3377779	+
3	3640848	17.317687	Bin371	3	chr03|13103	3174854	3	3640847	3640848	+
3	3714516	20.160830	Bin372	3	chr03|13103	3249858	3	3714515	3714516	+
3	3873521	20.640448	Bin374	3	chr03|13103	3411762	3	3873520	3873521	+
3	4081762	22.660924	Bin375	3	chr03|13103	3631026	3	4081761	4081762	+
3	4587548	35.143658	Bin376	3	chr03|13103	4183742	3	4587547	4587548	+
3	5151653	35.383467	Bin377	3	chr03|13103	4740045	3	5151652	5151653	+
3	5681945	37.673944	Bin378	3	chr03|13103	5204127	3	5681944	5681945	+
3	6045420	39.428510	Bin379	3	chr03|13103	5567751	3	6045419	6045420	+
3	6219942	40.158450	Bin380	3	chr03|13103	5744521	3	6219941	6219942	+
3	6408201	40.641545	Bin381	3	chr03|13103	5904857	3	6408200	6408201	+
3	6492922	40.881354	Bin382	3	chr03|13103	5990730	3	6492921	6492922	+
3	6780805	41.364449	Bin383	3	chr03|13103	6317712	3	6780804	6780805	+
3	7747334	42.344873	Bin384	3	chr03|13103	7236365	3	7747333	7747334	+
3	8769381	51.075698	Bin385	3	chr03|13103	8205428	3	8769380	8769381	+
3	9103219	52.056122	Bin386	3	chr03|13103	8596325	3	9103218	9103219	+
3	9201594	52.786062	Bin387	3	chr03|13103	8704895	3	9201593	9201594	+
3	9284377	53.025871	Bin388	3	chr03|13103	8767098	3	9284376	9284377	+
3	9615606	53.265679	Bin389	3	chr03|13103	9012914	3	9615605	9615606	+
3	9923101	53.505488	Bin390	3	chr03|13103	9249198	3	9923100	9923101	+
3	9943717	53.745296	Bin391	3	chr03|13103	9268134	3	9943716	9943717	+
3	9994787	53.985105	Bin392	3	chr03|13103	9308536	3	9994786	9994787	+
3	10063381	54.224914	Bin393	3	chr03|13103	9354589	3	10063380	10063381	+
3	10194576	54.947818	Bin395	3	chr03|13103	9465242	3	10194575	10194576	+
3	10256953	55.430913	Bin396	3	chr03|13103	9517800	3	10256952	10256953	+
3	10462907	56.160853	Bin397	3	chr03|13103	9609161	3	10462906	10462907	+
3	10732494	56.400662	Bin398	3	chr03|13103	9837695	3	10732493	10732494	+
