chr	pos	cM
1	6226004	17.03
1	6245886	17.05
1	6251900	17.06
1	6262326	17.07
1	6265418	17.08
1	6277288	17.3
1	6361593	17.5
1	6382262	17.52
1	6480026	17.55
1	6494482	17.6
1	6512497	17.61
1	6515624	17.62
1	6524684	17.65
1	6725618	17.67
1	6751180	17.7
1	6863044	17.78
1	6869960	17.8
1	6984300	20.7
1	7019090	20.71
1	7030178	20.72
1	7098654	20.76
1	7103547	20.8
1	7133518	20.82
1	7191303	20.85
1	7241846	20.89
1	7285574	20.91
1	7299980	20.93
1	7339858	20.95
1	7346515	20.96
1	7401184	20.97
1	7431636	20.99
1	7433868	21.0
1	7503987	21.03
1	7508224	21.04
1	7510438	21.06
1	7542850	21.1
1	7645898	21.14
1	7780586	21.2
1	7814538	21.3
1	7818136	21.4
1	7821457	21.4
1	7921280	21.5
1	7954116	21.58
1	7982254	21.59
1	7989684	21.59
1	8056604	21.6
1	8064906	21.6
1	8093680	22.0
1	8170960	22.04
1	8182130	22.06
1	8218340	22.08
1	8224536	22.1
1	8240822	22.12
1	8302746	22.3
1	8308974	22.5
1	8310110	22.51
1	8423007	22.6
1	8433065	22.7
1	8490166	22.86
1	8508698	22.91
1	8511056	22.93
1	8533576	23.0
1	8599068	23.1
1	8605007	23.11
1	8614788	23.15
1	8639622	23.18
1	8710482	23.2
1	8786435	23.25
1	8852469	23.27
1	8856324	23.3
1	8916192	23.32
1	8946702	23.38
1	8951804	23.4
1	9049945	23.5
1	9056844	23.6
1	9097682	23.63
1	9166713	23.65
1	9192860	23.8
1	9278914	23.86
1	9285842	24.05
1	9388231	24.07
1	9415856	24.08
1	9425982	24.1
1	9524736	25.0
1	9573481	25.06
1	9771944	25.1
1	9817870	25.12
1	9927413	25.14
1	9964982	25.18
1	9999019	25.2
1	10043328	25.22
1	10087606	25.27
1	10193897	25.7
1	10199362	25.72
1	10289444	25.74
1	10467764	25.78
1	10511761	25.8
1	10554037	25.81
1	10619473	25.83
1	10624012	25.84
1	10673418	25.86
1	10676825	25.88
1	10680560	25.89
1	10777034	25.89
1	10797096	25.89
1	10907889	25.9
1	10913872	25.92
1	10933903	25.95
1	10985681	25.97
1	10987458	25.97
1	11049111	25.98
1	11057281	25.98
1	11064957	25.99
1	11076225	25.99
1	11081928	26.0
1	11196688	26.2
1	11199919	26.22
1	11257446	26.38
1	11305255	26.4
1	11330678	26.44
1	11387310	26.48
1	11389481	26.5
1	11482369	26.54
1	11488629	26.56
1	11561140	26.58
1	11570184	26.6
1	11612262	26.62
1	11617940	26.64
1	11779840	27.08
1	11864294	27.09
1	11938786	27.11
1	12016870	27.44
1	12034911	27.47
1	12039426	27.48
1	12068980	27.5
1	12074936	27.54
1	12181818	27.63
1	12188318	27.64
1	12226910	27.68
1	12233948	27.7
1	12236793	27.71
1	12252830	27.73
1	12265172	27.74
1	12271948	27.76
1	12296246	28.0
1	12338856	28.5
1	12340896	28.5
1	12344409	28.51
1	12402226	28.52
1	12444960	28.53
1	12518643	28.55
1	12554575	28.56
1	12574360	28.57
1	12588915	28.58
1	12618918	28.58
1	12622899	28.59
1	12756228	28.6
1	12918690	28.61
1	12947993	28.62
1	13033189	28.64
1	13063766	28.7
1	13075114	28.7
1	13232048	28.7
1	13478544	28.71
1	13564671	28.71
1	13655458	28.71
1	13706130	28.72
1	13716130	28.72
1	13760004	28.72
1	13803185	28.75
1	13862172	28.77
1	13916452	28.78
1	13977329	29.94
1	14103550	29.98
1	14143812	30.0
1	14215022	30.8
1	14217106	30.82
1	14220480	30.88
1	14226688	30.9
1	14343142	31.0
1	14490272	31.4
1	14547886	31.5
1	14564480	31.54
1	14586771	31.56
1	14598328	31.83
1	14600914	31.83
1	14650492	31.85
1	14734004	32.0
1	14908290	32.94
1	14911188	32.94
1	14956498	32.96
1	14965028	32.97
1	15018156	32.98
1	15071668	33.0
1	15089657	33.4
1	15199145	33.51
1	15261248	34.0
1	15296687	34.18
1	15395790	34.2
1	15479122	34.22
1	15648684	34.4
1	15861344	35.0
1	15901368	35.39
1	15903672	35.4
1	15935287	35.45
1	16036052	35.46
1	16125940	35.48
1	16179749	35.5
1	16253434	35.6
1	16309932	35.7
1	16336925	35.72
1	16457437	35.88
1	16609668	35.89
1	16621715	35.9
1	16640758	35.91
1	16645692	35.92
1	16705578	35.98
1	16846972	36.0
1	16873777	36.03
1	17036456	36.4
1	17042700	36.45
1	17051742	36.5
1	17083454	36.73
1	17264362	36.81
1	17438538	36.85
1	17511594	36.91
1	17515197	36.93
1	17598344	37.0
1	17671768	37.1
1	17703006	37.2
1	17728688	37.3
1	17735432	37.4
1	17825205	37.92
1	17848823	37.94
1	17864363	37.95
1	17869793	37.96
1	17875500	37.97
1	17896730	37.99
1	17900912	38.0
1	17915583	38.06
1	17938373	38.08
1	17945662	38.1
1	17982191	38.13
1	18028638	38.14
1	18043210	38.15
1	18055790	38.17
1	18083031	38.18
1	18146820	38.19
1	18186730	38.2
1	18202274	38.25
1	18330938	38.3
1	18337704	38.31
1	18388913	38.32
1	18400287	38.33
1	18483686	38.34
1	18641438	38.35
1	18785218	38.36
1	18793806	38.37
1	18831918	38.38
1	18900631	38.4
1	19044984	38.42
1	19105661	38.44
1	19192744	38.48
1	19200292	38.49
1	19310513	38.5
1	19461894	38.7
1	19536852	38.78
1	19577392	38.8
1	19642378	38.96
1	19736416	39.0
1	19756162	39.28
1	19810951	39.28
1	19873349	39.29
1	19967337	39.4
1	19983682	39.41
1	20074074	39.42
1	20114618	39.43
1	20150715	39.47
1	20155926	39.47
1	20260032	39.48
1	20279385	39.49
1	20385114	39.49
1	20458518	39.5
1	20590498	39.5
1	20685856	39.53
1	20699222	39.55
1	20785876	39.56
1	20858080	39.57
1	21044692	39.58
1	21140402	39.59
1	21146218	39.6
1	21403539	39.7
1	21534356	39.77
1	21615210	39.8
1	21623022	40.0
1	21626310	40.04
1	21650592	40.11
1	21702369	40.13
1	21734909	40.15
1	21758742	40.2
1	21763024	40.48
1	21787310	40.5
1	21792413	40.54
1	21827333	40.6
1	21831538	40.62
1	21834830	40.65
1	21849759	40.7
1	21868150	41.0
1	21912664	41.45
1	22119793	41.46
1	22438562	41.47
1	22472927	41.48
1	22560800	41.48
1	22568264	41.48
1	22650576	41.48
1	22693400	41.48
1	22700728	41.48
1	22773863	41.49
1	22814161	41.49
1	22824288	41.49
1	22828528	41.49
1	22832410	41.49
1	22919932	41.49
1	22957022	41.5
1	23075280	41.5
1	23078792	41.6
1	23131398	41.62
1	23305856	41.8
1	23410819	41.88
1	23416028	41.9
1	23434338	42.0
1	23439094	42.02
1	23621232	42.3
1	23769829	42.5
1	23788886	42.5
1	23805595	42.5
1	23814890	42.5
1	23822218	42.51
1	24079282	42.51
1	24112758	42.52
1	24199304	42.52
1	24354342	42.78
1	24373560	42.8
1	24455060	42.82
1	24557052	43.0
1	24730954	45.0
1	24747594	45.1
1	24892646	45.2
1	24940064	45.26
1	24956263	45.28
1	24960646	45.3
1	25093326	45.32
1	25265580	45.34
1	25274146	45.36
1	25319968	46.0
1	25337190	46.0
1	25398756	46.3
1	25480254	46.32
1	25486550	46.34
1	25493084	46.4
1	25504192	46.45
1	25508081	46.47
1	25521618	46.5
1	25527748	46.51
1	25536006	46.54
1	25562622	46.56
1	25682106	46.71
1	25688016	46.71
1	25693084	46.72
1	25769530	46.75
1	25807762	46.8
1	25948762	47.0
1	26105041	47.23
1	26195737	47.25
1	26283735	47.27
1	26376946	47.4
1	26643068	47.5
1	26657758	47.8
1	26670182	47.81
1	26809546	47.81
1	26814600	47.82
1	27034964	47.83
1	27041755	47.83
1	27063010	47.84
1	27169347	47.84
1	27254467	47.85
1	27327236	47.86
1	27343972	47.86
1	27454405	47.87
1	27572217	47.89
1	27586738	47.89
1	27720791	47.9
1	27745741	47.91
1	27808756	47.92
1	27847123	47.96
1	27923268	48.0
1	27983272	48.5
1	28151710	48.52
1	28326133	49.02
1	28364636	49.04
1	28368988	49.06
1	28393510	49.1
1	28471370	49.4
1	28556137	49.45
1	28580978	49.46
1	28862634	49.5
1	28911810	49.52
1	28971842	49.53
1	28975974	49.54
1	29174550	49.56
1	29238349	49.6
1	29396254	49.62
1	29509362	49.64
1	29553406	49.66
1	29681698	49.7
1	29813764	49.71
1	29972406	49.73
1	30065472	49.75
1	30079174	49.77
1	30242054	49.8
1	30519220	49.84
1	30635450	49.85
1	30740548	49.86
1	30749115	49.87
1	30793159	49.91
1	30797905	49.92
1	31046382	50.0
1	31060574	50.02
1	31206991	50.22
1	31242700	50.24
1	31249462	50.25
1	31378500	50.26
1	31440565	50.28
1	31493294	50.3
1	31738852	50.38
1	31743661	50.6
1	31762852	51.2
1	31840739	51.21
1	31940108	51.22
1	31988184	51.22
1	32018654	51.24
1	32050134	51.24
1	32122615	51.25
1	32130567	51.25
1	32167624	51.26
1	32195524	51.28
1	32371188	51.5
1	32498152	51.73
1	32510980	51.75
1	32552192	51.77
1	32633732	51.9
1	32809001	52.12
1	32841526	52.13
1	32862382	52.21
1	32985306	52.61
1	33105795	52.63
1	33114562	52.65
1	33260196	52.68
1	33310876	52.7
1	33400428	52.72
1	33427537	52.74
1	33451089	52.75
1	33463544	52.76
1	33513155	52.77
1	33771922	52.8
1	33853602	52.88
1	33860392	52.9
1	33970655	52.91
1	34135582	52.92
1	34166817	52.93
1	34217635	52.95
1	34277856	52.96
1	34284687	52.97
1	34323551	52.98
1	34337166	52.98
1	34525874	53.0
1	34552166	53.02
1	34588978	53.03
1	34594016	53.04
1	34600979	53.05
1	34744270	53.12
1	34759256	53.16
1	34830794	54.6
1	34873828	54.7
1	34889737	54.75
1	34903824	54.76
1	34978728	54.78
1	35066341	54.8
1	35176922	54.84
1	35405450	54.86
1	35442893	54.92
1	35512824	54.96
1	35688818	55.0
1	35694334	55.02
1	35722784	55.08
1	35879934	55.2
1	35913512	55.22
1	36021951	55.25
1	36145398	55.28
1	36152886	55.3
1	36186176	55.32
1	36357437	55.42
1	36437568	55.76
1	36499362	55.78
1	36744964	55.8
1	36862465	56.0
1	36921138	56.05
1	37055488	56.07
1	37078864	56.08
1	37164358	56.09
1	37257336	56.1
1	37342600	56.13
1	37420801	56.15
1	37499023	56.25
1	37623894	56.25
1	37657903	56.25
1	37765982	56.26
1	37815710	56.27
1	37975670	56.27
1	37983152	56.27
1	38030520	56.28
1	38100744	56.29
1	38170042	56.3
1	38218130	56.31
1	38223179	56.32
1	38256924	56.32
1	38264612	56.32
1	38271024	56.32
1	38312312	56.33
1	38493944	56.35
1	38556708	56.36
1	38562472	56.37
1	38575212	56.38
1	38662922	56.4
1	38736708	56.43
1	38791864	56.46
1	38793697	56.46
1	38815203	56.47
1	38965569	56.5
1	38975136	56.52
1	38982896	56.54
1	38991003	56.58
1	38998128	56.59
1	39040020	56.6
1	39068341	57.0
1	39143756	57.4
1	39254868	57.43
1	39320331	57.45
1	39328650	57.47
1	39535356	57.52
1	39614767	57.52
1	39672272	57.52
1	39677156	57.52
1	39686101	57.52
1	39743404	57.53
1	39822600	57.53
1	39834664	57.53
1	39862990	57.53
1	39966396	57.53
1	40007462	57.54
1	40091756	57.54
1	40142010	57.54
1	40293399	57.54
1	40366608	57.54
1	40465042	57.54
1	40521492	57.54
1	40597177	57.55
1	40738164	57.55
1	40743304	57.59
1	40847760	57.6
1	41029987	57.6
1	41032933	57.61
1	41139208	57.63
1	41146294	57.64
1	41167182	57.66
1	41272674	57.68
1	41300494	57.72
1	41376799	57.76
1	41410910	57.78
1	41421712	57.79
1	41474772	57.8
1	41628472	57.82
1	41697360	57.98
1	41810203	58.0
1	41858584	58.02
1	41968190	59.0
1	42012534	60.0
1	42022619	60.02
1	42031771	60.08
1	42037256	60.1
1	42148310	60.12
1	42335252	60.14
1	42361068	60.16
1	42365700	60.18
1	42707194	61.56
1	42709624	61.58
1	42783719	61.59
1	42907104	61.6
1	42953124	64.1
1	42957336	64.2
1	42967606	64.3
1	42973567	64.32
1	42981116	64.35
1	43066740	64.4
1	43269720	64.44
1	43342184	64.46
1	43350012	64.5
1	43455817	64.67
1	43526287	64.81
1	43529860	64.81
1	43533425	64.82
1	43626395	64.87
1	43634722	64.89
1	43638742	64.9
1	43794164	64.92
1	43869459	65.03
1	43964840	65.05
1	44001474	65.1
1	44150312	65.11
1	44158043	65.12
1	44175086	65.13
1	44181085	65.13
1	44342450	65.15
1	44350525	65.16
1	44599182	65.18
1	44732407	66.3
1	44797999	66.4
1	44898748	66.48
1	44910826	66.5
1	45133042	66.78
1	45161410	66.8
1	45195820	66.82
1	45220152	66.86
1	45307343	66.98
1	45313341	67.0
1	45452221	67.04
1	45468819	67.06
1	45514544	67.19
1	45566004	67.46
1	45567956	67.48
1	45594889	67.5
1	45749260	67.6
1	45759142	67.62
1	45771387	67.64
1	45776938	67.65
1	45782574	67.66
1	45786891	67.66
1	45903876	67.67
1	45961862	67.69
1	45966161	67.7
1	45968644	67.72
1	45977502	67.8
1	46072168	67.84
1	46247280	67.9
1	46290070	67.94
1	46512479	68.0
1	46521260	68.01
1	46570250	68.02
1	46690821	68.42
1	46697841	68.43
1	46962160	68.49
1	46984924	68.5
1	46990812	68.52
1	47122238	69.0
1	47123316	69.0
1	47138754	69.16
1	47275104	69.52
1	47333359	69.58
1	47340852	69.6
1	47421446	69.8
1	47535118	69.83
1	47780780	69.89
1	47834436	69.96
1	47926396	70.0
1	47938530	70.04
1	47951499	70.06
1	47964312	70.08
1	47977316	70.09
1	47989967	70.09
1	48002445	70.1
1	48028912	70.1
1	48370186	70.15
1	48498240	70.2
1	48526427	70.21
1	48612714	70.23
1	48715756	70.25
1	48728834	70.26
1	48831598	70.27
1	48932998	70.3
1	48971418	70.31
1	49034872	70.32
1	49098301	70.33
1	49168692	70.35
1	49254911	70.4
1	49426070	70.42
1	49431346	70.5
1	49465818	70.51
1	49652554	70.55
1	49885822	70.68
1	49943276	70.69
1	49955824	70.7
1	50508362	70.75
1	50573619	70.76
1	50587071	70.78
1	50820734	70.8
1	50921664	71.0
1	50926406	71.1
1	50952782	71.2
1	51181454	71.4
1	51185516	71.48
1	51188158	71.5
1	51217938	71.55
1	51277662	71.88
1	51299058	71.9
1	51437250	72.0
1	51623538	72.61
1	51629208	72.62
1	51769155	72.63
1	51963084	72.65
1	51980265	72.66
1	52044102	72.67
1	52105647	73.0
1	52134794	73.05
1	52208048	73.1
1	52297524	73.12
1	52400668	73.98
1	52490078	74.0
1	52602380	74.2
1	52644400	74.22
1	52649182	74.23
1	52690674	74.23
1	52755380	74.24
1	52768251	74.25
1	52827440	74.3
1	52853596	74.4
1	52912004	74.42
1	52991454	78.0
1	53040132	78.5
1	53208108	78.52
1	53232982	79.0
1	53330052	79.02
1	53480691	79.1
1	53697780	79.3
1	53709985	79.4
1	53911576	79.5
1	54024544	79.54
1	54077227	79.56
1	54200672	79.75
1	54269926	79.77
1	54376528	79.78
1	54487682	79.9
1	54502499	80.0
1	54557576	80.05
1	54625636	80.06
1	54689168	80.1
1	54691994	80.12
1	54914304	80.16
1	55143426	80.19
1	55148389	80.2
1	55158046	80.21
1	55228344	80.23
1	55377678	80.5
1	55487782	80.76
1	55545177	80.78
1	55552389	80.79
1	55555596	80.8
1	55591144	81.0
1	56191148	82.0
1	56282048	82.1
1	56282944	82.13
1	56341226	82.2
1	56347304	82.21
1	56426578	82.22
1	56562434	82.24
1	56679700	82.27
1	56685053	82.28
1	56690947	82.29
1	56695696	82.29
1	56823336	83.0
1	56888112	83.0
1	56890729	83.0
1	56910144	83.01
1	56916602	83.01
1	57022376	83.75
1	57389976	83.9
1	57412178	83.9
1	57447011	83.9
1	57456604	83.9
1	57572386	83.9
1	57599650	83.91
1	57675410	83.91
1	57766508	83.91
1	57839964	83.91
1	57932454	83.91
1	57937356	83.92
1	58148054	83.93
1	58349449	83.94
1	58422175	83.94
1	58425450	83.95
1	58429286	83.95
1	58533750	83.96
1	58636908	83.97
1	58797895	83.98
1	59156967	83.99
1	59333662	84.0
1	59569405	84.08
1	59572887	84.1
1	59611394	84.13
1	59708360	84.15
1	59813031	84.2
1	59906168	84.25
1	60002380	84.26
1	60005239	84.27
1	60118918	84.28
1	60171358	84.3
1	60225346	84.33
1	60230886	84.34
1	60236120	84.34
1	60243908	84.36
1	60292818	84.38
1	60310206	84.39
1	60358554	84.39
1	60365179	84.4
1	60404002	84.4
1	60584633	84.4
1	60831733	85.1
1	60855591	85.12
1	60928858	85.14
1	61027179	85.17
1	61091916	85.17
1	61140765	85.18
1	61152096	85.19
1	61260054	85.21
1	61268188	85.44
1	61389654	85.48
1	61427976	85.49
1	61579308	87.5
1	61750412	87.58
1	61755044	87.58
1	61760810	87.58
1	61801876	87.59
1	61838272	87.6
1	62071465	87.63
1	62085516	87.65
1	62276962	87.66
1	62466667	87.67
1	62482598	87.67
1	62561848	87.68
1	62652698	87.68
1	62658986	87.68
1	62664059	87.69
1	62697538	87.69
1	62803566	87.7
1	62898893	87.71
1	63023092	87.72
1	63060970	87.75
1	63140928	87.77
1	63153882	87.78
1	63174140	87.78
1	63178518	87.78
1	63182403	87.78
1	63356463	87.79
1	63505924	87.79
1	63699072	87.8
1	63716086	87.8
1	63771766	87.81
1	63808584	87.82
1	63841945	87.84
1	63910408	87.86
1	63979652	87.88
1	64025392	87.9
1	64137798	87.95
1	64147706	88.0
1	64180056	88.01
1	64283139	88.01
1	64372060	88.02
1	64572046	88.02
1	64697198	88.02
1	64758208	88.03
1	64809486	88.03
1	64874012	88.03
1	64879649	88.04
1	65030840	88.04
1	65115108	88.04
1	65202382	88.05
1	65251214	88.05
1	65512784	88.05
1	65587252	88.06
1	65645681	88.06
1	65830592	88.06
1	65852840	88.07
1	65895769	88.07
1	65901822	88.07
1	66111668	88.08
1	66125472	88.09
1	66198716	88.09
1	66375906	88.1
1	66493138	88.2
1	66576051	88.3
1	66859752	88.4
1	66870088	88.42
1	67191574	88.6
1	67226868	88.68
1	67234112	88.7
1	67356622	88.8
1	67482856	89.9
1	67510834	89.91
1	67657678	89.91
1	67797766	89.92
1	67813411	89.92
1	67830240	89.92
1	67852120	89.92
1	67935568	89.92
1	67944462	89.93
1	68070392	89.93
1	68073642	89.96
1	68199478	90.0
1	68279994	90.23
1	68433290	90.24
1	68561012	90.24
1	68566194	90.24
1	68693489	90.25
1	68771131	90.25
1	68872450	90.25
1	68885837	90.26
1	68890217	90.26
1	68997221	90.26
1	69009244	90.27
1	69015414	90.27
1	69113622	90.28
1	69329998	90.3
1	69562128	95.5
1	69708930	95.6
1	69766037	95.62
1	69883980	95.7
1	70048871	95.74
1	70087580	95.76
1	70419880	95.78
1	70426729	95.8
1	70696629	95.9
1	70937043	96.0
1	71084492	96.08
1	71095788	96.1
1	71248424	96.13
1	71294619	96.15
1	71561019	96.19
1	71566618	96.2
1	71689200	96.5
1	71864084	96.58
1	72141376	96.8
1	72144028	96.8
1	72162196	96.82
1	72507730	96.84
1	72634518	96.86
1	72708172	96.86
1	72839133	96.89
1	72969592	96.9
1	73235286	97.0
1	73362984	97.02
1	73424032	97.09
1	73512969	97.16
1	73774519	97.18
1	73896012	97.2
1	74023899	97.51
1	74028804	97.52
1	74158592	97.7
1	74337108	97.74
1	74617908	97.95
1	74872876	97.97
1	74888848	97.98
1	74931172	98.01
1	75027690	98.03
1	75030035	98.03
1	75123706	98.04
1	75265084	98.05
1	75283933	98.05
1	75372730	98.05
1	75392224	98.05
1	75423231	98.06
1	75431752	98.06
1	75748834	98.06
1	75801153	98.07
1	75827806	98.08
1	75871198	98.08
1	76074674	98.09
1	76279743	98.1
1	76384142	98.11
1	76612146	98.12
1	77052428	98.13
1	77164551	98.14
1	77322404	98.15
1	77452683	98.2
1	77562454	98.21
1	77597587	98.21
1	77867906	98.22
1	77970893	98.22
1	77984149	98.22
1	78077227	98.23
1	78117740	98.23
1	78122823	98.23
1	78217992	98.23
1	78319123	98.23
1	79116911	98.23
1	79161587	98.24
1	79197770	98.24
1	79388499	98.24
1	79455102	98.24
1	79809740	98.25
1	79873848	98.25
1	79881102	98.25
1	79971979	98.3
1	80067157	98.4
1	80154388	98.45
1	80517996	99.0
1	80525026	99.1
1	80537812	99.12
1	80568099	99.16
1	80665490	99.48
1	80823670	99.5
1	80882948	99.53
1	80898570	99.54
1	81003508	99.55
1	81007021	99.6
1	81013962	99.61
1	81104040	99.62
1	81291562	99.64
1	81425432	99.65
1	81464944	99.66
1	81571224	99.69
1	81663676	99.7
1	81757359	99.79
1	81761866	99.8
1	81901364	99.82
1	82006801	99.84
1	82103084	99.9
1	82236744	99.95
1	82297720	100.0
1	82311091	100.1
1	82345036	100.11
1	82370075	100.11
1	82376524	100.12
1	82383274	100.12
1	82405192	100.13
1	82442412	100.15
1	82588982	100.18
1	82723812	100.2
1	82829571	100.3
1	82838388	100.32
1	82969974	100.33
1	83001658	100.35
1	83213769	100.37
1	83216456	100.38
1	83319317	100.4
1	83403866	101.25
1	83511128	101.25
1	83535297	101.25
1	83762146	101.26
1	84028014	101.27
1	84247859	101.28
1	84276620	101.28
1	84351316	101.29
1	84498915	101.3
1	84646606	101.32
1	84653429	101.33
1	84685606	101.34
1	85182078	101.5
1	85241684	101.58
1	85310304	101.6
1	85314990	101.6
1	85330042	101.61
1	85442082	101.62
1	85532099	101.66
1	85659128	101.69
1	85708268	101.7
1	85817003	101.72
1	85951705	101.8
1	86493874	101.9
1	86666468	102.0
1	86777000	102.1
1	86934710	102.36
1	87024481	102.4
1	87207155	102.5
1	87216660	102.51
1	87385809	102.53
1	87639556	102.56
1	87654203	102.57
1	87990057	102.62
1	88195712	102.64
1	88348452	102.65
1	88547643	102.65
1	88752898	102.66
1	88832414	102.7
1	88937351	102.71
1	89049757	102.73
1	89114834	102.74
1	89121020	102.75
1	89137964	102.75
1	89148072	102.76
1	89504852	102.78
1	89611148	102.8
1	89667815	102.82
1	89987010	102.96
1	90030538	102.96
1	90100024	102.96
1	90133970	102.97
1	90305108	102.97
1	90311582	102.97
1	90581684	102.98
1	91149894	103.0
1	91377306	103.1
1	91382308	103.12
1	91489465	103.15
1	91717724	103.2
1	91944165	103.25
1	92057006	103.3
1	92295426	104.23
1	92353462	104.25
1	92449662	104.27
1	92566347	104.31
1	92661648	104.5
1	92888056	104.98
1	92988754	105.0
1	93478472	106.0
1	93618724	106.03
1	93791020	106.06
1	94081800	106.08
1	94152112	106.1
1	94359648	106.2
1	94788099	106.21
1	94909465	106.22
1	95103488	106.22
1	95698416	106.23
1	95826835	106.24
1	96028962	106.25
1	96169638	106.3
1	96222930	106.32
1	96229478	106.33
1	96239226	106.35
1	96336495	106.4
1	96439185	106.42
1	96459198	106.43
1	96542762	106.43
1	96829973	106.43
1	97452896	106.44
1	97503915	106.44
1	97511888	106.44
1	97632332	106.45
1	97712796	106.46
1	98082496	106.5
1	98536623	106.75
1	98887256	106.77
1	99052748	106.97
1	99056345	106.99
1	99062002	107.0
1	99202138	107.3
1	99501116	107.65
1	99568867	107.67
1	99728525	107.68
1	99765886	107.7
1	99952596	107.71
1	100059898	107.71
1	100184048	107.72
1	100398432	107.73
1	100476964	107.74
1	100562822	107.74
1	100606670	107.75
1	100989340	107.76
1	101153126	107.77
1	101310124	107.77
1	101452326	107.77
1	102058756	107.78
1	102374612	107.8
1	102727634	107.9
1	103210328	107.98
1	103211244	107.99
1	103264192	108.0
1	103508601	108.01
1	103931644	108.03
1	104118988	108.03
1	104264604	108.05
1	104633082	108.08
1	104946307	108.1
1	105023624	108.12
1	105264480	108.2
1	105458708	108.22
1	105461910	108.3
1	105905662	108.32
1	106130545	108.4
1	106173324	108.45
1	106263728	108.5
1	106765064	108.6
1	106845504	108.61
1	107276627	108.62
1	107285568	108.63
1	107366994	108.63
1	107499551	108.68
1	107565052	108.7
1	107674745	108.74
1	107803051	108.78
1	108036560	108.8
1	108129682	108.82
1	108493434	108.87
1	108501546	108.88
1	108551231	108.89
1	108553178	108.89
1	108799280	108.9
1	108824926	108.9
1	108992606	109.0
1	109086186	109.0
1	109093552	109.0
1	109426961	109.0
1	109464959	109.0
1	109748676	109.0
1	109867520	109.0
1	110210871	109.01
1	111256844	109.01
1	111712480	109.02
1	112108961	109.02
1	112253045	109.04
1	112402840	109.06
1	112530827	109.1
1	112608286	109.11
1	112894910	109.12
1	113215020	109.14
1	113621243	109.16
1	114025180	109.22
1	114201604	109.24
1	114250879	109.26
1	114277708	109.28
1	114355885	109.3
1	114413276	109.31
1	114436465	109.31
1	114984263	109.32
1	115181365	109.32
1	115384507	109.32
1	116568306	109.33
1	116838626	109.33
1	117067238	109.33
1	117279588	109.46
1	117308874	109.5
1	117432984	109.52
1	117720406	109.53
1	118175382	109.54
1	118860374	109.56
1	120274156	109.58
1	120807462	109.59
1	121180560	109.6
1	121219799	109.63
1	121467772	109.7
1	121828738	109.72
1	122027396	109.75
1	122091101	109.75
1	122208606	109.75
1	122704692	109.75
1	123405062	109.76
1	123690486	109.76
1	123912976	109.76
1	124030048	109.77
1	124321024	109.77
1	124385924	109.77
1	125221569	109.77
1	125649152	109.77
1	126017091	109.78
