chr	pos	cM
chr07	52098992	50.116
chr07	52498605	50.491
chr07	52974360	53.523
chr07	53799659	56.745
chr07	56651862	63.806
chr08	4092287	10.679
chr08	4596385	12.496
chr08	6321786	15.476
chr08	8091997	16.102
chr08	8472056	17.856
chr08	30025471	19.828
chr08	38130833	25.092
chr08	38300248	25.921
chr08	38961474	25.817
chr08	43117840	27.618
chr08	44459370	29.081
chr08	45919434	37.056
chr08	47690843	38.252
chr08	56271396	59.685
chr08	57177168	62.25
chr08	57274863	62.253
chr08	57358335	63.404
chr08	57690192	64.687
chr08	57771519	64.377
chr08	58422287	65.698
chr09	831875	4.927
chr09	4114138	20.566
chr09	34137871	39.625
chr09	46801848	39.514
chr09	54181202	45.609
chr09	54297084	45.817
chr09	54815626	46.593
chr09	55253949	51.48
chr09	55353103	56.142
chr09	56104281	50.736
chr09	56552391	54.987
chr09	56555736	55.203
chr09	56953438	55.642
chr09	57976818	58.667
chr09	58329653	61.222
chr09	58413779	61.264
chr09	58912293	60.697
chr09	60883822	65.375
chr09	61013927	65.671
chr09	61110298	66.79
chr09	61762534	66.664
chr09	62033713	70.956
chr09	62885757	72.562
chr09	64007875	75.748
chr09	64428872	76.93
chr09	64828084	79.161
chr09	66300693	82.423
chr09	66320339	82.536
chr09	66777078	87.866
chr09	66778416	86.542
chr09	67360701	86.621
chr10	291396	2.595
chr10	1614384	6.575
chr10	1826253	9.56
chr10	2346214	8.962
chr10	6642729	22.556
chr10	29688859	20.137
chr10	30749475	21.352
chr10	31387549	23.528
chr10	35603439	25.672
chr10	36968160	23.048
chr10	44301243	26.728
chr10	45867762	26.604
chr10	46391532	27.672
chr10	48174762	36.298
chr10	49233562	37.794
chr10	52087178	45.883
chr10	53051560	46.077
chr10	53142228	47.01
chr10	55254858	50.273
chr10	57342715	57.701
chr10	57502157	57.235
chr10	57586970	58.919
chr10	58324929	62.297
chr10	59248708	68.865
chr11	675706	7.188
chr11	2579325	0.759
chr11	3258263	3.765
chr11	3575362	12.567
chr11	3695457	4.712
chr11	4000873	15.715
chr11	4242408	5.452
chr11	5321940	17.585
chr11	6166561	8.301
chr11	6413576	9.381
chr11	8901167	26.204
chr11	9118092	26.74
chr11	9491422	27.637
chr11	16224599	37.27
chr11	37615241	36.859
chr11	40128268	44.569
chr11	40806074	48.053
chr11	42186332	47.372
chr11	42273649	50.616
chr11	42408537	47.907
chr11	43021081	53.299
chr11	43727992	53.878
chr11	43731390	53.049
chr11	44454708	56.684
chr11	45525054	58.097
chr11	45740690	61.922
chr12	261416	69.698
chr12	568082	69.512
chr12	1781003	66.841
chr12	3430218	60.796
chr12	3663191	60.994
chr12	4098875	50.571
chr12	6017006	40.012
chr12	7297924	44.555
chr12	49357724	27.502
chr12	50680228	28.975
