source_file	map_id	linkage_group	locus	cM	bin	gene_model	chr	start	end	has_nam5_position	pos
maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2	Zm00001eb108700	129.92		Zm00001eb108700	2	216986357.0	216989352.0	True	216987854
maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2	npi210	134.13		Zm00001eb110260	2	220376775.0	220399460.0	True	220388118
maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2	IDP4500	134.24		Zm00001eb110260	2	220376775.0	220399460.0	True	220388118
maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2	si606024g06	156.01		Zm00001eb115010	2	235237031.0	235247015.0	True	235242023
maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2	BG266188	156.02		Zm00001eb115010	2	235237031.0	235247015.0	True	235242023
maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2	LOC100384237	158.24		Zm00001eb115600	2	236536221.0	236629737.0	True	236582979
maizegdb_genetic1_1203638_map_text_BROWSER.txt	1203638	2	LOC103649462	158.24		Zm00001eb115600	2	236536221.0	236629737.0	True	236582979
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	acm1	0.7		Zm00001eb118950	3	1663801.0	1672108.0	True	1667954
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	nlp6	0.7		Zm00001eb118950	3	1663801.0	1672108.0	True	1667954
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	A0A1D6MJB1	3.03		Zm00001eb122200	3	9385180.0	9391589.0	True	9388384
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	A0A1D6MJB1	31.52		Zm00001eb122200	3	9385180.0	9391589.0	True	9388384
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl34559_1	55.92		Zm00001eb128960	3	45004185.0	45013034.0	True	45008610
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	dnaj123	55.92		Zm00001eb128960	3	45004185.0	45013034.0	True	45008610
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	drg12	58.69		Zm00001eb130760	3	58585008.0	58607920.0	True	58596464
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	tha1	58.69	3.04	Zm00001eb130760	3	58585008.0	58607920.0	True	58596464
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d042075	82.67		Zm00001eb140800	3	150481704.0	150495227.0	True	150488466
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	nced14	82.67		Zm00001eb140800	3	150481704.0	150495227.0	True	150488466
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	XLOC_030508	84.38		Zm00001eb141670	3	154896834.0	154985326.0	True	154941080
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cl3398_1	84.4		Zm00001eb141670	3	154896834.0	154985326.0	True	154941080
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d042388	92.08		Zm00001eb143640	3	164781190.0	164787418.0	True	164784304
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	ppr181	92.08		Zm00001eb143640	3	164781190.0	164787418.0	True	164784304
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC103650964	104.26		Zm00001eb146790	3	180708589.0	180718091.0	True	180713340
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d042733	104.26		Zm00001eb146790	3	180708589.0	180718091.0	True	180713340
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC103651053	117.09		Zm00001eb149150	3	188665919.0	188668132.0	True	188667026
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC103651053	117.09		Zm00001eb149150	3	188665919.0	188668132.0	True	188667026
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	IDP813	136.1		Zm00001eb153240	3	202895117.0	202902061.0	True	202898589
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100285659	136.1		Zm00001eb153240	3	202895117.0	202902061.0	True	202898589
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wak24	149.57		Zm00001eb156250	3	212494337.0	212509850.0	True	212502094
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wakl25	149.57		Zm00001eb156250	3	212494337.0	212509850.0	True	212502094
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cah3	170.1		Zm00001eb158800	3	220943426.0	220956356.0	True	220949891
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cah2	170.11		Zm00001eb158800	3	220943426.0	220956356.0	True	220949891
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	cah123	172.0		Zm00001eb158800	3	220943426.0	220956356.0	True	220949891
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	LOC100383208	177.94		Zm00001eb159540	3	223314839.0	223333321.0	True	223324080
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	Zm00001d044186	177.94		Zm00001eb159540	3	223314839.0	223333321.0	True	223324080
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	C4J6R6	189.21		Zm00001eb160620	3	226897175.0	226901259.0	True	226899217
maizegdb_genetic1_1203639_map_text_BROWSER.txt	1203639	3	wrky7	189.21		Zm00001eb160620	3	226897175.0	226901259.0	True	226899217
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	LOC542694	0.03		Zm00001eb164300	4	557667.0	560880.0	True	559274
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	Zm00001d048582	0.03		Zm00001eb164300	4	557667.0	560880.0	True	559274
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	gras26	2.6		Zm00001eb164530	4	1357953.0	1365176.0	True	1361564
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	gras34	2.6		Zm00001eb164530	4	1357953.0	1365176.0	True	1361564
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	LOC103652767	20.95		Zm00001eb166600	4	6119406.0	6139139.0	True	6129272
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	LOC103652768	20.95		Zm00001eb166600	4	6119406.0	6139139.0	True	6129272
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	az22z3	20.95		Zm00001eb166600	4	6119406.0	6139139.0	True	6129272
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	z1A-3	25.4		Zm00001eb166950	4	6577881.0	6599682.0	True	6588782
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	LOC100533150	26.0		Zm00001eb166950	4	6577881.0	6599682.0	True	6588782
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	fl4	26.0		Zm00001eb166950	4	6577881.0	6599682.0	True	6588782
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	uaz129	26.0		Zm00001eb166950	4	6577881.0	6599682.0	True	6588782
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	Zm00001d049551	4.05		Zm00001eb172560	4	34759409.0	34761412.0	True	34760410
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	Zm00001d049551	62.57		Zm00001eb172560	4	34759409.0	34761412.0	True	34760410
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	jmj6	101.84		Zm00001eb191790	4	177405245.0	177552692.0	True	177478968
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	jmj9	101.85		Zm00001eb191790	4	177405245.0	177552692.0	True	177478968
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	jmj2	101.88		Zm00001eb191790	4	177405245.0	177552692.0	True	177478968
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	IDP4885	137.95		Zm00001eb199770	4	205037164.0	205041566.0	True	205039365
maizegdb_genetic1_1203640_map_text_BROWSER.txt	1203640	4	Zm00001d052882	137.95		Zm00001eb199770	4	205037164.0	205041566.0	True	205039365
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	IDP7849	11.4		Zm00001eb211480	5	2441909.0	2448986.0	True	2445448
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	LOC103625745	11.4		Zm00001eb211480	5	2441909.0	2448986.0	True	2445448
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	nactf6	16.1		Zm00001eb212120	5	3200016.0	3201908.0	True	3200962
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	nactf60	16.1		Zm00001eb212120	5	3200016.0	3201908.0	True	3200962
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	ca2p2	56.6		Zm00001eb220320	5	23241569.0	23245043.0	True	23243306
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	ca2p17	57.31		Zm00001eb220320	5	23241569.0	23245043.0	True	23243306
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	nbs4	67.88		Zm00001eb226700	5	57355421.0	57359985.0	True	57357703
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	nbs4	67.9		Zm00001eb226700	5	57355421.0	57359985.0	True	57357703
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	umc1212	68.94		Zm00001eb227350	5	60409442.0	60416147.0	True	60412794
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	umc2297	68.95		Zm00001eb227350	5	60409442.0	60416147.0	True	60412794
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	arid7	71.65		Zm00001eb229050	5	67393067.0	67424358.0	True	67408712
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	phd29	71.65		Zm00001eb229050	5	67393067.0	67424358.0	True	67408712
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	Zm00001d014957	72.05		Zm00001eb229550	5	69796193.0	70008885.0	True	69902539
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	tct1	72.05		Zm00001eb229550	5	69796193.0	70008885.0	True	69902539
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	mterf15	78.81		Zm00001eb234500	5	99415652.0	99424449.0	True	99420050
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	mterf16	78.81		Zm00001eb234500	5	99415652.0	99424449.0	True	99420050
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	myb157	79.35		Zm00001eb237460	5	137986868.0	138015382.0	True	138001125
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	mybr74	79.35		Zm00001eb237460	5	137986868.0	138015382.0	True	138001125
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	cdlb10	86.68		Zm00001eb242230	5	170184632.0	170191809.0	True	170188220
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	cl5474_1c	86.68		Zm00001eb242230	5	170184632.0	170191809.0	True	170188220
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	nfe101	98.8		Zm00001eb243850	5	176843012.0	176866114.0	True	176854563
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	pco069419	98.8		Zm00001eb243850	5	176843012.0	176866114.0	True	176854563
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	yg3	98.8		Zm00001eb243850	5	176843012.0	176866114.0	True	176854563
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	pme24	100.6		Zm00001eb244670	5	178942368.0	178950347.0	True	178946358
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	pap28	100.61		Zm00001eb244670	5	178942368.0	178950347.0	True	178946358
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	ypt2	118.0		Zm00001eb249220	5	195406176.0	195419974.0	True	195413075
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	ypt4	118.0		Zm00001eb249220	5	195406176.0	195419974.0	True	195413075
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	fls1	148.3		Zm00001eb256020	5	218516241.0	218572854.0	True	218544548
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	mpt1	148.3		Zm00001eb256020	5	218516241.0	218572854.0	True	218544548
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	pht18	148.31		Zm00001eb256020	5	218516241.0	218572854.0	True	218544548
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	umc1153	169.18		Zm00001eb259470	5	225172568.0	225175699.0	True	225174134
maizegdb_genetic1_1203641_map_text_BROWSER.txt	1203641	5	Zm00001d018542	169.38		Zm00001eb259470	5	225172568.0	225175699.0	True	225174134
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	lsd2	15.9		Zm00001eb261760	6	14304049.0	14306059.0	True	14305054
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	lsd2	16.66		Zm00001eb261760	6	14304049.0	14306059.0	True	14305054
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	mcj4	19.9		Zm00001eb265890	6	39480961.0	39707782.0	True	39594372
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	mcj6	19.9		Zm00001eb265890	6	39480961.0	39707782.0	True	39594372
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	abi50	24.1		Zm00001eb268800	6	66877701.0	66882477.0	True	66880089
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	LOC114574132	24.11		Zm00001eb268800	6	66877701.0	66882477.0	True	66880089
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	Zm00001d037315	58.36		Zm00001eb280490	6	127552487.0	127572482.0	True	127562484
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	nactf69	58.36		Zm00001eb280490	6	127552487.0	127572482.0	True	127562484
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	nactf8	58.36		Zm00001eb280490	6	127552487.0	127572482.0	True	127562484
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	dtc2	67.01		Zm00001eb283870	6	142054466.0	142109808.0	True	142082137
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	dtc1	67.02		Zm00001eb283870	6	142054466.0	142109808.0	True	142082137
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	me7	74.9		Zm00001eb285890	6	150321630.0	150375807.0	True	150348718
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	me2	75.0		Zm00001eb285890	6	150321630.0	150375807.0	True	150348718
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	aldr9	91.77		Zm00001eb289560	6	162627928.0	162633827.0	True	162630878
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	aldr9	93.94		Zm00001eb289560	6	162627928.0	162633827.0	True	162630878
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	LOC100276727	136.48		Zm00001eb297540	6	179505318.0	179508993.0	True	179507156
maizegdb_genetic1_1203642_map_text_BROWSER.txt	1203642	6	Zm00001d039188	136.48		Zm00001eb297540	6	179505318.0	179508993.0	True	179507156
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	mterf23	13.83		Zm00001eb299540	7	4226689.0	4244458.0	True	4235574
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	mterf24	13.83		Zm00001eb299540	7	4226689.0	4244458.0	True	4235574
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	zp2	38.65		Zm00001eb303160	7	19379978.0	19395176.0	True	19387577
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	AF546188.1_FG006	38.66		Zm00001eb303160	7	19379978.0	19395176.0	True	19387577
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	de30	38.67		Zm00001eb303160	7	19379978.0	19395176.0	True	19387577
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	LOC103632485	46.08		Zm00001eb308640	7	78371057.0	78380315.0	True	78375686
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	LOC103633936	46.08		Zm00001eb308640	7	78371057.0	78380315.0	True	78375686
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	LOC103632994	83.67		Zm00001eb317340	7	141345153.0	141371942.0	True	141358548
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	fat5	83.67		Zm00001eb317340	7	141345153.0	141371942.0	True	141358548
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	LOC100275421	93.59		Zm00001eb320750	7	152739354.0	152745482.0	True	152742418
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	pco107283	93.59		Zm00001eb320750	7	152739354.0	152745482.0	True	152742418
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	Zm00001d021706	101.49		Zm00001eb323490	7	164513036.0	164516771.0	True	164514904
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	pco070432b	101.5		Zm00001eb323490	7	164513036.0	164516771.0	True	164514904
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	umc2688c	110.88		Zm00001eb325640	7	169964029.0	169973084.0	True	169968556
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	cl42870_1	110.9		Zm00001eb325640	7	169964029.0	169973084.0	True	169968556
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	LOC103633372	115.45		Zm00001eb326120	7	171118052.0	171128111.0	True	171123082
maizegdb_genetic1_1203643_map_text_BROWSER.txt	1203643	7	LOC103633374	115.45		Zm00001eb326120	7	171118052.0	171128111.0	True	171123082
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	wakl40	26.92		Zm00001eb334630	8	9316123.0	10067523.0	True	9691823
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	wakl41	26.96		Zm00001eb334630	8	9316123.0	10067523.0	True	9691823
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	wakl42	27.0		Zm00001eb334630	8	9316123.0	10067523.0	True	9691823
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	ptk5	27.1		Zm00001eb334630	8	9316123.0	10067523.0	True	9691823
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	wakl45	27.18		Zm00001eb334630	8	9316123.0	10067523.0	True	9691823
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	wakl46	27.19		Zm00001eb334630	8	9316123.0	10067523.0	True	9691823
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	LOC103636793	39.74		Zm00001eb336910	8	18850668.0	18856159.0	True	18853414
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	LOC103636794	39.74		Zm00001eb336910	8	18850668.0	18856159.0	True	18853414
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	fla22	51.47		Zm00001eb343680	8	70848930.0	70854155.0	True	70851542
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	fla22.1	51.47		Zm00001eb343680	8	70848930.0	70854155.0	True	70851542
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	Zm00001d009657	54.1		Zm00001eb344440	8	74620124.0	75075039.0	True	74847582
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	arpp2a	54.1		Zm00001eb344440	8	74620124.0	75075039.0	True	74847582
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	arpp2a-2	54.1		Zm00001eb344440	8	74620124.0	75075039.0	True	74847582
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	elfa7	60.27		Zm00001eb346230	8	86303518.0	86306763.0	True	86305140
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	elfa8	60.27		Zm00001eb346230	8	86303518.0	86306763.0	True	86305140
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	cpp3	79.68		Zm00001eb352860	8	125151125.0	125155059.0	True	125153092
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	cpp8	82.4		Zm00001eb352860	8	125151125.0	125155059.0	True	125153092
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	hox1	84.3		Zm00001eb353320	8	126964622.0	126981586.0	True	126973104
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	trap1	84.3		Zm00001eb353320	8	126964622.0	126981586.0	True	126973104
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	RS2Z39	90.94		Zm00001eb355370	8	136153991.0	136156706.0	True	136155348
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	IDP778a	90.95		Zm00001eb355370	8	136153991.0	136156706.0	True	136155348
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	act11	93.12		Zm00001eb356050	8	138088298.0	138099096.0	True	138093697
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	uaz233a(act)	93.12		Zm00001eb356050	8	138088298.0	138099096.0	True	138093697
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	prh19	94.4		Zm00001eb356420	8	139606577.0	139630785.0	True	139618681
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	prh18	94.41		Zm00001eb356420	8	139606577.0	139630785.0	True	139618681
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	ppr448	103.27		Zm00001eb363330	8	165598927.0	165604044.0	True	165601486
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	psb28	103.27		Zm00001eb363330	8	165598927.0	165604044.0	True	165601486
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	cl11215_-2b	116.87		Zm00001eb366710	8	173016998.0	173022625.0	True	173019812
maizegdb_genetic1_1203644_map_text_BROWSER.txt	1203644	8	LOC103636448	116.88		Zm00001eb366710	8	173016998.0	173022625.0	True	173019812
