chr	pos	cM
1	22808830	100.072562
1	22864730	100.555658
1	22940565	100.795467
1	23035620	101.278562
1	23157352	102.008502
1	23236644	102.491598
1	23348340	102.731406
1	23540203	103.461346
1	23651098	103.701155
1	23799501	104.184250
1	23947565	105.676899
1	24024416	106.657322
1	24130331	106.897131
1	24295054	107.136939
1	24483686	113.026091
1	24665655	113.265900
1	24795288	113.995840
1	24845128	114.235648
1	24996516	114.475457
1	25288492	115.205397
1	25847848	115.445205
1	26538164	118.571223
1	27078947	118.811032
1	27661462	126.792539
1	28054566	128.027170
1	28254708	128.266978
1	28420727	128.750074
1	28529505	129.480014
1	28641389	129.719823
1	28746949	129.959631
1	28891948	130.199440
1	29471398	130.929380
1	30031789	134.634778
1	30116645	135.117874
1	30174469	135.357683
1	30331832	136.087623
1	30485895	136.327431
1	30524278	136.567240
1	30555102	136.807048
1	30727174	137.046857
1	30932170	137.286666
1	31004205	137.526474
1	31044074	137.766283
1	31353354	138.006091
1	31678135	138.245900
1	31727062	138.485709
1	31803030	138.725517
1	31905591	138.965326
1	32031657	139.205135
1	32142386	139.688230
1	32210878	140.171326
1	32284347	140.654421
1	32522151	140.894230
1	32808352	144.020248
1	33091623	145.254878
1	33451896	145.494687
1	33730458	145.734495
1	34263191	145.974304
1	34714263	146.214113
1	34802955	146.453921
1	34968277	146.937017
1	35105221	147.176825
1	35338652	147.659921
1	35594347	148.143017
1	35710326	148.382825
1	35870236	148.622634
1	36118599	149.857264
1	36405309	150.097073
1	36935951	150.336882
1	37478326	152.357359
1	37730225	152.597167
1	37848597	152.836976
1	37910911	153.076784
1	38018774	153.806724
1	38139101	154.046533
1	38272928	154.776473
1	38356060	155.016282
1	38393341	155.256090
1	38525505	157.010656
1	38827393	158.245287
1	39066096	160.535764
1	39230649	161.018859
1	39567223	161.501955
1	39801839	163.522432
1	39970253	163.762240
1	40295232	174.495087
1	40555815	178.200486
1	40767815	178.440294
1	40928585	182.744025
1	41026177	183.227120
1	41392836	188.149124
1	41730153	188.632219
1	41793139	189.362159
1	41896473	190.342583
1	42011646	190.825679
1	42061179	191.555619
1	42080122	192.038714
1	42136159	192.278523
1	42197884	192.761618
1	42231737	193.742042
1	42283013	194.225137
1	42345341	194.955077
1	42399128	195.438173
1	42603129	196.168113
1	42833191	197.660761
1	42906590	198.143857
1	42943862	199.636505
1	43012000	199.876313
1	43167899	200.606253
2	52754	0.000000
2	159160	0.239809
2	333654	3.945207
2	474644	4.675147
2	531576	5.158243
2	635938	5.398051
2	737394	5.881147
2	801232	6.364242
2	836328	6.604051
2	911411	7.584475
2	1064168	8.564898
2	1172232	8.804707
2	1216636	9.044515
2	1273457	9.284324
2	1399091	10.014264
2	1566659	10.744204
2	1747231	13.870222
2	1971397	14.353317
2	2099700	14.593126
2	2338034	15.323066
2	2609187	15.562875
2	2717898	16.045970
2	2808160	17.026394
2	2989003	17.509489
2	3188674	17.749298
2	3359948	17.989106
2	3757004	32.373210
2	4100592	33.353634
2	4221685	33.593442
2	4315205	33.833251
2	4485769	34.813674
2	4676619	36.306323
2	4814574	36.546131
2	4936536	38.566608
2	5029007	38.806417
2	5231939	39.536357
2	5647744	47.153393
2	5991758	48.646041
2	6161152	48.885850
2	6311514	49.125658
2	6605221	50.106082
2	6926176	54.108217
2	7048434	54.838157
2	7167164	55.077966
2	7315134	55.807906
2	7476820	61.046853
2	7714093	61.529949
2	7926545	61.769758
2	8367595	62.009566
2	8765069	62.492662
2	8853618	62.732470
2	8948095	63.462410
2	9069776	63.702219
2	9298934	64.185314
2	9527602	64.668410
2	9760950	64.908219
2	10056708	65.148027
2	10468520	66.128451
2	10921780	67.621099
2	11565916	67.860908
2	12068184	68.100716
2	13985146	70.665381
2	15874882	71.148476
2	15989398	71.388285
2	16122778	71.628094
2	16180155	71.867902
2	16333643	72.107711
2	16507469	72.347520
2	17312886	72.587328
2	18101338	73.070424
2	18299791	73.310232
2	18499027	73.550041
2	18587219	73.789850
2	18670156	74.029658
2	18723152	74.759598
2	18779295	74.999407
2	18941289	75.729347
2	19135792	77.221995
2	19218184	77.461803
2	19271894	77.701612
2	19404018	77.941421
2	19538441	78.181229
2	19612318	78.911169
2	19663643	79.150978
2	19715936	79.634073
2	19808960	79.873882
2	19920057	80.356978
2	19995653	81.086918
2	20038452	81.570013
2	20085522	81.809822
2	20196148	82.292917
2	20405023	82.776013
2	20600310	83.015821
2	24648261	136.015694
2	28676492	136.745634
2	28962981	137.228730
2	29298800	138.721378
2	29425771	138.961186
2	29520998	139.444282
2	29799022	139.684090
2	30287946	140.664514
2	30595506	140.904323
2	30692685	141.884746
2	30778609	142.124555
2	30928545	143.617203
2	31140293	145.109851
2	31236135	145.592947
2	31326190	145.832755
2	31467280	146.315851
2	31544121	146.555659
2	31575394	146.795468
2	31626883	147.525408
2	31820866	147.765217
2	32129177	148.005025
2	32860429	149.239656
2	33601726	156.147173
2	33757697	156.386981
2	33880676	157.879630
2	34084929	161.005647
2	34235693	161.986071
2	34322493	162.469167
2	34369365	162.708975
2	34434939	163.192071
2	34493232	163.675166
2	34550159	163.914975
2	34667480	164.154784
2	34806031	166.445260
2	34923813	166.685069
2	35044169	167.168164
2	35122111	167.651260
2	35147750	169.671737
2	35187809	169.911546
2	35232602	170.394641
2	35289423	171.124581
2	35356583	171.364390
2	35408353	174.207533
2	35571795	174.447341
2	35733107	174.930437
2	35845655	175.413532
3	133592	0.000000
3	317056	0.239809
3	449161	0.969749
3	823444	1.950172
3	1480038	10.680998
3	1859785	11.164093
3	1986665	11.403902
3	2128846	12.384325
3	2187064	12.867421
3	2271730	14.887898
3	2421247	15.127706
3	2576470	15.367515
3	2680441	16.347939
3	2924391	16.587747
3	3175858	17.317687
3	3250862	20.160830
3	3310759	20.400639
3	3412766	20.640448
3	3632030	22.660924
3	4184740	35.143658
3	4741043	35.383467
3	5205127	37.673944
3	5568751	39.428510
3	5745521	40.158450
3	5905857	40.641545
3	5991730	40.881354
3	6318712	41.364449
3	7237367	42.344873
3	8206490	51.075698
3	8597387	52.056122
3	8705957	52.786062
3	8768160	53.025871
3	9013976	53.265679
3	9250262	53.505488
3	9269198	53.745296
3	9309600	53.985105
3	9355653	54.224914
3	9398923	54.464722
3	9466306	54.947818
3	9518864	55.430913
3	9610225	56.160853
3	9838759	56.400662
3	10012811	58.421139
3	10063762	58.660948
3	10106284	58.900756
3	10150883	59.140565
3	10307058	59.623660
3	10607246	64.233970
3	10875794	64.717066
3	11075214	64.956874
3	11247257	65.196683
3	11716474	69.500413
3	12339930	70.480837
3	12618000	71.715467
3	12777194	72.198563
3	12938525	72.681659
3	13035590	73.164754
3	13366363	77.166889
3	13712312	77.649985
3	13835073	78.133081
3	13988735	79.367711
3	14140118	82.210854
3	14276647	82.450663
3	14435948	83.943311
3	14562367	84.183120
3	14661937	84.422928
3	14792903	84.662737
3	14871262	85.145832
3	14950072	86.900398
3	15062301	87.630338
3	15128837	87.870147
3	15244689	88.109956
3	15357287	88.349764
3	15429223	89.079704
3	15532022	89.562800
3	15591787	89.802608
3	15700210	91.823085
3	15852733	92.062894
3	16044374	92.302702
3	16205609	93.032642
3	16321738	93.272451
3	16568139	93.512260
3	16816582	93.752068
3	16978531	93.991877
3	17115759	94.231686
3	17282874	94.714781
3	17398144	94.954590
3	17627939	95.684530
3	17956096	95.924338
3	18079323	96.164147
3	19660869	96.403955
3	21865982	96.643764
3	22557119	96.883573
3	22688333	97.123381
3	22820485	97.363190
3	23184763	98.093130
3	23527614	98.576225
3	23618640	99.059321
3	23735798	99.299130
3	23839678	99.538938
3	23922278	99.778747
3	24019440	100.261842
3	24245815	100.991782
3	24448083	107.553892
3	24570667	107.793700
3	24674769	108.033509
3	24923330	109.013933
3	25279703	112.719331
3	25447000	112.959140
3	25560613	113.198948
3	25751328	114.953514
3	25927844	115.933938
3	26096243	116.173747
3	26276257	116.413555
3	26394338	118.704032
3	26517051	118.943841
3	26637702	120.178471
3	26699846	120.418280
3	26719931	120.901375
3	26738804	121.141184
3	26857348	122.121608
3	26998008	122.361416
3	27103988	122.601225
3	27214483	123.331165
3	27342835	123.570973
3	27445655	124.551397
3	27507699	124.791206
3	27598809	126.025836
3	27657286	127.006260
3	27731371	127.246068
3	27836023	128.226492
3	27997866	128.466301
3	28153779	129.446724
3	28223881	129.686533
3	28259848	129.926341
3	28346248	130.166150
3	28455355	130.405959
3	28503479	130.645767
3	28561204	131.880398
3	28617437	132.120206
3	28650123	132.360015
3	28718094	132.599824
3	28887094	132.839632
3	29094752	133.322728
3	29204253	134.052668
3	29269148	134.292476
3	29376286	134.775572
3	29485212	135.258668
3	29561586	135.498476
3	29607323	135.738285
3	29637290	135.978093
3	29728952	136.461189
3	29832712	136.944284
3	29906994	137.427380
3	29970167	138.407804
3	30102050	138.647612
3	30248062	139.130708
3	30297121	139.370516
3	30324377	139.610325
3	30339805	141.102973
3	30378120	141.342782
3	30472405	142.072722
3	30583649	142.312530
3	30783605	142.795626
3	31215403	143.035434
3	31578096	151.766260
3	31834915	152.249356
3	32043015	152.489164
3	32178695	153.219104
3	32465245	157.221240
3	32746339	158.201663
3	32987076	158.441472
3	33511936	159.676102
3	34400082	177.245997
3	34915594	177.975937
3	34938873	178.705877
3	35047787	179.686300
3	35209995	180.666724
3	35290411	180.906532
3	35311907	182.141163
3	35398906	182.380972
3	35511090	182.620780
3	35558241	182.860589
3	35588895	183.841012
3	35627919	184.080821
3	35659291	185.315452
3	35713070	185.555260
3	35780248	185.795069
3	35880232	186.034877
3	36024701	186.764817
3	36137922	187.247913
3	36298831	187.487722
4	75924	0.000000
4	320254	0.483096
4	504649	1.213036
4	541528	1.452844
4	603382	2.182784
4	723613	2.422593
4	904540	2.662401
4	1118676	2.902210
4	1243422	3.142019
4	1485636	3.381827
4	1766748	4.111767
4	1930503	5.346398
4	2199646	5.586206
4	2414214	8.150871
4	2482424	8.633967
4	2513531	8.873775
4	2710539	9.113584
4	3227003	9.596679
4	3569912	10.326619
4	3612266	10.566428
4	3804462	10.806237
4	4074010	11.046045
4	4256125	11.285854
4	4346898	11.525662
4	4398022	11.765471
4	4507894	12.248567
4	4695640	12.488375
4	4859670	12.728184
4	5079958	12.967992
4	5278881	13.451088
4	5402656	13.934184
4	5654701	14.173992
4	6209088	15.154416
4	6768487	15.394224
4	7023616	15.877320
4	7244034	16.117128
4	10053199	17.097552
4	12979150	18.590200
4	13291856	18.830009
4	13486528	19.069817
4	13786793	19.309626
4	14515847	23.015025
4	15377616	23.498120
4	15884311	23.737929
4	15991369	23.977737
4	16386375	27.391136
4	16795083	27.874232
4	17012583	32.796235
4	17372014	33.279331
4	17701141	33.519139
4	17951067	33.758948
4	18128151	33.998757
4	18184593	34.238565
4	18220756	34.478374
4	18320698	34.718182
4	18476684	34.957991
4	18578473	35.197800
4	18682567	35.437608
4	18796820	35.677417
4	18883964	35.917225
4	19029201	36.647165
4	19198854	40.352564
4	19302710	40.592373
4	19386106	40.832181
4	19471627	41.071990
4	19520367	41.311799
4	19616769	41.551607
4	19753750	46.790555
4	19819803	47.030363
4	20270590	49.320840
4	20740837	49.560649
4	20912815	53.864379
4	21239959	57.277778
4	21466649	57.760873
4	21527685	58.741297
4	21586670	59.224392
4	21709935	59.464201
4	21826128	59.704010
4	21906910	59.943818
4	21972625	60.183627
4	22004607	61.418257
4	22073587	66.028567
4	22269044	66.758507
4	22399153	66.998316
4	22527967	67.481411
4	22808317	67.964507
4	23125848	68.944930
4	23266200	69.184739
4	23314601	71.475216
4	23421617	71.715024
4	23672447	71.954833
4	24029728	74.245310
4	24233495	74.485118
4	24407587	74.724927
4	25145989	74.964736
4	25860668	82.223836
4	26145779	82.463645
4	26416739	82.703453
4	27259355	84.196102
4	28014672	85.688750
4	28272132	86.418690
4	28797079	90.420825
4	29387145	90.660634
4	29859222	92.153282
4	30062377	93.645930
4	30119689	93.885739
4	30163562	94.125547
4	30245288	94.608643
4	30399300	94.848451
4	30523041	95.088260
4	30589411	96.580908
4	30741318	96.820717
4	30879902	97.060525
4	30994426	98.553174
4	31132980	99.036269
4	31247466	100.270900
4	31357748	100.510708
4	31407722	100.750517
4	31436760	101.730940
4	31474630	101.970749
4	31528074	102.210558
4	31582766	102.693653
4	31621913	103.176749
4	31652355	103.416557
4	31838016	103.656366
4	32046399	104.139462
4	32124324	104.379270
4	32177568	105.359694
4	32284812	105.842789
4	32388025	106.082598
4	32427673	106.322407
4	32553949	106.562215
4	32705924	106.802024
4	33096453	109.645167
4	33560387	109.884975
4	33989776	115.123923
4	34469289	125.032769
4	34655666	126.267400
4	34799989	126.507209
4	35197802	127.237149
5	145170	0.000000
5	323948	0.729940
5	430962	1.459880
5	520432	4.303023
5	599641	4.542832
5	673620	4.782640
5	780626	6.017271
5	914297	6.257080
5	1053206	6.496888
5	1162836	6.736697
5	1211555	7.717120
5	1282202	8.697544
5	1381200	9.677967
5	1491090	9.917776
5	1628670	11.938253
5	1744137	12.178062
5	1779259	12.417870
5	1799082	12.657679
5	1865759	12.897487
5	1979710	13.380583
5	2037862	13.863679
5	2093387	14.103487
5	2163170	14.343296
5	2224719	14.583104
5	2298847	14.822913
5	2367355	15.062722
5	2433261	15.545817
5	2608906	17.566294
5	2875144	17.806103
5	3050456	19.560669
5	3141594	19.800477
5	3217150	20.040286
5	3346289	20.280094
5	3467191	20.519903
5	3528789	22.012551
5	3766996	22.252360
5	4080437	26.254495
5	4255303	26.494304
5	4549322	28.248870
5	5014198	28.978810
5	5314164	29.708750
5	5513687	32.551893
5	5826804	33.281833
5	6107857	33.521641
5	6362316	34.004737
5	6622587	35.497385
5	6874004	35.980481
5	7640811	42.542590
5	9309677	44.297156
5	12357575	44.780252
5	14742499	46.014882
5	15480487	46.744822
5	16030137	47.227918
5	16206352	47.467726
5	16322129	47.950822
5	16453093	48.433918
5	16536668	49.163858
5	16574820	49.403666
5	16602135	49.886762
5	16633216	50.369857
5	16721438	50.609666
5	16809425	50.849474
5	16918719	51.089283
5	17093053	51.329092
5	17307615	51.812187
5	17705933	52.542127
5	18064850	53.522551
5	18283068	53.762359
5	18443732	61.379396
5	18536405	62.109336
5	18782111	62.349144
5	19001177	63.079084
5	19039360	63.318893
5	19084461	65.073459
5	19198644	65.803399
5	19390260	66.286494
5	19814872	66.769590
5	20163887	67.009398
5	20334000	69.299875
5	20598265	69.539684
5	20910784	69.779492
5	21205817	75.340774
5	21369249	75.580583
5	21421381	75.820391
5	21431925	76.303487
5	21688021	76.543296
5	22001619	77.523719
5	22131354	77.763528
5	22207116	79.518094
5	22274995	79.757902
5	22372130	79.997711
5	22487552	80.480807
5	22599290	80.720615
5	22646830	80.960424
5	22804048	81.940847
5	23064001	83.961324
5	23247833	84.201133
5	23423432	85.181556
5	23662929	86.674205
5	23946468	90.676340
5	24121386	91.159436
5	24431438	92.394066
5	25030733	92.877162
5	25654211	102.385838
5	26162328	102.868934
5	26600102	103.352029
5	26883494	104.081969
5	27002802	104.565065
5	27161490	104.804874
5	27269924	105.044682
5	27329060	105.284491
5	27402966	105.767586
5	27513369	106.007395
5	27692747	106.247204
5	27824533	106.487012
5	27860539	107.467436
5	27895168	107.707244
5	27927955	107.947053
5	27950759	108.186862
5	27989230	109.167285
5	28049337	109.650381
5	28135972	109.890189
5	28292991	111.644755
5	28477259	111.884564
5	28603972	112.367659
5	28663583	112.607468
5	28769810	113.337408
5	28906557	114.067348
5	29201869	114.550444
5	29704751	116.043092
6	136546	0.000000
6	335051	0.729940
6	430003	0.969749
6	489721	1.452844
6	562195	2.182784
6	624063	2.422593
6	718787	2.905688
6	813769	3.635628
6	940187	3.875437
6	1056259	4.855860
6	1135372	5.095669
6	1287007	5.335478
6	1440718	5.818573
6	1560467	6.548513
6	1619028	6.788322
6	1655973	7.028130
6	1689671	7.267939
6	1739463	7.751035
6	1789150	8.234130
6	1829367	8.964070
6	1922913	9.203879
6	2035691	9.443687
6	2160520	9.683496
6	2266218	10.663919
6	2311398	11.898550
6	2370999	12.138359
6	2504373	12.378167
6	2667446	12.617976
6	2754145	12.857785
6	2806471	13.097593
6	2866706	13.827533
6	2899663	14.807957
6	2932449	15.047765
6	3006254	15.530861
6	3096710	15.770669
6	3212563	16.253765
6	3328127	16.493574
6	3463319	17.223514
6	3572257	17.953454
6	3766767	18.193262
6	3987492	18.433071
6	4261239	26.050107
6	4638502	28.340584
6	4810619	29.575214
6	4856316	29.815023
6	4937319	30.054832
6	5025009	30.294640
6	5104906	30.534449
6	5204702	30.774258
6	5303035	31.014066
6	5427493	31.744006
6	5553273	32.978637
6	6046485	34.213267
6	6525191	38.516998
6	6610880	40.271564
6	6708027	40.754659
6	6773921	42.509225
6	6855438	42.749034
6	7010101	42.988843
6	7104744	43.471938
6	7146461	44.201878
6	7196153	45.182302
6	7267239	45.422110
6	7478583	48.548128
6	7669664	48.787937
6	7753499	49.768360
6	7861289	50.008169
6	8089579	50.738109
6	8291307	50.977917
6	8356104	51.217726
6	8423389	51.700822
6	8609065	51.940630
6	8941257	52.180439
6	9244210	52.420247
6	9512496	52.903343
6	9771656	58.142291
6	10128849	58.625386
6	10532948	59.860017
6	10760240	60.343112
6	10947478	60.582921
6	11265926	60.822730
6	11741039	61.305825
6	12256361	61.545634
6	13108185	68.453151
6	13776659	68.692959
6	14778077	68.932768
6	15768573	69.172576
6	16372958	69.412385
6	17544259	72.538403
6	18822308	73.268343
6	19535497	75.288820
6	19642643	75.528628
6	19752156	75.768437
6	19831311	76.251533
6	20026529	76.981473
6	20224249	77.221281
6	20364753	77.951221
6	20721075	78.191030
6	21028149	78.430838
6	21182487	78.913934
6	21389747	80.934411
6	21514891	81.174219
6	21625508	81.414028
6	21916779	82.143968
6	22174198	84.164445
6	22382801	84.404254
6	22680723	84.644062
6	22935557	85.127158
6	23064292	85.610253
6	23105727	85.850062
6	23241270	87.084693
6	23430907	88.065116
6	23696731	88.304925
6	23907187	88.544733
6	23992817	91.670751
6	24103987	92.400691
6	24228579	92.640500
6	24372092	92.880308
6	24550979	93.363404
6	24791729	96.776802
6	24980248	97.016611
6	25067473	97.256420
6	25151875	98.749068
6	25418745	98.988876
6	25946839	102.991012
6	26344541	104.225642
6	26634643	104.465451
6	27323385	105.700082
6	27858748	116.432929
6	27970452	116.916024
6	28228626	122.805176
6	28451773	123.288271
6	28473544	123.528080
6	28555103	123.767889
6	28641894	124.250984
6	28746160	125.485615
6	28903976	125.725423
6	29020676	125.965232
6	29103417	126.205041
6	29164950	127.185464
6	29317419	127.425273
6	29479970	127.908368
6	29525429	128.148177
6	29561182	128.387986
6	29631784	128.627794
6	29740504	130.648271
6	30038608	132.140919
6	30384577	144.172755
6	30874361	144.412563
7	61030	0.000000
7	137982	0.239809
7	231905	0.479617
7	368610	0.962713
7	435168	1.202521
7	539382	1.932461
7	669314	2.415557
7	762061	2.898652
7	865464	3.628592
7	914118	3.868401
7	929616	4.848825
7	1065145	5.088633
7	1246784	7.653298
7	1523786	7.893107
7	1789599	8.623047
7	1973051	8.862855
7	2141183	9.345951
7	2198403	10.075891
7	2231043	10.315699
7	2277348	10.798795
7	2568321	11.779218
7	2886647	25.672641
7	3119541	25.912450
7	3535508	27.405098
7	3897547	27.644906
7	4490483	28.128002
7	5500683	45.697896
7	6042429	45.937705
7	6388439	46.420800
7	6841880	46.660609
7	7046230	50.074008
7	7141600	50.313816
7	7178957	50.553625
7	7234851	50.793433
7	7431057	51.523373
7	8002157	52.253313
7	8582357	54.007879
7	8845475	54.247688
7	9138468	54.730783
7	11071174	54.970592
7	14106540	55.210401
7	15785567	60.449348
7	16382443	60.689157
7	16611039	60.928965
7	16640349	61.412061
7	16815031	61.651870
7	17151911	63.672347
7	17364646	64.155442
7	17458055	65.648090
7	17609200	66.131186
7	17725096	66.370994
7	17821090	66.610803
7	18015954	66.850612
7	18253357	67.090420
7	18582484	67.573516
7	19032988	69.328082
7	19687025	76.235599
7	20161374	77.470229
7	20681850	82.709177
7	21225953	83.439117
7	21470303	84.419540
7	21777315	87.832939
7	21960683	88.072748
7	22161154	88.555843
7	22750689	98.064520
7	23507734	98.794460
7	23836352	100.549026
7	24120556	101.529449
7	24531052	103.549926
7	24682562	104.033022
7	24727974	104.272830
7	24948276	111.889867
7	25233382	112.129675
7	25345278	114.694340
7	25443997	114.934149
7	25686418	116.168779
7	25917018	117.661427
7	26015928	117.901236
7	26142081	118.384331
7	26283946	119.364755
7	26500391	121.929420
7	26697550	123.164050
7	26748042	123.403859
7	26851786	123.643668
7	27279350	125.398234
7	27843285	129.400369
7	28067739	129.640178
7	28115139	130.620601
7	28282119	131.350541
7	28484520	133.915206
7	29127503	135.407854
8	227560	0.000000
8	462574	0.239809
8	576772	1.732457
8	702854	2.712880
8	782098	7.951828
8	859029	9.186459
8	943028	9.426267
8	1019894	9.666076
8	1050708	9.905884
8	1180334	10.145693
8	1879608	23.558892
8	2627241	25.051540
8	2884717	25.534636
8	3000339	25.774445
8	3033789	26.014253
8	3087573	26.254062
8	3154407	26.737157
8	3254555	26.976966
8	3351546	27.957390
8	3419387	28.197198
8	3474376	28.680294
8	3501213	28.920102
8	3635915	29.159911
8	3822783	35.049063
8	3930538	35.288871
8	4020113	35.528680
8	4139916	35.768489
8	4225579	36.008297
8	4424303	36.738237
8	4635517	37.221333
8	4758659	37.461141
8	4873216	37.700950
8	5003023	37.940759
8	5143025	38.180567
8	5217443	38.420376
8	5329769	38.660184
8	5427555	39.143280
8	5599550	39.626375
8	5762280	40.109471
8	5813887	40.592567
8	5912290	41.075662
8	5992871	42.056086
8	6021740	42.295894
8	6124377	42.535703
8	6264626	42.775512
8	6523127	43.258607
8	6966297	43.498416
8	7535131	43.738224
8	7945458	43.978033
8	8270760	44.217842
8	8546296	44.457650
8	8761016	44.697459
8	8958047	45.180554
8	8977484	45.420363
8	9166758	46.654994
8	9715460	46.894802
8	10122755	47.377898
8	10353473	47.860993
8	12494003	48.344089
8	14903469	50.908754
8	15973258	51.391849
8	16602903	52.626480
8	16745469	52.866288
8	16887437	53.106097
8	17144758	53.589192
8	17404005	53.829001
8	17424919	54.068810
8	17504842	54.308618
8	17737285	54.548427
8	18090069	54.788236
8	18349991	55.271331
8	18463346	56.251755
8	18647576	56.491563
8	18809126	56.731372
8	18852453	56.971180
8	18906247	57.454276
8	19069491	58.184216
8	19324411	60.204693
8	19573375	60.934633
8	19897985	61.417728
8	20151943	61.657537
8	20244169	61.897346
8	20454403	62.627286
8	20660667	62.867094
8	20707379	63.847518
8	20821346	64.087326
8	21003355	64.327135
8	21433490	66.347612
8	22280799	66.587421
8	23589876	88.500167
8	24416486	88.739976
8	24676780	93.978923
8	25130547	94.218732
8	25408398	97.632130
8	25494888	98.115226
8	25568532	98.355035
8	25697795	98.594843
8	25834978	99.077939
8	26005566	99.561034
8	26130027	104.483038
8	26202978	104.966134
8	26274233	105.205942
8	26310392	105.689038
8	26342224	105.928846
8	26399474	106.411942
8	26481022	106.651750
8	26558829	106.891559
8	26663338	107.131368
8	26795198	107.861308
8	26919743	110.425972
8	27071550	111.406396
8	27244238	112.136336
8	27435452	113.370967
8	27565703	117.674697
8	27705852	118.157793
8	27882414	118.640888
8	28029224	119.621312
8	28281329	120.351252
9	68056	0.000000
9	367665	0.483096
9	627006	0.722904
9	775683	0.962713
9	919668	1.202521
9	1130506	1.932461
9	1670745	2.172270
9	2177974	2.412079
9	3343394	2.651887
9	4763358	3.134983
9	5402136	3.374791
9	5823392	4.104731
9	6041412	4.344540
9	6092723	4.584349
9	6353004	4.824157
9	6596090	5.307253
9	6676427	5.547061
9	6824412	6.277001
9	6918930	6.516810
9	7013546	7.751441
9	7114706	7.991249
9	7445956	8.474345
9	7790089	8.714153
9	7894363	9.694577
9	7981638	10.177672
9	8080918	10.907612
9	8336853	11.147421
9	8566273	11.387230
9	8672388	11.627038
9	8843665	12.607462
9	8974645	12.847270
9	9178406	13.577210
9	9444138	15.597687
9	9581773	15.837496
9	9792019	16.077305
9	9979157	16.317113
9	10088905	17.551744
9	10454005	18.532167
9	10790717	18.771976
9	11052409	21.615119
9	11737705	21.854928
9	13293279	59.909820
9	14604927	60.639760
9	14834103	61.122855
9	14886104	61.362664
9	14971237	61.845759
9	15226457	62.826183
9	15520370	63.065992
9	15708554	63.305800
9	15928696	64.540431
9	16199857	64.780240
9	16387284	65.263335
9	16467043	66.497966
9	16618960	70.801696
9	16878008	71.284792
9	17146964	71.767887
9	17374377	72.007696
9	17526143	72.490791
9	17625570	72.730600
9	17742645	73.711024
9	17849825	74.194119
9	17921937	74.677215
9	17968679	74.917023
9	18072677	75.646963
9	18152734	76.130059
9	18169312	76.369867
9	18243203	76.609676
9	18335300	78.102324
9	18397815	78.342133
9	18471809	79.072073
9	18545907	79.311881
9	18658511	79.551690
9	18751967	80.034786
9	18792897	80.274594
9	18859075	80.514403
9	18914600	80.754211
9	18970110	81.237307
9	19039579	81.477116
9	19084328	82.457539
9	19138099	82.940635
9	19208437	83.921058
9	19255542	84.160867
9	19283080	84.643962
9	19372884	85.127058
9	19500170	85.610153
9	19677909	86.093249
9	19934683	86.333058
9	20137859	86.572866
9	20247700	86.812675
9	20328602	87.295770
9	20435760	87.535579
9	20522930	88.018675
9	20569255	88.258483
9	20722929	88.988423
9	20873447	89.718363
9	20991705	89.958172
9	21111953	91.450820
9	21142745	91.690628
9	21165501	91.930437
9	21228172	92.170246
9	21294283	92.410054
