source_file	map_id	linkage_group	locus	cM	bin	gene_model	chr	start	end	has_nam5_position
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	umc2748	1.76		Zm00001eb000670	1	2800774	2803236	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	rld2	1.8		Zm00001eb000690	1	2810082	2817677	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	btf3	1.95		Zm00001eb000700	1	2817998	2820996	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC103630668	2.12		Zm00001eb000720	1	2869576	2874482	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl5994_1	2.14		Zm00001eb000740	1	2874505	2883698	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC100501456	2.18		Zm00001eb000760	1	2885880	2888772	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	pco121752	2.2		Zm00001eb000770	1	2925178	2926144	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb000780	2.22		Zm00001eb000780	1	2950594	2963259	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	arp4	2.4		Zm00001eb000800	1	2967642	2988230	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	met7	2.5		Zm00001eb000820	1	3022946	3028004	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	remo2	2.6		Zm00001eb000840	1	3042596	3044181	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	plt12	2.63		Zm00001eb000850	1	3086161	3086776	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl584_1(3)	2.7		Zm00001eb000860	1	3095249	3113958	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	GRMZM2G436226	2.72		Zm00001eb000870	1	3115493	3126872	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	thx18	3.0		Zm00001eb000880	1	3163359	3167829	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	krp17	4.0		Zm00001eb000890	1	3215293	3221599	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	umc2183	4.08		Zm00001eb000920	1	3263012	3279756	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gpm319	4.2		Zm00001eb000950	1	3283381	3285618	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC100272424	4.24		Zm00001eb000970	1	3362236	3365818	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC103630760	4.26		Zm00001eb000980	1	3368388	3369418	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bhlh194	4.35		Zm00001eb001000	1	3371279	3376586	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	GRMZM2G426802	5.5		Zm00001eb001040	1	3473728	3478290	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027352	5.51		Zm00001eb001050	1	3480374	3483331	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027353	5.52		Zm00001eb001060	1	3486091	3488116	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC103630827	5.53		Zm00001eb001070	1	3535438	3540435	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP6908	5.55		Zm00001eb001080	1	3564435	3566097	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	fus6	5.6		Zm00001eb001110	1	3642003	3652191	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb001120	5.62		Zm00001eb001120	1	3732742	3735652	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	dpr1	5.7		Zm00001eb001140	1	3766150	3769278	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	arm30	5.72		Zm00001eb001150	1	3787682	3792482	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	pmp1	6.48		Zm00001eb001170	1	3796239	3798782	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	pyrd1	6.5		Zm00001eb001180	1	3797680	3801321	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	GRMZM2G030299	6.54		Zm00001eb001200	1	3833378	3837494	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ereb214	6.56		Zm00001eb001210	1	3837589	3838704	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027371	7.96		Zm00001eb001240	1	3903971	3908178	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cdc2	8.0		Zm00001eb001260	1	3951421	3956063	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cyc41	8.01		Zm00001eb001290	1	3965228	3975390	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl16599_1a	8.03		Zm00001eb001330	1	3984280	3984822	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027383	8.04		Zm00001eb001340	1	4078810	4083607	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	si618024d08	8.05		Zm00001eb001350	1	4083900	4086535	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP1464	8.06		Zm00001eb001360	1	4087436	4089632	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	pld15	8.08		Zm00001eb001370	1	4090633	4095211	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	sbt62	8.09		Zm00001eb001390	1	4101879	4104744	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	nad5 (homolog)	8.1		Zm00001eb001400	1	4111310	4118908	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cals9	8.2		Zm00001eb001430	1	4173806	4249156	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ppr3	8.22		Zm00001eb001440	1	4270812	4273294	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	his406	8.9						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	nactf78	9.0		Zm00001eb001460	1	4293004	4304802	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027399	9.02		Zm00001eb001470	1	4355214	4357396	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	tho1	10.08		Zm00001eb001480	1	4358163	4359539	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	si707050h06a	10.1		Zm00001eb001490	1	4370484	4378831	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027402	10.12		Zm00001eb001500	1	4370689	4373976	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027403	10.14		Zm00001eb001510	1	4447853	4452527	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	mib1	11.0		Zm00001eb001530	1	4489656	4491331	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	abi8	11.0		Zm00001eb001550	1	4613829	4616572	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	prx15	11.02		Zm00001eb001560	1	4672210	4675614	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	dcl101	11.3		Zm00001eb001570	1	4678241	4689963	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	atg1a	12.0		Zm00001eb001590	1	4786101	4791613	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bhlh140	12.18		Zm00001eb001630	1	4844238	4848250	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP2420	12.2		Zm00001eb001640	1	4854128	4856665	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027422	12.21		Zm00001eb001650	1	4860147	4868040	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	fnsi2	12.22						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb001660	12.24		Zm00001eb001660	1	4903163	4904730	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	zag6	13.0		Zm00001eb001670	1	4932248	4948340	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	uce3	13.3		Zm00001eb001680	1	5048745	5051733	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP658	13.5		Zm00001eb001700	1	5060152	5061950	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl250_1a	13.57		Zm00001eb001710	1	5064533	5070054	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	knox1	14.0		Zm00001eb001720	1	5076499	5081101	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	hb30	14.45		Zm00001eb001770	1	5156079	5161908	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	flr14	14.47		Zm00001eb001780	1	5281432	5285006	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	flr16	14.7		Zm00001eb001810	1	5365242	5367385	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	pgl106	14.88		Zm00001eb001830	1	5384580	5388305	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP3811	14.88		Zm00001eb001840	1	5386927	5389230	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	hyd6	14.89		Zm00001eb001850	1	5417359	5420144	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	hyd8	14.89						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP755	14.9		Zm00001eb001860	1	5423774	5431320	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	umc1292	14.91		Zm00001eb001880	1	5444640	5448668	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	umc2523	14.91		Zm00001eb001890	1	5449946	5454011	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC100194359	14.91		Zm00001eb001870	1	5434423	5440930	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	csu680a	14.92		Zm00001eb001910	1	5479359	5493877	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ofp1	14.92		Zm00001eb001920	1	5542959	5544109	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027449	14.92		Zm00001eb001900	1	5471781	5480336	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC100274981	14.92		Zm00001eb001900	1	5471781	5480336	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	GRMZM2G055704	14.94		Zm00001eb001930	1	5556476	5557793	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cipk9	14.98		Zm00001eb001940	1	5563658	5568308	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	pba1	15.0		Zm00001eb001950	1	5615012	5616448	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	KJ682451	15.48		Zm00001eb001980	1	5655021	5657414	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	nactf33	15.5		Zm00001eb001990	1	5659149	5666171	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gpm330	15.8		Zm00001eb002000	1	5743584	5766324	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bzip114	16.0		Zm00001eb002010	1	5769996	5774406	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	fha1	16.73		Zm00001eb002020	1	5772493	5778595	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027463	16.75		Zm00001eb002030	1	5836552	5841719	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	kea5	16.8		Zm00001eb002040	1	5847054	5859789	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gpm280a	16.86		Zm00001eb002060	1	5897030	5900917	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001d027469	16.88		Zm00001eb002070	1	5974073	5976558	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	fla1	16.9		Zm00001eb002090	1	5987621	5991591	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cals1	16.92		Zm00001eb002100	1	6021571	6114922	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	npi415	16.93						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	umc1041	17.0						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb002170	17.02		Zm00001eb002170	1	6200061	6204667	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cdpk36	17.03		Zm00001eb002180	1	6223600	6228409	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ring3	17.05		Zm00001eb002200	1	6243871	6247902	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl2088_1	17.06		Zm00001eb002220	1	6249500	6254299	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl36375_1a	17.07		Zm00001eb002240	1	6260934	6263719	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	mlo1	17.08		Zm00001eb002250	1	6263313	6267523	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl19897_1	17.3		Zm00001eb002260	1	6272463	6282114	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gpb1	17.5		Zm00001eb002270	1	6360197	6362989	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	miR528a	17.51						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	mha6	17.52		Zm00001eb002300	1	6380105	6384420	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	glk48	17.55		Zm00001eb002310	1	6477433	6482618	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	nad4	17.6		Zm00001eb002320	1	6492735	6496230	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	iaa1	17.61		Zm00001eb002340	1	6511535	6513459	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bhlh49	17.62		Zm00001eb002350	1	6515053	6516195	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bhlh50	17.65		Zm00001eb002370	1	6523278	6526089	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ccl18	17.67		Zm00001eb002380	1	6724575	6726661	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	fsgt1	17.7		Zm00001eb002390	1	6750999	6751362	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	php20537b	17.78		Zm00001eb002440	1	6860587	6865501	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC103631588	17.8		Zm00001eb002450	1	6868157	6871764	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bnlg1014	20.7		Zm00001eb002460	1	6981387	6987213	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	GRMZM2G109566	20.71		Zm00001eb002470	1	7017011	7021170	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	nlp7	20.72		Zm00001eb002490	1	7027155	7033202	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cat2	20.76		Zm00001eb002510	1	7097393	7099916	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl457_2a	20.8		Zm00001eb002520	1	7101389	7105705	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	phm6238	20.82		Zm00001eb002530	1	7130513	7136524	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP8147	20.85		Zm00001eb002540	1	7181045	7201561	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl61826_1	20.89		Zm00001eb002560	1	7240404	7243288	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ygl1	20.9						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ccl30	20.91		Zm00001eb002570	1	7282397	7288752	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	expa6	20.93		Zm00001eb002590	1	7298972	7300989	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb002610	20.95		Zm00001eb002610	1	7337514	7342201	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	chn22	20.96		Zm00001eb002620	1	7344153	7348877	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	IDP4043	20.97		Zm00001eb002640	1	7399951	7402416	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	chn32	20.97		Zm00001eb002620	1	7344153	7348877	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb002650	20.99		Zm00001eb002650	1	7430966	7432307	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	nactf53	21.0		Zm00001eb002660	1	7432853	7434882	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb002680	21.03		Zm00001eb002680	1	7501227	7506747	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb002690	21.04		Zm00001eb002690	1	7506984	7509465	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ccl15	21.06		Zm00001eb002700	1	7509171	7511704	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ccl8	21.1		Zm00001eb002720	1	7540589	7545110	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	sat4	21.14		Zm00001eb002740	1	7638621	7653175	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gst11	21.2		Zm00001eb002780	1	7779715	7781456	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gst12	21.3		Zm00001eb002790	1	7813648	7815428	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gst58	21.4		Zm00001eb002800	1	7817539	7818734	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gst10	21.4		Zm00001eb002810	1	7820676	7822238	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	miR171e	21.48						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ank2	21.5		Zm00001eb002820	1	7915951	7926608	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bhlh35	21.58		Zm00001eb002830	1	7953030	7955203	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	smt2	21.59		Zm00001eb002850	1	7981349	7983158	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	pht10	21.59		Zm00001eb002860	1	7988607	7990762	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gst31	21.6		Zm00001eb002950	1	8064330	8065482	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	dnaj101	21.6		Zm00001eb002940	1	8055025	8058183	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	aco12	22.0		Zm00001eb002960	1	8087643	8099716	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	Zm00001eb002980	22.04		Zm00001eb002980	1	8170576	8171343	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	gras93	22.06		Zm00001eb002990	1	8180977	8183283	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	prh101	22.08		Zm00001eb003000	1	8216041	8220640	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	prh95	22.1		Zm00001eb003010	1	8222270	8226801	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	prh97	22.12		Zm00001eb003020	1	8237799	8243846	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	ommp1	22.3		Zm00001eb003070	1	8298052	8307439	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cl3927_1a	22.5		Zm00001eb003080	1	8307488	8310461	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	mgt10	22.51		Zm00001eb003090	1	8308330	8311889	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	LOC103644413	22.58						False
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	cki3	22.6		Zm00001eb003110	1	8421233	8424781	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	bzr9	22.7		Zm00001eb003120	1	8431970	8434160	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	TIDP3353	22.86		Zm00001eb003130	1	8488013	8492319	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	umc1948	22.91		Zm00001eb003140	1	8507769	8509626	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	php20603	22.93		Zm00001eb003150	1	8508665	8513447	True
maizegdb_genetic1_1203637_map_text_BROWSER.txt	1203637	1	prc3	23.0		Zm00001eb003170	1	8532021	8535132	True
